AAL,American Airlines Group Inc,20140714,Lufthansa says to cut Venezuela flights amid forex dispute ,CARACAS German airline Lufthansa  said on Monday it will reduce service to Venezuela by 40 percent starting next month amid an ongoing dispute about repatriation of revenue from ticket sales.,topStory
AA,Alcoa Corporation,20140714,AIRSHOW-Alcoa signs $1.1 bln supply deal with Pratt & Whitney ,July 14 Alcoa Inc said it signed a 10-year supply agreement with Pratt & Whitney  a unit of United Technologies Corp  for $1.1 billion.,normal
AMOV,America Movil SAB de CV,20140714,America Movil to own just over half of Telekom Austria ,MEXICO CITY Carlos Slim's America Movil said on Monday it will take control of just over half of Telekom Austria in a $1 billion buyout offer  giving the Mexican billionaire a base to build up his presence in European telecoms.,topStory
AMOV,America Movil SAB de CV,20140714,UPDATE 2-America Movil to own just over half of Telekom Austria ,MEXICO CITY  July 14 Carlos Slim's America Movil said on Monday it will take control of just over half of Telekom Austria in a $1 billion buyout offer  giving the Mexican billionaire a base to build up his presence in European telecoms.,normal
AMOV,America Movil SAB de CV,20140714,America Movil says has 51 pct of Telekom Austria after buyout ,MEXICO CITY  July 14 Mexico's America Movil says it received 23.47 pct of Telekom Austria's outstanding shares after it offered to buy out other shareholders at 7.15 euros a share.,normal
AMOV,America Movil SAB de CV,20140714,Mexico's president signs telecoms reform rules into law ,MEXICO CITY Mexico's President Enrique Pena Nieto on Monday signed into law new rules for the telecommunications and broadcasting industries that are designed to curb the power of billionaire Carlos Slim's America Movil and broadcaster Televisa.,normal
AMOV,America Movil SAB de CV,20140714,Mexico's president signs telecoms reform rules into law ,MEXICO CITY  July 14 Mexico's President Enrique Pena Nieto on Monday signed into law new rules for the telecommunications and broadcasting industries that are designed to curb the power of billionaire Carlos Slim's America Movil and broadcaster Televisa.,normal
AMX,America Movil SAB de CV,20140714,America Movil to own just over half of Telekom Austria ,MEXICO CITY Carlos Slim's America Movil said on Monday it will take control of just over half of Telekom Austria in a $1 billion buyout offer  giving the Mexican billionaire a base to build up his presence in European telecoms.,topStory
AMX,America Movil SAB de CV,20140714,UPDATE 2-America Movil to own just over half of Telekom Austria ,MEXICO CITY  July 14 Carlos Slim's America Movil said on Monday it will take control of just over half of Telekom Austria in a $1 billion buyout offer  giving the Mexican billionaire a base to build up his presence in European telecoms.,normal
AMX,America Movil SAB de CV,20140714,America Movil says has 51 pct of Telekom Austria after buyout ,MEXICO CITY  July 14 Mexico's America Movil says it received 23.47 pct of Telekom Austria's outstanding shares after it offered to buy out other shareholders at 7.15 euros a share.,normal
AMX,America Movil SAB de CV,20140714,Mexico's president signs telecoms reform rules into law ,MEXICO CITY Mexico's President Enrique Pena Nieto on Monday signed into law new rules for the telecommunications and broadcasting industries that are designed to curb the power of billionaire Carlos Slim's America Movil and broadcaster Televisa.,normal
AMX,America Movil SAB de CV,20140714,Mexico's president signs telecoms reform rules into law ,MEXICO CITY  July 14 Mexico's President Enrique Pena Nieto on Monday signed into law new rules for the telecommunications and broadcasting industries that are designed to curb the power of billionaire Carlos Slim's America Movil and broadcaster Televisa.,normal
BCS,Barclays PLC,20140714,MOVES- Deutsche Asset & Wealth Management  Barclays  Credit Suisse ,July 14 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
BCS,Barclays PLC,20140714,Volume in Barclays' "dark pool" plunged after lawsuit  data show ,NEW YORK  July 14 Volume in Barclays PLC's  private U.S. trading venue  also known as a "dark pool " fell by more than a third after New York's attorney general filed a lawsuit accusing the British bank of giving an unfair edge to high-speed traders  according to data released on Monday.,normal
BCS,Barclays PLC,20140714,Barclays names new investment bank and sales heads in Asia Pacific ,HONG KONG Barclays PLC has named Patrick Kwan and Reid Marsh as co-heads of Asia Pacific investment banking  according to an internal memo  taking over a unit hit by a string of senior departures earlier this year as the British lender scales back its global investment banking operations.,normal
BCS,Barclays PLC,20140714,UPDATE 2-Barclays names new investment bank and sales heads in Asia Pacific ,(Adds additional appointments  updates with spokesman confirmation),normal
BCS,Barclays PLC,20140714,Barclays names Kwan co-head of investment banking Asia-Pacific -memo ,HONG KONG  July 14 Barclays Plc has named Patrick Kwan and Reid Marsh as co-heads of investment banking in the Asia-Pacific region  according to an internal memo seen by Reuters on Monday.,normal
BBL,BHP Billiton plc,20140714,Australia's Sirius says in talks to supply raw nickel to smelters ,* Sirius says in supply talks with 3 buyers ahead of mine development,topStory
BA,Boeing Company (The),20140714,Airbus revamps A330 jet in long-haul battle with Boeing ,FARNBOROUGH England Airbus  announced a revamp of its twin-aisle A330 passenger jet on Monday  offering a cheaper alternative to the Boeing 787 Dreamliner as the two planemakers vie for up to $250 billion in orders from cost-conscious airlines. | Video ,topStory
BA,Boeing Company (The),20140714,UPDATE 1-AIRSHOW-Raytheon sees foreign sales at 30 pct of total in 2014 ,FARNBOROUGH  England  July 14 Raytheon Co   maker of Patriot missiles and a range of other defense electronics  expects international sales to expand to 30 percent of its revenue in 2014  up from 27 percent last year  Chief Executive Tom Kennedy said in an interview.,normal
BA,Boeing Company (The),20140714,Embraer books strong deliveries  new U.S. order ,Embraer SA   the world's third largest commercial planemaker  booked its strongest commercial deliveries in two years and rebuilt its order book with a 50-jet deal on Monday  lifting shares to an all-time high.,normal
BA,Boeing Company (The),20140714,UPDATE 1-AIRSHOW-Embraer books strong deliveries  new U.S. order ,July 14 Embraer SA  the world's third largest commercial planemaker  booked its strongest commercial deliveries in two years and rebuilt its order book with a 50-jet deal on Monday  lifting shares to an all-time high.,normal
BA,Boeing Company (The),20140714,Emirates signs $13 billion service contract with GE ,Dubai-based carrier Emirates Airlines [EMIRA.UL] said it signed a 12-year agreement with General Electric Co  for the maintenance  repair and overhaul of its new GE9X engines.,normal
BA,Boeing Company (The),20140714,Boeing says well-placed in wake of Airbus revamp plan ,FARNBOROUGH England U.S. planemaker Boeing  said its range of aircraft meant it was well-placed to compete in the latest stage of a long-haul battle against European rival Airbus   which earlier stole the limelight with a plan to revamp its A330 jet.,normal
BA,Boeing Company (The),20140714,China's Okay Airlines orders Boeing 737 planes ,FARNBOROUGH England Boeing  said on Monday that China's Okay Airlines had ordered six 737 MAX 8 planes and four 737-800 aircraft  worth $980 million at list prices.,normal
BA,Boeing Company (The),20140714,Leasing firm Avolon strikes plane deal with Boeing ,FARNBOROUGH England U.S. planemaker Boeing  said on Monday leasing firm Avolon had committed to buying six 787-9 aircraft and five additional 737 MAX 9 planes worth over $2 billion at list prices.,normal
BA,Boeing Company (The),20140714,AIRSHOW-Leasing firm Avolon strikes plane deal with Boeing ,FARNBOROUGH  England  July 14 U.S. planemaker Boeing said on Monday leasing firm Avolon had committed to buying six 787-9 aircraft and five additional 737 MAX 9 planes worth over $2 billion at list prices.,normal
CRR,Carbo Ceramics Inc,20140714,Fund managers diving into Carbo Ceramics may be overplaying fracking ,NEW YORK Have mutual fund managers left caution behind when it comes to the fracking boom?,topStory
CRR,Carbo Ceramics Inc,20140714,Fund managers diving into Carbo Ceramics may be overplaying fracking ,NEW YORK Have mutual fund managers left caution behind when it comes to the fracking boom?,normal
CCL,Carnival Corporation,20140714,UPDATE 3-Costa Concordia re-floated to be towed away for scrap ,* Salvage operation one of the largest in maritime history,normal
CCL,Carnival Corporation,20140714,CORRECTED-UPDATE 2-Costa Concordia re-floated to be towed away for scrap ,* Salvage operation one of the largest in maritime history,normal
CCL,Carnival Corporation,20140714,REFILE-Operation begins to refloat wrecked Costa Concordia ,(Fixes misplaced decimal point in dollar conversion  penultimate paragraph),normal
CHL,China Mobile (Hong Kong) Ltd,20140714,BRIEF-Dr Peng Telecom  China Mobile in strategic agreement on business development ,July 14 Dr Peng Telecom And Media Group Co Ltd,topStory
C,Citigroup Inc,20140714,US STOCKS-Wall St closes higher on Citi earnings  healthcare M&A ,* Dow up 0.7 pct; S&P 500 up 0.5 pct; Nasdaq up 0.6 pct   (Updates to close),topStory
C,Citigroup Inc,20140714,Citigroup to pay $7 billion to settle U.S. mortgage probe ,Citigroup Inc has agreed to pay $7 billion to resolve claims it misled investors about shoddy mortgage-backed securities in the run-up to the financial crisis  in a deal that includes the largest civil fraud penalty ever levied by the U.S. Justice Department. | Video ,normal
C,Citigroup Inc,20140714,US STOCKS-Dow hits intraday high  boosted by Citi  deals ,* Indexes up: Dow 0.7 pct  S&P 0.5 pct  Nasdaq 0.6 pct   (Updates to afternoon session),normal
C,Citigroup Inc,20140714,UPDATE 4-Citigroup to pay $7 bln to settle U.S. mortgage probe ,(Adds details of wrongdoing  quotes from press conference),normal
C,Citigroup Inc,20140714,Banks lead European shares higher after Citigroup earnings ,LONDON  July 14 European equities rose on Monday  rebounding from near two-month lows after their biggest weekly loss in four months  with banks leading the rally following strong earnings from Citigroup.,normal
C,Citigroup Inc,20140714,BRIEF-Citigroup expects "improved revenue" in rest of 2014 ,July 14 Citigroup Inc chief executive officer Michael Corbat and chief financial officer John Gerspach said on a Monday conference call with analysts:  * Corbat: expect "improved revenue" in second half of 2014  * Gerspach: expect net interest margin to stay level through rest of year  * Corbat: continue to believe capital plan rejection was not over business model  * Corbat and Gerspach: we're still confident we will meet 2015 efficiency target  * Corbat and Gerspach: efficiency tar,normal
C,Citigroup Inc,20140714,TREASURIES-U.S. bond prices edge lower ahead of Yellen testimony ,NEW YORK  July 14 U.S. Treasuries prices slipped slightly on Monday on expectations that Federal Reserve Chair Janet Yellen could take a less accommodative stance on interest rates in a congressional testimony on Tuesday.,normal
C,Citigroup Inc,20140714,BRIEF-Citigroup CFO says some legal costs to stay high ,July 14 Citigroup Inc CFO John Gerspach said on a conference call with reporters about the bank's second-quarter results:  * Legal costs outside of mortgage issues likely to 'remain somewhat,normal
C,Citigroup Inc,20140714,Citi profit hit by charge related to shoddy mortgage securities ,July 14 Citigroup Inc reported a 96 percent drop in quarterly  earnings after taking a charge of $3.8 billion related to a $7 billion settlement with the U.S. Department of Justice over the sale of shoddy mortgage-based securities.,normal
C,Citigroup Inc,20140714,BRIEF-U.S. Attorney General says DOJ announces civil resolution with Citigroup totaling $7 bln in fines ,* U.S. Attorney General says DOJ announces civil resolution with Citigroup totaling $7 billion in fines   including a civil penalty of $4 billion,normal
KO,Coca-Cola Company (The),20140714,REFILE-Coca-Cola venture buys into distributor in Lebanon ,(Refiles with story slug  reference to Coca-Cola in headline),topStory
DB,Deutsche Bank AG,20140714,RPT-Australia's NSW government asks UBS  Deutsche to study potential $19 bln power sale ,SYDNEY  July 14 Australia's New South Wales (NSW) state government said on Monday it appointed UBS AG  and Deutsche Bank AG to study the potential privatisation of its A$20 billion ($19 billion) electricity network.,topStory
DB,Deutsche Bank AG,20140714,Australia's NSW government asks UBS  Deutsche to study potential $19 bln power sale ,SYDNEY  July 14 Australia's New South Wales (NSW) state government said on Monday it appointed UBS AG  and Deutsche Bank AG to study the potential privatisation of its A$20 billion ($19 billion) electricity network.,normal
DB,Deutsche Bank AG,20140714,Pension fund EPF hires Deutsche for Malaysia's three-way bank merger-sources ,HONG KONG  July 14 Malaysia's state Employees Provident Fund has hired Deutsche Bank to advise on a planned three-way merger of CIMB Group  RHB Capital Bhd and Malaysia Building Society Bhd  people with direct knowledge of the matter told Reuters on Monday.,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20140714,Embraer books strong deliveries  new U.S. order ,Embraer SA   the world's third largest commercial planemaker  booked its strongest commercial deliveries in two years and rebuilt its order book with a 50-jet deal on Monday  lifting shares to an all-time high.,topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20140714,UPDATE 1-AIRSHOW-Embraer books strong deliveries  new U.S. order ,July 14 Embraer SA  the world's third largest commercial planemaker  booked its strongest commercial deliveries in two years and rebuilt its order book with a 50-jet deal on Monday  lifting shares to an all-time high.,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20140714,Brazil's Embraer books E-175 order with U.S. carrier Trans States ,SAO PAULO  July 14 Brazil's Embraer SA   the world's third largest commercial planemaker  said on Monday it booked a deal with U.S. regional operator Trans States Holdings for up to 100 of its next-generation E-175 aircraft.,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20140714,Brazil's Embraer delivers 29 commercial  29 executive jets in Q2 ,SAO PAULO  July 14 Brazil's Embraer SA   the world's largest maker of regional jets  delivered 29 commercial planes and 29 executive aircraft in the second quarter  according to a Monday filing.,normal
F,Ford Motor Company,20140714,Ford  Toyota halt some South African output due to strike ,CAPE TOWN U.S. motor company Ford  has suspended production at one of its South African plants and Japanese car-maker Toyota  plans to follow suit as a manufacturing workers' strike hits suppliers of car components.,topStory
F,Ford Motor Company,20140714,UPDATE 5-Ford  Toyota halt some South African output due to strike ,* Smaller UASA union says likely to accept offer this week   (Adds comments from head of Ford in South Africa),normal
F,Ford Motor Company,20140714,BRIEF-Chongqing Changan Auto sees H1 net profit up 155.5-178 pct  helped by venture with Ford ,* Says expects H1 net profit up 155.5-178 percent y/y at 3.4-3.7 billion yuan ($547.87-$596.21 million),normal
F,Ford Motor Company,20140714,Ford halts production at South African plant due to strike ,CAPE TOWN  July 14 American motor company Ford  said on Monday it has temporarily suspended production at one of its South African plants due to a strike at some of its suppliers.,normal
F,Ford Motor Company,20140714,CORRECTED-Demand from U.S. automakers could boost aluminium price -Japan industry body ,(Corrects paragraph 9 to show target is 6.5 mln T  not 650 000 T  and that current demand is 4 mln T),normal
GME,Gamestop Corporation,20140714,Some U.S. retail stocks could rise -Barron's ,July 13 Investors should consider buying retail stocks that are trading cheaply such as Bed Bath & Beyond   Staples  Whole Foods Market  and GameStop  Barron's financial newspaper said on Sunday.,topStory
GPS,Gap Inc (The),20140714,CORRECTED-RPT-As giant U.S. IPO nears  Alibaba's China e-commerce crown slips ,(Corrects paragraph one of March 17 story to reflect Ma's apartment had more than one room),normal
GEK,General Electric Capital Corporation,20140714,Emirates signs $13 billion service contract with GE ,Dubai-based carrier Emirates Airlines [EMIRA.UL] said it signed a 12-year agreement with General Electric Co  for the maintenance  repair and overhaul of its new GE9X engines.,topStory
GEK,General Electric Capital Corporation,20140714,AIRSHOW-Emirates signs $13 bln service contract with GE ,July 14 Dubai-based carrier Emirates Airlines  said it signed a 12-year agreement with General Electric Co for the maintenance  repair and overhaul of its new GE9X engines.,normal
GE,General Electric Company,20140714,Emirates signs $13 billion service contract with GE ,Dubai-based carrier Emirates Airlines [EMIRA.UL] said it signed a 12-year agreement with General Electric Co  for the maintenance  repair and overhaul of its new GE9X engines.,topStory
GE,General Electric Company,20140714,AIRSHOW-Emirates signs $13 bln service contract with GE ,July 14 Dubai-based carrier Emirates Airlines  said it signed a 12-year agreement with General Electric Co for the maintenance  repair and overhaul of its new GE9X engines.,normal
GSK,GlaxoSmithKline PLC,20140714,GlaxoSmithKline recalls painkiller in Puerto Rico ,GlaxoSmithKline Plc recalled about 10 600 bottles of its painkiller sold in Puerto Rico after finding the packaging was not child-resistant as required by the Poison Prevention Packaging Act.,topStory
GSK,GlaxoSmithKline PLC,20140714,GlaxoSmithKline recalls painkiller in Puerto Rico ,July 14 GlaxoSmithKline Plc   recalled about 10 600 bottles of its painkiller sold in Puerto Rico after finding the packaging was not child-resistant as required by the Poison Prevention Packaging Act.,normal
GSK,GlaxoSmithKline PLC,20140714,China charges GSK-linked investigators for illegally obtaining private information ,SHANGHAI Prosecutors in China have filed charges against British investigator Peter Humphrey and his American wife  the official Xinhua news agency said on Monday  after the couple were detained last year following work they did for British drugmaker GlaxoSmithKline Plc .,normal
GSK,GlaxoSmithKline PLC,20140714,UPDATE 3-China charges GSK-linked investigators for illegally obtaining private information ,* China case against GSK-linked investigator couple lodged with court,normal
GSK,GlaxoSmithKline PLC,20140714,BUSINESS-NEWS-SCHEDULE AT 0830 GMT / 4.30 AM ET ,Editor: Malcolm Davidson                  +44 20 7542 6958,normal
GSK,GlaxoSmithKline PLC,20140714,China charges GSK-linked investigators for illegally obtaining private information ,SHANGHAI  July 14 Prosecutors in China have filed charges against British investigator Peter Humphrey and his American wife  the official Xinhua news agency said on Monday  after the couple were detained last year following work they did for British drugmaker GlaxoSmithKline PLC.,normal
GS,Goldman Sachs Group Inc (The),20140714,Ex-Goldman director Rajat Gupta fails to void conviction ,NEW YORK Former Goldman Sachs Group Inc director Rajat Gupta  serving a two-year prison term  has failed to persuade a federal appeals court to overturn his insider trading conviction.,topStory
GS,Goldman Sachs Group Inc (The),20140714,Ex-Goldman director Rajat Gupta fails to void conviction ,NEW YORK  July 14 Former Goldman Sachs Group Inc  director Rajat Gupta  serving a two-year prison term  has failed to persuade a federal appeals court to overturn his insider trading conviction.,normal
GS,Goldman Sachs Group Inc (The),20140714,What to Watch in The Day Ahead; Tuesday  July 15 ,(The Day Ahead is an email and PDF publication that includes the day's major stories and events  analyses and other features. To receive The Day Ahead  Eikon users can register at . Thomson One users can register at RT/DAY/US. All times in ET/GMT)   JPMorgan Chase & Co is scheduled to report second-quarter results. Amid questions about the prospects for the slumping mortgage lending and bond-trading businesses  analysts expect the company will report a 14 percent drop in net income for the quart,normal
TV,Grupo Televisa SA,20140714,Mexico's president signs telecoms reform rules into law ,MEXICO CITY Mexico's President Enrique Pena Nieto on Monday signed into law new rules for the telecommunications and broadcasting industries that are designed to curb the power of billionaire Carlos Slim's America Movil and broadcaster Televisa.,topStory
TV,Grupo Televisa SA,20140714,Mexico's president signs telecoms reform rules into law ,MEXICO CITY  July 14 Mexico's President Enrique Pena Nieto on Monday signed into law new rules for the telecommunications and broadcasting industries that are designed to curb the power of billionaire Carlos Slim's America Movil and broadcaster Televisa.,normal
HON,Honeywell International Inc,20140714,Deals of the day- Mergers and acquisitions ,(Adds Banco Popular  VistaJet  Rosneft  LightSquared  GPA SA  UBS  Sports Direct  Morrisons  Honeywell; updates Kindred Healthcare),topStory
HON,Honeywell International Inc,20140714,Honeywell to merge turbocharger business into aerospace unit ,Honeywell International Inc  will merge its transportation systems unit into its aerospace division to take advantage of similarities between the businesses  the diversified U.S. manufacturer said on Monday.,normal
HON,Honeywell International Inc,20140714,Honeywell to merge turbocharger business into aerospace unit ,July 14 Honeywell International Inc will merge its transportation systems unit into its aerospace division to take advantage of similarities between the businesses  the diversified U.S. manufacturer said on Monday.,normal
JPM,J P Morgan Chase & Co,20140714,COLUMN-Profiting from the urge to merge ,(The opinions expressed here are those of the author  a columnist for Reuters.),normal
JCI,Johnson Controls International plc,20140714,Johnson Controls shares could rise 20 pct -Barron's ,July 13 Johnson Controls  the U.S. industrial conglomerate  could see its shares rise 20 percent within the next 12-18 months  partly thanks to a joint venture with China's state-owned car maker  SAIC Motor  according to Barron's financial newspaper.,topStory
KW,Kennedy-Wilson Holdings Inc,20140714,Raytheon sees foreign sales at 30 percent of total in 2014 ,FARNBOROUGH England Raytheon Co  maker of Patriot missiles and a range of other defense electronics  expects international sales to expand to 30 percent of its revenue in 2014  up from 27 percent last year  Chief Executive Tom Kennedy said in an interview.,topStory
KND,Kindred Healthcare Inc,20140714,Deals of the day- Mergers and acquisitions ,(Adds Banco Popular  VistaJet  Rosneft  LightSquared  GPA SA  UBS  Sports Direct  Morrisons  Honeywell; updates Kindred Healthcare),topStory
KND,Kindred Healthcare Inc,20140714,Kindred Healthcare steps up hostile pursuit of Gentiva ,Kindred Healthcare Inc raised its hostile bid for a stake in Gentiva Health Services Inc  stepping up its pursuit of the home healthcare services provided by Gentiva to an aging U.S. population.,normal
KND,Kindred Healthcare Inc,20140714,UPDATE 2-Kindred Healthcare steps up hostile pursuit of Gentiva ,July 14 Kindred Healthcare Inc raised its hostile bid for a stake in Gentiva Health Services Inc   stepping up its pursuit of the home healthcare services provided by Gentiva to an aging U.S. population.,normal
KND,Kindred Healthcare Inc,20140714,CORRECTED-UPDATE 1-Kindred Healthcare raises offer for Gentiva to $16/shr ,(Corrects valuation of Gentiva in paragraph 1 to about $589 million from about $2.53 billion),normal
KND,Kindred Healthcare Inc,20140714,CORRECTED-Kindred Healthcare raises offer for Gentiva to $16/share ,(Corrects valuation of Gentiva in paragraph 1 to about $589 million from about $2.53 billion),normal
KKR,KKR & Co LP,20140714,BRIEF-KKR buys stake in Swiss firm Ringier's digital business ,* Ringier and KKR partner to invest in the growth of Ringier's digital businesses,topStory
LEG,Leggett & Platt Incorporated,20140714,Leggett & Platt considers sale of store fixtures business ,Furniture maker Leggett & Platt said it is looking to divest its underperforming store fixtures business and expects to take a $108 million goodwill impairment related to the business in the second quarter.,topStory
LEG,Leggett & Platt Incorporated,20140714,UPDATE 1-Leggett & Platt considers sale of store fixtures business ,July 14 Furniture maker Leggett & Platt  said it is looking to divest its underperforming store fixtures business and expects to take a $108 million goodwill impairment related to the business in the second quarter.,normal
LEG,Leggett & Platt Incorporated,20140714,Leggett & Platt considers sale of store-fixtures business ,July 14 Office furniture maker Leggett & Platt  said it is considering a divestiture of its underperforming store-fixtures business and that it expects to take an impairment charge of $108 million in the second quarter to reflect a writeoff of the goodwill associated with the business.,normal
LMT,Lockheed Martin Corporation,20140714,U.S. says 'not giving up' on bringing F-35s to UK air show ,FARNBOROUGH England The U.S. and UK militaries are "not giving up" on bringing the Lockheed Martin  F-35 Joint Strike Fighter to Britain for a high-profile air show this week after an engine fire prompted a fleetwide grounding and derailed the plane's international debut  a top U.S. official said Monday.,topStory
LMT,Lockheed Martin Corporation,20140714,UPDATE 2-AIRSHOW-U.S. says 'not giving up' on bringing F-35s to UK air show ,FARNBOROUGH  England  July 14 The U.S. and UK militaries are "not giving up" on bringing the Lockheed Martin  F-35 Joint Strike Fighter to Britain for a high-profile air show this week after an engine fire prompted a fleetwide grounding and derailed the plane's international debut  a top U.S. official said Monday.,normal
LMT,Lockheed Martin Corporation,20140714,BAE Systems battles Lockheed for $10 billion F-16 upgrade work ,FARNBOROUGH England Europe's largest defense contractor BAE Systems  expects to win more than half of the $10 billion market to modernize F-16 fighter jets  saying its cost-effective offering could give it an edge in the battle with Lockheed Martin .,normal
LMT,Lockheed Martin Corporation,20140714,AIRSHOW-BAE Systems battles Lockheed for $10 bln F-16 upgrade work ,FARNBOROUGH  England  July 14 Europe's largest defence contractor BAE Systems expects to win more than half of the $10 billion market to modernise F-16 fighter jets  saying its cost-effective offering could give it an edge in the battle with Lockheed Martin.,normal
LMT,Lockheed Martin Corporation,20140714,AIRSHOW-US says "not giving up" on bringing F-35s to UK air show ,FARNBOROUGH  England  July 14 The U.S. and UK militaries are "not giving up" on bringing the Lockheed Martin  F-35 Joint Strike Fighter to Britain for a high-profile air show this week  the Air Force general who heads the program told reporters on Monday.,normal
LMT,Lockheed Martin Corporation,20140714,Pentagon weighing options for missile defense: Undersecretary Kendall ,LONDON The U.S. Defense Department hopes to fund a much more reliable kill vehicle  or warhead  for the homeland missile defense system run by Boeing Co   but final decisions will depend largely on cost  the Pentagon's top arms buyer said on Sunday.,normal
LMT,Lockheed Martin Corporation,20140714,Pentagon weighing options for missile defense -Undersecretary Kendall ,LONDON  July 13 The U.S. Defense Department hopes to fund a much more reliable kill vehicle  or warhead  for the homeland missile defense system run by Boeing Co   but final decisions will depend largely on cost  the Pentagon's top arms buyer said on Sunday.,normal
NYT,New York Times Company (The),20140714,Dark pool scrutiny no slam dunk for traditional exchanges ,LONDON (This July 13 story was corrected in 15th paragraph to say that Barclays has not yet said if it will fight lawsuit),topStory
NKE,Nike Inc,20140714,CORRECTED-RPT-As giant U.S. IPO nears  Alibaba's China e-commerce crown slips ,(Corrects paragraph one of March 17 story to reflect Ma's apartment had more than one room),normal
NOC,Northrop Grumman Corporation,20140714,UPDATE 2-AIRSHOW-U.S. says 'not giving up' on bringing F-35s to UK air show ,FARNBOROUGH  England  July 14 The U.S. and UK militaries are "not giving up" on bringing the Lockheed Martin  F-35 Joint Strike Fighter to Britain for a high-profile air show this week after an engine fire prompted a fleetwide grounding and derailed the plane's international debut  a top U.S. official said Monday.,normal
OHI,Omega Healthcare Investors Inc,20140714,Fitch Affirms Omega Healthcare's IDR at 'BBB-'; Outlook Stable ,(The following statement was released by the rating agency) NEW YORK  July 14 (Fitch) Fitch Ratings has affirmed the credit ratings of Omega  Healthcare Investors  Inc. (NYSE: OHI  or Omega) as follows:  --Issuer Default Rating (IDR) at 'BBB-'; --Unsecured revolving credit facility at 'BBB-'; --Senior unsecured notes at 'BBB-'; --Senior unsecured term loan at 'BBB-'; --Subordinated debt at 'BB+'. The Rating Outlook is Stable. KEY RATING DRIVERS The ratings reflect the strength of the company's m,topStory
RTN,Raytheon Company,20140714,Raytheon sees foreign sales at 30 percent of total in 2014 ,FARNBOROUGH England Raytheon Co  maker of Patriot missiles and a range of other defense electronics  expects international sales to expand to 30 percent of its revenue in 2014  up from 27 percent last year  Chief Executive Tom Kennedy said in an interview.,topStory
RTN,Raytheon Company,20140714,UPDATE 1-AIRSHOW-Raytheon sees foreign sales at 30 pct of total in 2014 ,FARNBOROUGH  England  July 14 Raytheon Co   maker of Patriot missiles and a range of other defense electronics  expects international sales to expand to 30 percent of its revenue in 2014  up from 27 percent last year  Chief Executive Tom Kennedy said in an interview.,normal
RTN,Raytheon Company,20140714,UK to extend Sentinel surveillance program with Raytheon support ,FANRBOROUGH England Britain's Ministry of Defence said its Sentinel program would remain in service until 2018  giving the country three more years of the surveillance aircraft capability which it recently used in Nigeria to help look for 200 missing schoolgirls.,normal
RTN,Raytheon Company,20140714,UPDATE 1-AIRSHOW-UK to extend Sentinel surveillance programme with Raytheon support ,FANRBOROUGH  England  July 14 Britain's Ministry of Defence said its Sentinel programme would remain in service until 2018  giving the country three more years of the surveillance aircraft capability which it recently used in Nigeria to help look for 200 missing schoolgirls.,normal
RTN,Raytheon Company,20140714,AIRSHOW-Raytheon to support UK in Sentinel surveillance life extension ,FANRBOROUGH  England  July 14 Raytheon Co   the U.S. maker of radar  missiles and other defence electronics  said it would support the British government's plan to extend the lifetime of its Sentinel surveillance capability by three years.,normal
RTN,Raytheon Company,20140714,AIRSHOW-Raytheon sees foreign sales at 30 pct of total in 2014 ,FARNBOROUGH  England  July 14 Raytheon Co   maker of Patriot missiles and a range of other defense electronics  expects international sales to expand to 30 percent of its revenues in 2014  up from 27 percent last year  Chief Executive Tom Kennedy said in an interview.,normal
RY,Royal Bank Of Canada,20140714,MOVES-RBC's Investor & Treasury Services appoints James Rausch ,July 14 RBC Investor & Treasury Services  part of Canada's Royal Bank of Canada  said it appointed James Rausch as head  banks  brokers  and exchanges for transaction banking.,topStory
SNY,Sanofi,20140714,UPDATE 1-India caps price of 108 more medicines; drugmakers to take hit ,* Move aimed towards making drugs more affordable in India,topStory
SNY,Sanofi,20140714,India caps prices of 108 more medicines; drugmakers to take hit ,MUMBAI  July 14 India's pharmaceutical pricing regulator has cut and capped the prices of more than 100 drugs used to treat diseases ranging from diabetes to HIV to malaria  a move likely to hit the profit margins of drug firms like Sanofi SA  Abbott Laboratories and Ranbaxy Laboratories Ltd.,normal
SNE,Sony Corp Ord,20140714,CORRECTED-Insurers struggle to get grip on burgeoning cyber risk market ,(Corrects 15th paragraph to remove comment that was wrongly attributed to MMC executive and replace with comment from TrustedSec CEO),normal
SNE,Sony Corp Ord,20140714,CORRECTED-Insurers struggle to get grip on burgeoning cyber risk market ,(Corrects 15th paragraph to remove comment that was wrongly attributed to MMC executive and replace with comment from TrustedSec CEO),normal
BID,Sotheby&#39;s,20140714,Sotheby's enlists eBay to expand live auction bidding ,NEW YORK Two of the biggest names in auction sales  the traditional Sotheby's and the digital pioneer eBay  said on Monday they are joining forces to make it easier to buy antiques  collectibles and works of fine art online.,topStory
BID,Sotheby&#39;s,20140714,UPDATE 1-Sotheby's enlists eBay to expand live auction bidding ,NEW YORK  July 14 Two of the biggest names in auction sales  the traditional Sotheby's and the digital pioneer eBay  said on Monday they are joining forces to make it easier to buy antiques  collectibles and works of fine art online.,normal
