ACIW,ACI Worldwide Inc,20110919,UPDATE 1-S1's No. 2 shareholder halves stake , Sept 19 P2 Capital Master Fund LLP on Monday reported that it cut its stake in S1 Corp to 3.9 percent  three-days after the financial technology provider rejected a sweetened takeover bid from larger rival ACI Worldwide Inc .,topStory
AEM,Agnico Eagle Mines Limited,20110919,UPDATE 2-Agnico-Eagle to buy junior peer for C$275 mln , * Grayd's Mexico project about 70 km from Agnico's Pinos Altos gold mine,normal
AGI,Alamos Gold Inc,20110919,UPDATE 1-Aurizon finds high-grade gold zones at Quebec property , Sept 19 Canada's Aurizon Mines said it has found two new high-grade gold zones at its Marban Block property in the Abitibi region of Quebec.,topStory
ALK,Alaska Air Group Inc,20110919,Alaska Airlines plane evacuated in US after threat , Sept 19 An Alaska Airlines  plane landed safely on Monday at Oakland International Airport after a bomb threat against the flight was found on a handwritten note in San Francisco  but no bomb was found  the airline said.,topStory
AA,Alcoa Corporation,20110919,Conveyor failure blocks Guinea CBG bauxite exports , CONAKRY  Sept 19 Bauxite exports from Guinea's CBG  the world's top supplier of the aluminum ore  remained blocked on Monday after repairs to a conveyor belt used for loading ships failed  sources said.,topStory
AIG,American International Group Inc,20110919,UPDATE 1-MetLife hires Credit Suisse banker for M&A , Sept 19 MetLife Inc   the largest life insurer in the United States  said it has hired the co-head of the financial institutions mergers and acquisitions team at Credit Suisse  to run its M&A operation.,topStory
AEUA,Anadarko Petroleum Corporation,20110919,Analysis: Conoco spill heightens scrutiny of offshore China ,BEIJING China is clamping down on offshore oil drillers after a spill by U.S. firm ConocoPhillips in Bohai Bay  requiring tighter controls in a campaign to beef up environmental protection standards ordered by Premier Wen Jiabao.,topStory
APC,Anadarko Petroleum Corporation,20110919,Analysis: Conoco spill heightens scrutiny of offshore China ,BEIJING China is clamping down on offshore oil drillers after a spill by U.S. firm ConocoPhillips in Bohai Bay  requiring tighter controls in a campaign to beef up environmental protection standards ordered by Premier Wen Jiabao.,topStory
AU,AngloGold Ashanti Limited,20110919,AngloGold aims 5 km down to unlock 70 mln oz , * AngloGold aims to remove workers from stopes in 3-5 years,topStory
AU,AngloGold Ashanti Limited,20110919,RPT-UPDATE 1-AngloGold chief sees gold at $2 200/oz by 2012 , * AngloGold CEO says economic unease boosting gold's price,normal
AU,AngloGold Ashanti Limited,20110919,AngloGold chief sees gold at $2 200/oz by 2012 ,CRIPPLE CREEK  Colo. The chief executive of AngloGold Ashanti Ltd   said he expects gold prices to hit $2 200 an ounce by next year and hinted the South African miner could boost its dividend.,normal
AU,AngloGold Ashanti Limited,20110919,UPDATE 1-AngloGold chief sees gold at $2 200/oz by 2012 , * AngloGold CEO says economic unease boosting gold's price,normal
BUD,Anheuser-Busch Inbev SA,20110919,World beer market growth to pick up in 2011-Plato , LONDON  Sept 19 Growth in the world beer market is set to reach around 2.5 percent this year in a "two-speed" recovery driven by emerging markets  while mature economies are set for more meagre advances  industry research group Plato Logic said on Monday.,topStory
AON,Aon plc,20110919,Analysis: Private cat bonds quench investor appetite ,LONDON A slowdown in new sales of catastrophe bonds this year has prompted an increase in private bond placements as frustrated investors arrange bespoke transactions with insurers seeking cheap protection from disaster losses.,topStory
AON,Aon plc,20110919,Private cat bonds quench investor appetite ,LONDON A slowdown in new sales of catastrophe bonds this year has prompted an increase in private bond placements as frustrated investors arrange bespoke transactions with insurers seeking cheap protection from disaster losses.,normal
APA,Apache Corporation,20110919,Western Canadian province to promote LNG exports , CALGARY  Alberta  Sept 19 British Columbia said on Monday it will promote development of a liquefied natural gas export industry as the Canadian province seeks to bolster economic activity while wrestling with a multibillion-dollar deficit.,topStory
T,AT&T Inc,20110919,Google and Visa team up on mobile payments ,Google Inc has enlisted Visa Inc in its effort to push mobile payments  striking an agreement to allow Visa account-holders to pay for store purchases with their smartphones.,topStory
T,AT&T Inc,20110919,UPDATE 1-Google  Visa team up on mobile payments , Sept 19 Google Inc  has enlisted Visa Inc  in its effort to push mobile payments  striking an agreement to allow Visa account-holders to pay for store purchases with their smartphones.,normal
T,AT&T Inc,20110919,Tyco to split into three companies; shares rise ,U.S. conglomerate Tyco International  plans to split into three publicly traded companies  positioning itself for expected consolidation in its diverse businesses and potentially making it easier for its operations to be acquired.,normal
T,AT&T Inc,20110919,UPDATE 7-Tyco to split into three companies; shares rise , * Shares up 2.4 percent  (Adds detail on valuation  updates share prices),normal
T,AT&T Inc,20110919,UPDATE 5-Tyco to split into three companies  shares rise , * Shares up 3.7 percent  (Adds analyst and investor comment  byline; updates share movement),normal
SAN,Banco Santander SA,20110919,UPDATE 2-BNP  PKO  Pekao bid for BCP's Polish arm -sources , * Millennium's shares surge almost 8 pct in Warsaw   (Adds Millennium bcp no comment  updates shares),topStory
SAN,Banco Santander SA,20110919,BNP  PKO  Pekao bid for BCP's Polish arm: sources ,WARSAW France's BNP Paribas and Poland's top two lenders PKO  and Pekao  have placed preliminary offers for Bank Millennium  put up for sale by Portugal's Millennium bcp   sources told Reuters on Monday.,normal
BAC,Bank of America Corporation,20110919,Former Morgan Stanley Smith Barney broker leaves for Merrill ,NEW YORK Bank of America Merrill Lynch  has recruited a former Morgan Stanley Smith Barney  broker who brought in $1.8 million in revenue last year.,topStory
BAC,Bank of America Corporation,20110919,Former Morgan Stanley Smith Barney broker leaves for Merrill , NEW YORK  Sept 19 Bank of America Merrill Lynch  has recruited a former Morgan Stanley Smith Barney   broker who brought in $1.8 million in revenue last year.,normal
BAC,Bank of America Corporation,20110919,UPDATE 1-Labor Dept. bends on 401(k) rule  insurers cheer , (Adds details about upcoming proposal  industry reaction),normal
BAC,Bank of America Corporation,20110919,COLUMN-Banks beware of MBS breach suits: Alison Frankel ,   -- Alison Frankel writes the On the Case blog for Thomson Reuters News & Insight (http://newsandinsight.com). The views expressed are her own. --,normal
BAC,Bank of America Corporation,20110919,Wronged homeowners may soon seek bank relief ,WASHINGTON Homeowners who believe they were wrongly foreclosed upon will soon be able to request that their cases be reviewed as part of a government settlement with large lenders  a top bank regulator said on Monday.,normal
BAC,Bank of America Corporation,20110919,UPDATE 1-S.Korean co invests $50 mln in U.S. solar startup , * Company will be hiring  though no numbers given  (Adds interview with company founder  background  byline),normal
BAC,Bank of America Corporation,20110919,Labor Dept. bends on 401(k) rule  insurers cheer , * Brokers said retiree investment costs would have risen,normal
BAC,Bank of America Corporation,20110919,Wronged U.S. homeowners may soon seek bank relief , * Lenders must identify homeowners wrongly foreclosed upon,normal
BAC,Bank of America Corporation,20110919,S.Korean conglomerate invests $50 mln in HelioVolt , Sept 19 South Korean conglomerate SK Group's energy and technology subsidiaries said on Monday they have invested $50 million in U.S. solar start-up HelioVolt  which put itself up for sale earlier this year.,normal
BAC,Bank of America Corporation,20110919,RPT-BofA cuts 3 executives from Asia commodities-sources , SINGAPORE  Sept 19 Bank of America Merrill Lynch (BofA) laid off three senior executives and a junior member of staff from its Asia Pacific commodities team on Monday but more cuts in the team this year were unlikely  industry sources told Reuters.,normal
BCS,Barclays PLC,20110919,UPDATE 1-UBS shows need for UK bank reform-Cable , * Adds pressure on Bank of England to reopen QE programme,topStory
ABX,Barrick Gold Corporation,20110919,RPT-UPDATE 1-AngloGold chief sees gold at $2 200/oz by 2012 , * AngloGold CEO says economic unease boosting gold's price,topStory
ABX,Barrick Gold Corporation,20110919,AngloGold chief sees gold at $2 200/oz by 2012 ,CRIPPLE CREEK  Colo. The chief executive of AngloGold Ashanti Ltd   said he expects gold prices to hit $2 200 an ounce by next year and hinted the South African miner could boost its dividend.,normal
ABX,Barrick Gold Corporation,20110919,UPDATE 1-AngloGold chief sees gold at $2 200/oz by 2012 , * AngloGold CEO says economic unease boosting gold's price,normal
BBY,Best Buy Co Inc,20110919,Analysis: Best Buy seen pulling plug on UK megastores ,LONDON/NEW YORK Best Buy Co  is likely to abandon its British megastores next year  retreating from an overseas expansion plan that has been stymied by a global recession and cultural differences in how people like to shop.,topStory
BHP,BHP Billiton Limited,20110919,BHP to face more work stoppages at Australia coal mines , * Union plans industrial action across all mines next week,topStory
BBL,BHP Billiton plc,20110919,BHP to face more work stoppages at Australia coal mines , * Union plans industrial action across all mines next week,topStory
BLK,BlackRock Inc,20110919,UPDATE 1-UniCredit shareholder sees problems with new cap hike , TREVISO  Italy  Sept 19 UniCredit  shareholder Fondazione Cassamarca would have problems underwriting a new capital increase at Italy's largest bank by assets  it said on Monday  highlighting unease among the bank's shareholder foundations over a possible capital hike.,topStory
BA,Boeing Company (The),20110919,Goodrich shares up as United Tech mulls bid ,Goodrich Corp  shares surged 16 percent on Monday as diversified U.S. manufacturer United Technologies Corp  negotiated terms for a potential purchase of the aircraft components maker.,topStory
BA,Boeing Company (The),20110919,UPDATE 2-Goodrich shares up as United Tech mulls bid , * Goodrich stock up 16 pct  Rockwell down 4 pct  (Updates shares; details on takeover discussions),normal
BA,Boeing Company (The),20110919,Boeing and buyer blame contract snag for 747 delay ,BARCELONA  Spain Boeing Co  scrambled on Monday to iron out contract problems that forced it to postpone the first delivery of a stretched model of its iconic 747 jumbo jet  driving down its shares.,normal
BA,Boeing Company (The),20110919,UPDATE 3-Boeing and buyer blame contract snag for 747 delay , * Boeing  Cargolux work to resolve 747-8F contract problem,normal
BA,Boeing Company (The),20110919,BA to look at replacing old 747s-exec , BARCELONA  Spain  Sept 19 British Airways  will study the latest plans for wide-body jets by Boeing and Airbus later this year as it looks to replace its oldest Boeing 747s  an executive said.,normal
BA,Boeing Company (The),20110919,UPDATE 2-Contract spat blamed for Boeing 747 delay , * Boeing shares fall 2.3 percent after 747-8 contract snag,normal
BA,Boeing Company (The),20110919,CORRECTED-UPDATE 1-Boeing and buyer blame contract snag for 747 delay , (In first paragraph  corrects to make clear delivery of first streteched 747 was postponed),normal
BA,Boeing Company (The),20110919,Airbus lifts demand forecasts on Asian growth ,LONDON/BARCELONA Global airlines will buy $3.5 trillion of aircraft over the next 20 years to meet relentless demand for travel to and from Asia's burgeoning "megacities" and renew aging fleets in the West  Airbus  said on Monday.,normal
BA,Boeing Company (The),20110919,UPDATE 2-Airbus lifts demand forecasts on Asian growth , * Says urbanisation  population growth outweigh economic turmoil,normal
BA,Boeing Company (The),20110919,Airbus lifts demand forecasts on Asian city growth , LONDON/BARCELONA  Sept 19 Global airlines will buy $3.5 trillion of aircraft over the next 20 years to meet relentless demand for travel to and from Asia's burgeoning megacities and renew ageing fleets in the West  Airbus said on Monday.,normal
BP,BP plc,20110919,Canada crude-Synthetic strengthens  heavy barrels weaken , CALGARY  Alberta  Sept 19 The premium on Canadian light synthetic crude has widened following the outage of a major oil sands processing unit  while heavy oil prices have weakened with the end of asphalt season  industry sources said on Monday.,topStory
BP,BP plc,20110919,UPDATE 1-BP restarts oil exports from N.Sea Valhall platform , LONDON  Sept 19 BP restarted production at the Valhall field in the North Sea over the weekend and oil exports will continue increasing in the days to come  a company spokesman said on Monday.,normal
BP,BP plc,20110919,BP restarts oil exports from N.Sea Valhall platform , LONDON  Sept 19 BP restarted its Valhall production and compression platform on Sept. 17 and oil exports from the facility will continue ramping up over the coming days  a spokesman said on Monday.,normal
BMY,Bristol-Myers Squibb Company,20110919,UPDATE 3-Gilead's 2nd trial of 4-drug AIDS pill meets goal ,* Shares close down 0.9 percent  (Adds analyst comment  background),topStory
BMY,Bristol-Myers Squibb Company,20110919,Gilead: Second trial of 4-drug AIDS pill meets goal ,Gilead Sciences Inc's four-drug experimental HIV pill worked as well as a regimen containing protease inhibitor Reyataz in the second pivotal trial of the drug  the company said on Monday.,normal
BMY,Bristol-Myers Squibb Company,20110919,Scientists find way to "disarm" AIDS virus ,LONDON Scientists have found a way to prevent HIV from damaging the immune system and say their discovery may offer a new approach to developing a vaccine against AIDS.,normal
BG,Bunge Limited,20110919,UPDATE 1-Bunge to expand Canada canola plant , * Already boosting Altona  Manitoba plant  (Updates with details),topStory
CNQ,Canadian Natural Resources Limited,20110919,CANADA STOCKS-TSX falls as euro zone fears mount , * Eight of 10 main groups lower; energy  materials drag  (Adds details  analysts' comments),topStory
CNQ,Canadian Natural Resources Limited,20110919,CANADA STOCKS-TSX falls to one-week low on euro zone fears , * Eight of 10 main groups lower; energy  materials drag  (Updates to close  adds analyst comment),normal
CNQ,Canadian Natural Resources Limited,20110919,CANADA STOCKS-TSX hits one-week low on euro zone fears , * Energy  base metals  banks all weigh  (Adds details  commentary),normal
COF,Capital One Financial Corporation,20110919,RPT-PREVIEW-Fed tested on "too big to fail" in merger review , * Capital One-ING deal would create 7th-largest U.S. bank,topStory
CAT,Caterpillar Inc,20110919,Wall Street snaps winning streak on Europe uncertainty ,NEW YORK Stocks fell on Monday but staged a late comeback after fears of a looming Greek debt default diminished on news of a possible deal to advance new bailout funds to Greece. | Video ,topStory
CAT,Caterpillar Inc,20110919,US STOCKS-Wall St snaps winning streak on Europe uncertainty , * Late comeback follows report of possible bailout deal,normal
CAT,Caterpillar Inc,20110919,UPDATE 4-China's Sany Heavy braves markets with $3.3 bln HK IPO , * Deal could be second-biggest stock sale in HK this year,normal
CBS,CBS Corporation,20110919,Emmy viewers down  mixed reviews for host Jane Lynch ,LOS ANGELES Viewership for the 2011 Primetime Emmy Awards fell 8 percent from last year to just over 12 million Americans who watched Jane Lynch host the heavily promoted TV show that drew mixed critical reviews. | Video ,topStory
CBS,CBS Corporation,20110919,Sheen  Warner Bros. near deal on "Men" lawsuit ,LOS ANGELES Charlie Sheen and Warner Bros are close to a settlement on the actor's $100 million lawsuit against the studio over his firing from "Two and a Half Men " a source with knowledge of the situation said on Monday.,normal
CBS,CBS Corporation,20110919,UPDATE 1-Sheen  Warner Bros. near deal on "Men" lawsuit , LOS ANGELES  Sept 19 Charlie Sheen and Warner Bros are close to a settlement on the actor's $100 million lawsuit against the studio over his firing from "Two and a Half Men " a source with knowledge of the situation said on Monday.,normal
CBS,CBS Corporation,20110919,Emmy viewers down  mixed reviews for host Jane Lynch ,LOS ANGELES Viewership for the 2011 Primetime Emmy Awards fell 8 percent from last year to just over 12 million Americans who watched Jane Lynch host the heavily promoted TV show that drew mixed critical reviews. | Video ,normal
CBS,CBS Corporation,20110919,CORRECTED - Emmy viewers down  mixed reviews for host Jane Lynch , LOS ANGELES  Sept 19 Viewership for the 2011 Primetime Emmy Awards fell 8 percent from last year to just over 12 million Americans who watched Jane Lynch host the heavily promoted TV show that drew mixed critical reviews.,normal
CBS,CBS Corporation,20110919,Factbox: A list of Primetime Emmy Award winners ,LOS ANGELES  Sept 18 - Following is a list of winners of Primetime Emmy Awards on Sunday  the highest honors in U.S. television. The Emmys are presented by the Academy of Television Arts and Sciences.,normal
CBS,CBS Corporation,20110919,UPDATE 5-'Mad Men'  'Modern Family' win Emmys but shocks abound , * Disappointing night for "Glee"  (Recasts at end of awards show),normal
CBS,CBS Corporation,20110919,Factbox: A list of Primetime Emmy Award winners ,LOS ANGELES  Sept 18 - Following is a list of winners of Primetime Emmy Awards on Sunday  the highest honors in U.S. television. The Emmys are presented by the Academy of Television Arts and Sciences.,normal
CBS,CBS Corporation,20110919,Factbox: A list of Primetime Emmy Award winners ,LOS ANGELES  Sept 18 - Following is a list of winners of Primetime Emmy Awards on Sunday  the highest honors in U.S. television. The Emmys are presented by the Academy of Television Arts and Sciences.,normal
CBS,CBS Corporation,20110919,FACTBOX - A list of Primetime Emmy Award winners ,  LOS ANGELES  Sept 18 - Following is a list of winners of Primetime Emmy Awards on Sunday  the highest honors in U.S. television. The Emmys are presented by the Academy of Television Arts and Sciences.,normal
CVE,Cenovus Energy Inc,20110919,RPT-BAY STREET-Future shock shackles Canadian oil stocks , * Global economic issues  threat of oil price drop blamed,topStory
CHK,Chesapeake Energy Corporation,20110919,UPDATE 2-Chesapeake forms oilfield services subsidiary , * Unit formed ahead of IPO  other move  (Adds byline  analyst comment),topStory
CHK,Chesapeake Energy Corporation,20110919,Asia Private Equity Weekly News  Sept 19  2011 , HONG KONG  Sept 19 News and developments in Asia private equity from Reuters News for the week ending September 16.,normal
CVX,Chevron Corporation,20110919,U.S. court unfreezes $18 billion award vs Chevron ,NEW YORK An appeals court reversed on Monday an order freezing enforcement outside of Ecuador of an $18 billion pollution damages award against Chevron Corp.,topStory
CVX,Chevron Corporation,20110919,UPDATE 3-US court unfreezes $18 billion award vs Chevron , * Chevron says $18 billion award was obtained illegally,normal
CVX,Chevron Corporation,20110919,Chevron begins repairs on Main Pass crude rise , NEW YORK  Sept 19 Chevron Corp  said on Monday it was repairing the leaking Main Pass crude oil riser and expected to complete the work by midweek.,normal
CHU,China Unicom (Hong Kong) Ltd,20110919,China Unicom says total subscribers rose to 186.1 mln in Aug , HONG KONG  Sept 19 China Unicom     the country's No.2 mobile operator  said on Monday that its mobile subscribers totalled 186.1 million in August  up 1.28 percent from a month earlier.,topStory
C,Citigroup Inc,20110919,Wall Street snaps winning streak on Europe uncertainty ,NEW YORK Stocks fell on Monday but staged a late comeback after fears of a looming Greek debt default diminished on news of a possible deal to advance new bailout funds to Greece. | Video ,topStory
C,Citigroup Inc,20110919,UPDATE 1-Labor Dept. bends on 401(k) rule  insurers cheer , (Adds details about upcoming proposal  industry reaction),normal
C,Citigroup Inc,20110919,US STOCKS-Wall St snaps winning streak on Europe uncertainty , * Late comeback follows report of possible bailout deal,normal
C,Citigroup Inc,20110919,ON THE MOVE-Citi Private Bank's Liu to lead Asia client effort , Sept 19 Citi Private Bank on Monday said it named senior banker Ida Liu to lead a new U.S. group that will try to capture more business from ultra-rich clients in Asia's booming markets.,normal
C,Citigroup Inc,20110919,MOVES-JP Morgan Asset Management  Citi Private Bank  Man Group , Sept 19 The following financial service industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
C,Citigroup Inc,20110919,TEXT-Fitch afrms Citibank N.A. - Colombo branch at 'AAA(lka)' , (The following statement was released by the rating agency),normal
C,Citigroup Inc,20110919,UPDATE 4-China's Sany Heavy braves markets with $3.3 bln HK IPO , * Deal could be second-biggest stock sale in HK this year,normal
C,Citigroup Inc,20110919,China's Sany Heavy to raise $3.33 billion in Hong Kong offer ,HONG KONG Sany Heavy Industry   China's largest construction machinery maker  aims to raise up to $3.33 billion in what could be Hong Kong's No. 2 stock offering this year  as it braves volatile markets to garner funds for expansion of its factories.,normal
C,Citigroup Inc,20110919,Asia Private Equity Weekly News  Sept 19  2011 , HONG KONG  Sept 19 News and developments in Asia private equity from Reuters News for the week ending September 16.,normal
C,Citigroup Inc,20110919,Citi Australia creates G10 rate strategist role in Sydney , SYDNEY  Sept 19 The Australian unit of Citigroup  has appointed Steven Mansell in a newly created role of G10 rate strategist to support the bank's Australian and New Zealand rates sales and trading platform  it said.,normal
CEO,CNOOC Limited,20110919,UPDATE 2-Husky to go ahead with China offshore gas project , * Development part of company growth strategy   (Adds details and comments. In U.S. dollars unless noted),topStory
CEO,CNOOC Limited,20110919,Analysis: Conoco spill heightens scrutiny of offshore China ,BEIJING China is clamping down on offshore oil drillers after a spill by U.S. firm ConocoPhillips in Bohai Bay  requiring tighter controls in a campaign to beef up environmental protection standards ordered by Premier Wen Jiabao.,normal
CEO,CNOOC Limited,20110919,CHRONOLOGY-ConocoPhillips oil spill in China's Bohai Bay , Sept 19 An oil spill from an offshore field operated by ConocoPhillips China  a subsidiary of Houston-based ConocoPhillips   lasted three-months and polluted 5 500 sq km of waters in China's Bohai Bay.,normal
KOF,Coca Cola Femsa SAB de CV,20110919,UPDATE 2-Mexico's Coca-Cola Femsa to buy local bottler , * Grupo CIMSA shareholders get 75.4 mln Coke-Femsa shares,topStory
KOF,Coca Cola Femsa SAB de CV,20110919,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST     PREV ------------------------------------------------------------------- SEP21 0800/1300  retail sales        m/m   Jul           +4.80 pct SEP22 0800/1300  aggregate demand    q/q   Q2           ,normal
KO,Coca-Cola Company (The),20110919,UPDATE 2-Mexico's Coca-Cola Femsa to buy local bottler , * Grupo CIMSA shareholders get 75.4 mln Coke-Femsa shares,topStory
CYH,Community Health Systems Inc,20110919,Hospitals  drugmakers lash out at Obama deficit plan ,WASHINGTON The U.S. hospital and drug industries lashed out at provisions of President Barack Obama's deficit reduction plan that would saddle them with more than $200 billion in federal healthcare spending cuts.,topStory
CYH,Community Health Systems Inc,20110919,Obama offers $3.6 trillion deficit plan  would up taxes ,WASHINGTON President Barack Obama laid out a $3.6 trillion plan on Monday to cut budget deficits partly by raising taxes on the rich  but Republicans rejected it as a political stunt and made clear the proposal has little chance of becoming law. | Video ,normal
CYH,Community Health Systems Inc,20110919,WRAPUP 6-Obama offers $3.6 trln deficit plan  would up taxes , * Proposal to curb deficit by $3.6 trillion over 10 years,normal
CYH,Community Health Systems Inc,20110919,Hospitals  drugmakers lash out at Obama deficit plan , WASHINGTON  Sept 19 The U.S. hospital and drug industries lashed out at provisions of President Barack Obama's deficit reduction plan that would saddle them with more than $200 billion in federal healthcare spending cuts.,normal
CAG,ConAgra Brands Inc,20110919,Spurned ConAgra looks beyond Ralcorp for growth ,ConAgra Foods Inc  called off its months-long courtship of Ralcorp Holdings Inc  after the maker of Post cereals and store-branded foods failed to agree to talks by a Monday deadline it had set.,topStory
CAG,ConAgra Brands Inc,20110919,UPDATE 4-Spurned ConAgra looks beyond Ralcorp for growth , * Ralcorp shares down 3.5 pct  ConAgra down 2.5 pct  (Adds analyst  shareholder comments  byline),normal
CAG,ConAgra Brands Inc,20110919,Timeline: ConAgra chasing reluctant Ralcorp ,March 22 - ConAgra Foods  makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
CAG,ConAgra Brands Inc,20110919,TIMELINE-ConAgra chasing reluctant Ralcorp , March 22 - ConAgra Foods makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
COP,ConocoPhillips,20110919,UPDATE 5-Tyco to split into three companies  shares rise , * Shares up 3.7 percent  (Adds analyst and investor comment  byline; updates share movement),topStory
COP,ConocoPhillips,20110919,Statoil awards NOK 2.7 bln contract to Aibel , OSLO  Sept 19 Norwegian oil and gas firm Statoil  has awarded Aibel a contract for modules and modifications for two new pre-compressors on the Troll A platform in the North Sea.,normal
COP,ConocoPhillips,20110919,UPDATE 1-BP restarts oil exports from N.Sea Valhall platform , LONDON  Sept 19 BP restarted production at the Valhall field in the North Sea over the weekend and oil exports will continue increasing in the days to come  a company spokesman said on Monday.,normal
COP,ConocoPhillips,20110919,Analysis: Conoco spill heightens scrutiny of offshore China ,BEIJING China is clamping down on offshore oil drillers after a spill by U.S. firm ConocoPhillips in Bohai Bay  requiring tighter controls in a campaign to beef up environmental protection standards ordered by Premier Wen Jiabao.,normal
COP,ConocoPhillips,20110919,CHRONOLOGY-ConocoPhillips oil spill in China's Bohai Bay , Sept 19 An oil spill from an offshore field operated by ConocoPhillips China  a subsidiary of Houston-based ConocoPhillips   lasted three-months and polluted 5 500 sq km of waters in China's Bohai Bay.,normal
CS,Credit Suisse Group,20110919,ADR REPORT-Banks tumble as Greece worries in focus , NEW YORK  Sept 19 U.S.-listed shares of overseas companies fell on Monday  led by European banks as investors weighed the likelihood of a debt default by Greece.,topStory
CS,Credit Suisse Group,20110919,Switzerland rejects bid to ban investment banking , ZURICH  Sept 19 The Swiss parliament rejected a bid by the centre-left Social Democrats (SP) to ban UBS  and Credit Suisse from engaging in risky investment banking activities  put forward in response to the admission by UBS that unauthorised trades would cost it $2.3 billion.,normal
DAL,Delta Air Lines Inc,20110919,PRESS DIGEST-Australian Business News - Sept 20 , SYDNEY  Sept 20    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
DB,Deutsche Bank AG,20110919,ADR REPORT-Banks tumble as Greece worries in focus , NEW YORK  Sept 19 U.S.-listed shares of overseas companies fell on Monday  led by European banks as investors weighed the likelihood of a debt default by Greece.,topStory
DB,Deutsche Bank AG,20110919,COLUMN-Banks beware of MBS breach suits: Alison Frankel ,   -- Alison Frankel writes the On the Case blog for Thomson Reuters News & Insight (http://newsandinsight.com). The views expressed are her own. --,normal
DB,Deutsche Bank AG,20110919,Big bank surcharge not anti-American: watchdog ,FRANKFURT A proposed capital surcharge for big banks is not anti-American and will help reduce the risk of big bank failures  a top European regulator said on Monday.,normal
DB,Deutsche Bank AG,20110919,Big bank surcharge not anti-American -watchdog , FRANKFURT  Sept 19 A proposed capital surcharge for big banks is not anti-American and will help reduce the risk of big bank failures  a top European regulator said on Monday.,normal
DB,Deutsche Bank AG,20110919,US STOCKS-Wall St set for lower open on growing euro zone woes , * European policymakers fail to calm growing debt fears,normal
DB,Deutsche Bank AG,20110919,US STOCKS-Futures down after rally as euro zone fears grow , * European policymakers fail to calm growing debt fears,normal
DB,Deutsche Bank AG,20110919,US STOCKS-Futures off after rally as euro zone fears grow , * European policymakers fail to calm growing euro zone woes,normal
DB,Deutsche Bank AG,20110919,German stocks - Factors to watch on September 19 , FRANKFURT  Sept 19 The DAX top-30 index  looked set to open 2.5 percent lower on Monday  according to premarket data from brokerage Lang & Schwarz at 0615 GMT.,normal
DBD,Diebold Nixdorf Incorporated,20110919,Goodrich shares up as United Tech mulls bid ,Goodrich Corp  shares surged 16 percent on Monday as diversified U.S. manufacturer United Technologies Corp  negotiated terms for a potential purchase of the aircraft components maker.,topStory
DBD,Diebold Nixdorf Incorporated,20110919,UPDATE 2-Goodrich shares up as United Tech mulls bid , * Goodrich stock up 16 pct  Rockwell down 4 pct  (Updates shares; details on takeover discussions),normal
ECA,Encana Corporation,20110919,Western Canadian province to promote LNG exports , CALGARY  Alberta  Sept 19 British Columbia said on Monday it will promote development of a liquefied natural gas export industry as the Canadian province seeks to bolster economic activity while wrestling with a multibillion-dollar deficit.,topStory
E,ENI SpA,20110919,UPDATE 1-Gazprom in talks to buy out Italy's Promgas -source , MOSCOW  Sept 19 Russian gas exporting monopoly Gazprom has been in talks to buy out the whole of the stake in Italian gas company Promgas it jointly controls with Eni SpA   a source in Gazprom told Reuters on Monday.,topStory
E,ENI SpA,20110919,Gazprom in talks to buy out Italy's Promgas-source , MOSCOW  Sept 19 Russian gas exporting monopoly Gazprom has been in talks to buy out the whole of the stake in Italian gas company Promgas it jointly control with Eni SpA   a source in Gazprom told Reuters on Monday.,normal
E,ENI SpA,20110919,Benzina  aumento Iva già scaricato totalmente su aumenti prezzi , ROMA  19 settembre Si è riflesso istantaneamente sui prezzi dei carburanti l'aumento dell'Iva dal 20 al 21%  entrato in vigore sabato dopo la pubblicazione in Gazzetta Ufficiale  venerdì  della manovra di Ferragosto convertita in legge.,normal
E,ENI SpA,20110919,Repsol farms into Providence Res 'Dunquin' licence , DUBLIN  Sept 19 Spanish oil group Repsol  has farmed into Providence Resources Irish offshore 'Dunquin' licence  the Irish oil and gas company said on Monday.,normal
E,ENI SpA,20110919,Italian Stocks - Factors to watch on Sept 19 , MILAN  Sept 19 The following factors could affect Italian markets on Monday.,normal
EOG,EOG Resources Inc,20110919,Western Canadian province to promote LNG exports , CALGARY  Alberta  Sept 19 British Columbia said on Monday it will promote development of a liquefied natural gas export industry as the Canadian province seeks to bolster economic activity while wrestling with a multibillion-dollar deficit.,topStory
XOM,Exxon Mobil Corporation,20110919,Repsol farms into Providence Res 'Dunquin' licence , DUBLIN  Sept 19 Spanish oil group Repsol  has farmed into Providence Resources Irish offshore 'Dunquin' licence  the Irish oil and gas company said on Monday.,topStory
FII,Federated Investors Inc,20110919,Rules clash could limit money fund rates: Fidelity ,BOSTON Conflicting regulations could limit the rates that money market mutual funds pay investors  a senior Fidelity Investments executive said  reflecting some of the many forces weighing on the sector.,topStory
