VNET,21Vianet Group Inc,20160523,BRIEF-21Vianet announces US$388 million investment from Tus-Holdings ,* 21Vianet announces us$388 million investment from tus-holdings,topStory
AEK,Aegon NV,20160523,UPDATE 1-L&G picks up Aegon's remaining UK annuities business ,AMSTERDAM  May 23 Britain's Legal & General Group said on Monday it will buy 3 billion pounds ($4.4 billion) of annuity liabilities from Dutch insurer Aegon .,normal
AEK,Aegon NV,20160523,Legal & General buys 3 bln pound UK annuity portfolio from Aegon ,LONDON  May 23 Legal & General Group  said on Monday it has bought a 3 billion pound  ($4.35 billion) UK annuity portfolio from Dutch insurer Aegon NV.,normal
AEK,Aegon NV,20160523,Insurer Aegon says annuities divestment will lift Solvency II rating ,AMSTERDAM  May 23 Dutch insurer Aegon said on Monday that the divestment of its remaining annuities businesses in Britain to Legal and General Group will lead to an improvement of up to 20 percent in its solvency ratio in that country.,normal
AEK,Aegon NV,20160523,BRIEF-Legal & General acquires £3bn uk annuity portfolio from aegon ,May 23 Legal & General Group Plc  acquires 3 billion pound  ($4.35 billion) UK annuity portfolio from Aegon,normal
AEK,Aegon NV,20160523,BRIEF-Aegon divests remaining part of UK annuity portfolio ,* Announces sale of 3 billion pound ($4.35 billion) annuity liabilities to Legal & General,normal
AGN,Allergan plc,20160523,BRIEF-Allergan's botox wins Japanese approval to treat crow's feet lines ,* Allergan's botox vista (botulinum toxin type a) receives national marketing authorisation in japan for treatment of crow's feet lines in adult patients,topStory
AGN,Allergan plc,20160523,Allergan CEO says company is 'weeks away' from closing Teva deal ,Allergan Plc Chief Executive Brent Saunders said on Monday the company expects to close the $40.5 billion sale of its generic medicines portfolio to Teva Pharmaceutical Industries Ltd in a matter of weeks  opening the door for new acquisitions.,normal
AGN,Allergan plc,20160523,Allergan CEO says company is 'weeks away' from closing Teva deal ,NEW YORK Allergan Plc  Chief Executive Brent Saunders said on Monday the company expects to close the $40.5 billion sale of its generic medicines portfolio to Teva Pharmaceutical Industries Ltd  in a matter of weeks  opening the door for new acquisitions.,normal
AGN,Allergan plc,20160523,UPDATE 1-Allergan CEO says company is "weeks away" from closing Teva deal ,NEW YORK  May 23 Allergan Plc Chief Executive Brent Saunders said on Monday the company expects to close the $40.5 billion sale of its generic medicines portfolio to Teva Pharmaceutical Industries Ltd in a matter of weeks  opening the door for new acquisitions.,normal
AGN,Allergan plc,20160523,BRIEF-Allergan CEO says company is "weeks away" from closing Teva deal ,* Allergan CEO says company is free to do multibillion dollar deals after Teva transaction closes,normal
ABC,AmerisourceBergen Corporation (Holding Co),20160523,BRIEF-Tieto Norway signs agreement with Municipality of Bergen ,* Says Municipality of Bergen has signed an agreement with Tieto Norway to introduce a new case and records management solution for the entire municipality,topStory
ANTM,Anthem Inc,20160523,Doubts mount over merger of health insurers Anthem  Cigna ,Wall Street expressed growing doubts about a pending $54 billion merger of U.S. health insurers Anthem Inc  and Cigna Corp on Monday as news of management squabbles added to concerns over its review by antitrust regulators.,topStory
ANTM,Anthem Inc,20160523,UPDATE 2-Doubts mount over merger of health insurers Anthem  Cigna ,May 23 Wall Street expressed growing doubts about a pending $54 billion merger of U.S. health insurers Anthem Inc and Cigna Corp on Monday as news of management squabbles added to concerns over its review by antitrust regulators.,normal
ANTM,Anthem Inc,20160523,PRESS DIGEST - Wall Street Journal - May 23 ,May 23 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.,normal
ANTX,Anthem Inc,20160523,Doubts mount over merger of health insurers Anthem  Cigna ,Wall Street expressed growing doubts about a pending $54 billion merger of U.S. health insurers Anthem Inc  and Cigna Corp on Monday as news of management squabbles added to concerns over its review by antitrust regulators.,topStory
ANTX,Anthem Inc,20160523,UPDATE 2-Doubts mount over merger of health insurers Anthem  Cigna ,May 23 Wall Street expressed growing doubts about a pending $54 billion merger of U.S. health insurers Anthem Inc and Cigna Corp on Monday as news of management squabbles added to concerns over its review by antitrust regulators.,normal
ANTX,Anthem Inc,20160523,PRESS DIGEST - Wall Street Journal - May 23 ,May 23 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.,normal
AON,Aon plc,20160523,MOVES-Matthew Fletcher joins Aon Hewitt's risk settlement group ,May 23 Aon Hewitt  the human resources and consulting services unit of Aon Plc  appointed Matthew Fletcher senior consultant in its risk settlement group.,topStory
ARI,Apollo Commercial Real Estate Finance,20160523,BRIEF-Apollo Commercial Real Estate Finance appoints Jai Agarwal as chief financial officer ,* Apollo commercial real estate finance inc says agarwal will replace megan gaul,topStory
AFC,Ares Capital Corporation,20160523,BRIEF-American Capital says Ares Capital has secured $460 mln to increase funding facility to $1 bln in connection with deal timing ,* Ares Capital has secured $460 million to increase revolving funding facility from $540 million to $1 billion in connection with deal timing  Source text - http://1.usa.gov/25czTqn    (Bengaluru Newsroom: +1 646 223 8780),topStory
AFC,Ares Capital Corporation,20160523,Ares Capital to buy American Capital in deal valued at $3.4 billion ,Specialty finance company Ares Capital Corp  agreed to buy smaller rival American Capital Ltd  in a cash-and-stock deal valued at $3.4 billion  aiming to capture a bigger share of lending to mid-sized firms as big banks turn cautious.,normal
AFC,Ares Capital Corporation,20160523,UPDATE 4-Ares Capital to buy American Capital in deal valued at $3.4 bln ,May 23 Specialty finance company Ares Capital Corp agreed to buy smaller rival American Capital Ltd  in a cash-and-stock deal valued at $3.4 billion  aiming to capture a bigger share of lending to mid-sized firms as big banks turn cautious.,normal
AFC,Ares Capital Corporation,20160523,BRIEF-S&P - Ares Capital Corp 'BBB' ratings placed on creditwatch negative following plan to acquire American Capital Ltd ,* S&P On Ares Capital - Ares Capital Corp 'BBB' ratings placed on creditwatch negative following plan to acquire American Capital Ltd,normal
AFC,Ares Capital Corporation,20160523,BRIEF-Ares Capital to buy American Capital for $3.4 bln ,* Ares Capital Corporation to acquire American Capital  Ltd. In transaction valued at $3.4 billion,normal
AFC,Ares Capital Corporation,20160523,Ares Capital to acquire American Capital for $3.4 bln ,May 23 Investment company Ares Capital Corp  said it would buy American Capital Ltd in a cash-and-stock deal valued at $3.4 billion.,normal
AI,Arlington Asset Investment Corp,20160523,BRIEF-Imation Corp "urges" Arlington shareholders to vote for Imation's nominees ,* Sends letter to Arlington Asset Investment shareholders; "urges" shareholders to vote for Imation's nominees to board  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
AIC,Arlington Asset Investment Corp,20160523,BRIEF-Imation Corp "urges" Arlington shareholders to vote for Imation's nominees ,* Sends letter to Arlington Asset Investment shareholders; "urges" shareholders to vote for Imation's nominees to board  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
AIW,Arlington Asset Investment Corp,20160523,BRIEF-Imation Corp "urges" Arlington shareholders to vote for Imation's nominees ,* Sends letter to Arlington Asset Investment shareholders; "urges" shareholders to vote for Imation's nominees to board  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
AHP,Ashford Hospitality Prime Inc,20160523,BRIEF-Ashford Hospitality to sell Courtyard Seattle Downtown ,* Ashford Prime announces planned sale of Courtyard Seattle Downtown,topStory
AVT,Avnet Inc,20160523,BRIEF-Avnet signs distribution agreement with Broadcom ,* Announced an expanded  exclusive distribution agreement with Broadcom Limited,topStory
BAC,Bank of America Corporation,20160523,Bank of America $1.27 bln U.S. mortgage penalty is voided ,NEW YORK A U.S. appeals court on Monday threw out a jury's finding that Bank of America Corp was liable for mortgage fraud leading up to the 2008 financial crisis  voiding a $1.27 billion penalty and dealing the U.S. Department of Justice a major setback.,topStory
BAC,Bank of America Corporation,20160523,Bank of America $1.27 billion U.S. mortgage penalty is voided ,NEW YORK A U.S. appeals court on Monday threw out a jury's finding that Bank of America Corp was liable for mortgage fraud leading up to the 2008 financial crisis  voiding a $1.27 billion penalty and dealing the U.S. Department of Justice a major setback.,normal
BAC,Bank of America Corporation,20160523,UPDATE 4-Bank of America $1.27 bln U.S. mortgage penalty is voided ,NEW YORK  May 23 A U.S. appeals court on Monday threw out a jury's finding that Bank of America Corp was liable for mortgage fraud leading up to the 2008 financial crisis  voiding a $1.27 billion penalty and dealing the U.S. Department of Justice a major setback.,normal
BAC,Bank of America Corporation,20160523,REFILE-Bank of America wins reversal of $1.27 billion penalty in "Hustle" case ,NEW YORK  May 23 A U.S. appeals court on Monday threw out Bank of America Corp's $1.27 billion penalty in a fraud case over defective mortgages sold by its Countrywide unit  dealing the U.S. Justice Department a major setback.,normal
BBY,Best Buy Co Inc,20160523,On-demand tech support companies HelloTech  Geekatoo merge ,SAN FRANCISCO  May 23 Los Angeles-based startup HelloTech and rival in-home tech support company Geekatoo on Monday said they had merged  in a sign of consolidation in the hotly competitive on-demand sector.,normal
BBL,BHP Billiton plc,20160523,Workers at BHP Billiton's Spence mine in Chile go on 24-hr strike ,SANTIAGO  May 23 Workers at BHP Billiton's   Spence mine in northern Chile went on a 24-strike on Monday due to a contractual dispute  a union official told Reuters.,topStory
BBL,BHP Billiton plc,20160523,RPT-COLUMN-China's May iron ore imports stay robust  majors squeeze rivals: Russell ,LAUNCESTON  Australia  May 23 China's imports of iron ore are likely to have maintained their recent strength in May  as top suppliers Australia and Brazil continue to squeeze market share from smaller rivals.,normal
BBL,BHP Billiton plc,20160523,Column: China's May iron ore imports stay robust  majors squeeze rivals ,LAUNCESTON  Australia China's imports of iron ore are likely to have maintained their recent strength in May  as top suppliers Australia and Brazil continue to squeeze market share from smaller rivals.,normal
BBL,BHP Billiton plc,20160523,COLUMN-China's May iron ore imports stay robust  majors squeeze rivals: Russell ,LAUNCESTON  Australia  May 23 China's imports of iron ore are likely to have maintained their recent strength in May  as top suppliers Australia and Brazil continue to squeeze market share from smaller rivals.,normal
BA,Boeing Company (The),20160523,Vietnam's VietJet to buy 100 Boeing planes for $11.3 billion ,HANOI/SINGAPORE Vietnam's VietJet on Monday agreed a firm order of 100 Boeing 737 MAX 200 jets worth $11.3 billion at list prices  making it one of Southeast Asia's fastest-growing low-cost carriers.,topStory
BA,Boeing Company (The),20160523,UPDATE 1-Vietnam's VietJet to buy 100 Boeing planes for $11.3 billion ,* Coup for Boeing  as airline has only operated Airbus so far,normal
BAH,Booz Allen Hamilton Holding Corporation,20160523,BRIEF-Booz Allen says Carlyle Group affiliate to sell 13 mln shares ,* Announced sale of an aggregate of 13 million shares of class a common stock by an affiliate of Carlyle Group (,topStory
BP,BP plc,20160523,BP's oil search strategy shrinks with budget cuts ,LONDON The surprise departure of BP's exploration boss has turned the spotlight on an oil search strategy that  after years of spending cuts  is focusing mainly on expanding existing fields rather than venturing expensively into the unknown.,topStory
BP,BP plc,20160523,BP's oil search strategy shrinks with budget cuts ,* Reserves healthy but projects pipeline relatively weak - analyst,normal
CBM,Cambrex Corporation,20160523,BRIEF-Cambrex Corp says Co  subsidiary borrowers and guarantors entered into a credit agreement ,* On may 18  2016  cambrex corp  subsidiary borrowers party thereto and subsidiary guarantors party thereto entered into a credit agreement,topStory
CRR,Carbo Ceramics Inc,20160523,BRIEF-Carbo Ceramics Carbo places $25 mln of subordinated debt due 2019 and announces filing of shelf registration statement ,* Carbo places $25 million of subordinated debt due 2019 and announces filing of shelf registration statement,topStory
CRR,Carbo Ceramics Inc,20160523,BRIEF-Carbo Ceramics files for potential mixed shelf offering ,* Files for potential mixed shelf offering of upto $300 mln - Sec filing  Source text: (http://1.usa.gov/1OSrrsb) Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),normal
CBS,CBS Corporation,20160523,UPDATE 5-Battle over Redstone's media empire sparks hope for change ,May 23 The legal battle over control of Sumner Redstone's $40 billion media empire has investors hopeful that change will come to underperforming Viacom Inc.,topStory
CBS,CBS Corporation,20160523,Viacom CEO Dauman files suit over removal from Sumner Redstone's trust ,May 23 Viacom Inc Chief Executive Philippe Dauman filed a complaint Monday morning to stop Sumner Redstone from removing him and George Abrams from the media mogul's trust  Dauman and Abrams said in a statement Monday.,normal
CBS,CBS Corporation,20160523,PRESS DIGEST - Wall Street Journal - May 23 ,May 23 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.,normal
CEL,Cellcom Israel Ltd,20160523,BRIEF-Cellcom Israel Q1 EPS ILS 0.59 ,* Q1 revenue fell 3.8 percent to ILS 1.022 billion  Source text for Eikon:  Further company coverage:    ),topStory
CF,CF Industries Holdings Inc,20160523,Fertilizer maker CF Industries  OCI end merger deal ,U.S. fertilizer maker CF Industries Holdings Inc  and Dutch rival OCI NV  ended their merger agreement on Monday  following the U.S. Treasury's steps to curb tax avoiding inversion deals.,topStory
CF,CF Industries Holdings Inc,20160523,Fertilizer maker CF Industries  OCI end merger deal ,May 23 U.S. fertilizer maker CF Industries Holdings Inc and Dutch rival OCI NV ended their merger agreement on Monday  following the U.S. Treasury's steps to curb tax avoiding inversion deals.,normal
CF,CF Industries Holdings Inc,20160523,BRIEF-CF Industries terminates combination with OCI's European  North American and global distribution businesses ,* Termination of proposed combination of cf industries with OCI's European  North American and global distribution businesses,normal
CF,CF Industries Holdings Inc,20160523,BRIEF-OCI and CF Industries announce termination proposed combination ,* Termination of proposed combination of CF Industries  with OCI's European  North American and global distribution businesses,normal
CHK,Chesapeake Energy Corporation,20160523,Chesapeake swaps debt for equity for second time in May ,Chesapeake Energy Corp   the second-largest U.S. natural gas producer  said on Monday it had issued or agreed to issue about 5 percent of its outstanding shares in exchange for debt over the past week  the second such transaction this month.,topStory
CHK,Chesapeake Energy Corporation,20160523,UPDATE 1-Chesapeake swaps debt for equity for second time in May ,May 23 Chesapeake Energy Corp  the second-largest U.S. natural gas producer  said on Monday it had issued or agreed to issue about 5 percent of its outstanding shares in exchange for debt over the past week  the second such transaction this month.,normal
CHK,Chesapeake Energy Corporation,20160523,Chesapeake swaps debt for equity for second time in May ,May 23 Chesapeake Energy Corp  the second-largest U.S. natural gas producer  said it had issued or agreed to issue about 5 percent of its outstanding shares in exchange for debt over the past week. (http://bit.ly/1YTaWw7),normal
C,Citigroup Inc,20160523,Judge tosses fraud lawsuit against Citibank over currency trades ,Two Mexican foreign exchange traders who accused Citibank of failing to disclose millions of dollars of markups and declining to complete unprofitable trades have failed to support their claims of fraud  a federal judge in Manhattan has ruled.,topStory
CAG,ConAgra Brands Inc,20160523,BRIEF-ConAgra Foods to sell spicetec flavors & seasonings to Givaudan ,* Conagra foods to sell spicetec flavors & seasonings to givaudan,topStory
CCM,Concord Medical Services Holdings Limited,20160523,BRIEF-Concord Medical Q1 revenue RMB 125 mln ,* Non-Gaap basic and diluted loss per ads in q1 of 2016 was $0.11,topStory
COP,ConocoPhillips,20160523,New York energy investor indicted for $45 million tax scheme ,NEW YORK A New York energy investor has been indicted for engaging in a multiyear scheme to evade paying over $45 million in taxes in connection with the sale of an oil company and the purchase of paintings by European artists  U.S. prosecutors said on Monday.,normal
COP,ConocoPhillips,20160523,New York energy investor indicted for $45 million tax scheme ,NEW YORK  May 23 A New York energy investor has been indicted for engaging in a multiyear scheme to evade paying over $45 million in taxes in connection with the sale of an oil company and the purchase of paintings by European artists  U.S. prosecutors said on Monday.,normal
CVS,CVS Health Corporation,20160523,BRIEF-CVS to launch digital receipts option for ExtraCare rewards program members ,* Company will launch digital receipts as a new option for all members of its ExtraCare rewards program,topStory
DB,Deutsche Bank AG,20160523,BRIEF-Moody's downgrades Deutsche Bank's ratings; outlook stable ,* Outlook on ratings is stable  reflecting potential long-term benefits to creditors of five-year strategy plan through 2020,topStory
DB,Deutsche Bank AG,20160523,UPDATE 1-Deutsche Bank takes 450 mln euro charge for equities fraud ,LONDON  May 23 Germany's Deutsche Bank said it took a charge of around 450 million euros last year in relation to share trading fraud  but declined to give any details on Monday.,normal
DB,Deutsche Bank AG,20160523,Deutsche Bank takes 450 mln euro charge for equities fraud ,LONDON  May 23 Germany's Deutsche Bank said it took a charge of around 450 million euros last year in relation to share trading fraud  but declined to give any details on Monday.,normal
DB,Deutsche Bank AG,20160523,BUZZ-Burberry: falls as Deutsche Bank cuts target ,** Burberry falls 1 pct  one of the top FTSE 100  faller as Deutsche Bank cuts PT to 1250p from 1350p  rating "hold",normal
EHIC,eHi Car Services Limited,20160523,BRIEF-eHI Car Services Q1 revenue RMB 460.5 million ,* Company reiterates its full-year 2016 outlook previously announced on march 29  2016,topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20160523,UPDATE 1-Embraer's new E-Jet makes first flight underweight  ahead of time ,SAO PAULO  May 23 The first re-engined aircraft in Brazilian planemaker Embraer SA's narrowbody E-Jet family took its first flight on Monday  months ahead of schedule and below the expected weight.,topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20160523,CORRECTED-Brazil's Embraer announces first flight of E190-E2 ,SAO PAULO  May 23 Brazil's Embraer SA   the world's third-largest commercial planemaker  on Monday announced the first flight of a next-generation narrow-body jet slated to enter service in 2018.,normal
XOM,Exxon Mobil Corporation,20160523,French oil and port workers vote to begin new strikes ,PARIS Oil sector workers of French CGT and FO unions voted on Monday to begin a strike at Exxon Mobil's 240 000 barrels-per-day Port Jerome refinery in northern France  the unions said in a joint statement.,topStory
XOM,Exxon Mobil Corporation,20160523,UPDATE 1-French oil and port workers vote to begin new strikes ,PARIS  May 23 Oil sector workers of French CGT and FO unions voted on Monday to begin a strike at Exxon Mobil's  240 000 barrels-per-day Port Jerome refinery in northern France  the unions said in a joint statement.,normal
XOM,Exxon Mobil Corporation,20160523,French unions to strike at Exxon Mobil's Port Jerome refinery ,PARIS  May 23 Oil sector workers of French hardline CGT and FO unions voted on Monday to start a strike at Exxon Mobil's 240 000 barrel-per-day Port Jerome refinery in northern France on Tuesday morning  a statement said.,normal
XOM,Exxon Mobil Corporation,20160523,UPDATE 2-Unions dig in heels to disrupt fuel supply in France ,* Total shutting down three of five refineries   (Adds updated details from Total  strike at Elengy),normal
FDS,FactSet Research Systems Inc,20160523,BRIEF-FactSet Research Systems to sell Market Metrics ,* Additional earn-out of $10 million based on achievement of certain growth targets over next two years from deal,topStory
FCAU,Fiat Chrysler Automobiles NV,20160523,UPDATE 1-Fiat Chrysler shares fall on report of German sales ban threat ,MILAN  May 23 Shares in Fiat Chrysler  fell more than 5 percent on Monday after Germany's Bild newspaper reported that the carmaker could be prohibited from selling cars in Germany if evidence of disregard of emissions rules was found.,topStory
FMC,FMC Corporation,20160523,BRIEF-FMC to triple its lithium hydroxide production capacity ,* Plans to increase its production capacity of lithium hydroxide by a total of 20 000 metric tons per year  effectively tripling its production,topStory
F,Ford Motor Company,20160523,Ford seeks partnerships as it looks beyond car-making ,DETROIT Ford Motor Co  Chairman Bill Ford said on Monday the automaker would look for more partnerships with other companies as it moves to expand beyond manufacturing and selling cars and trucks.,topStory
F,Ford Motor Company,20160523,UPDATE 1-Ford seeks partnerships as it looks beyond car-making ,DETROIT  May 23 Ford Motor Co Chairman Bill Ford said on Monday the automaker would look for more partnerships with other companies as it moves to expand beyond manufacturing and selling cars and trucks.,normal
F,Ford Motor Company,20160523,BRIEF-Ford Chairman says company will consider partnerships for autonomous driving ,* Company will consider partnerships for autonomous driving; other advanced tech,normal
F,Ford Motor Company,20160523,Ford to recall 48 700 EcoSport SUVs in India , (This May 20 story corrects to show recall to fix bundle clips on fuel  brake lines  not the lines themselves in paragraph one),normal
F,Ford Motor Company,20160523,CORRECTED-Ford to recall 48 700 EcoSport SUVs in India ,NEW DELHI  May 20 Ford Motor Co has issued a voluntary recall of a total 48 700 EcoSport sport-utility vehicles (SUVs) in India to fix bundle clips on fuel and brake lines  and rear folding seats  the company's local unit said in a statement on Friday.,normal
FTS,Fortis Inc,20160523,BRIEF-Fortis to raise 2 bln won via private placement ,* Says it will issue 349 651 shares of common stock through private placement  with par value of 500 won per share  for debt-equity swap,topStory
BGC,General Cable Corporation,20160523,BRIEF-General Cable to sell North American automotive ignition wire business ,* General cable announces agreement to sell its north american automotive ignition wire business,topStory
GEH,General Electric Capital Corporation,20160523,GE says to double Saudi workforce as economy reforms ,DUBAI Saudi Arabia won support for its economic reform plan from one of the world's biggest companies on Monday as General Electric Co (GE)  said it would double its workforce in the kingdom to 4 000 people by 2020.,topStory
GEH,General Electric Capital Corporation,20160523,China April crude imports from Russia top Saudis  hit record ,BEIJING/SINGAPORE Russia was China's largest crude oil supplier for a second month this year  customs data showed on Monday  with shipments in April surpassing imports from Saudi Arabia and hitting a record high as demand from independent refiners remained strong.,normal
GEK,General Electric Capital Corporation,20160523,GE says to double Saudi workforce as economy reforms ,DUBAI Saudi Arabia won support for its economic reform plan from one of the world's biggest companies on Monday as General Electric Co (GE)  said it would double its workforce in the kingdom to 4 000 people by 2020.,topStory
GEK,General Electric Capital Corporation,20160523,China April crude imports from Russia top Saudis  hit record ,BEIJING/SINGAPORE Russia was China's largest crude oil supplier for a second month this year  customs data showed on Monday  with shipments in April surpassing imports from Saudi Arabia and hitting a record high as demand from independent refiners remained strong.,normal
GE,General Electric Company,20160523,GE says to double Saudi workforce as economy reforms ,DUBAI Saudi Arabia won support for its economic reform plan from one of the world's biggest companies on Monday as General Electric Co (GE)  said it would double its workforce in the kingdom to 4 000 people by 2020.,topStory
GE,General Electric Company,20160523,China April crude imports from Russia top Saudis  hit record ,BEIJING/SINGAPORE Russia was China's largest crude oil supplier for a second month this year  customs data showed on Monday  with shipments in April surpassing imports from Saudi Arabia and hitting a record high as demand from independent refiners remained strong.,normal
GEB,General Electric Company,20160523,GE says to double Saudi workforce as economy reforms ,DUBAI Saudi Arabia won support for its economic reform plan from one of the world's biggest companies on Monday as General Electric Co (GE)  said it would double its workforce in the kingdom to 4 000 people by 2020.,topStory
GEB,General Electric Company,20160523,China April crude imports from Russia top Saudis  hit record ,BEIJING/SINGAPORE Russia was China's largest crude oil supplier for a second month this year  customs data showed on Monday  with shipments in April surpassing imports from Saudi Arabia and hitting a record high as demand from independent refiners remained strong.,normal
GSK,GlaxoSmithKline PLC,20160523,Novartis executive exodus complicates drugmaker's rebuilding job ,ZURICH With seven departures in the space of five months  Novartis's  top management is in upheaval just as CEO Joe Jimenez tries to tackle a list of challenges that have seen the drug firm's share price fall 25 percent since July.,normal
GOL,Gol Linhas Aereas Inteligentes SA,20160523,BRIEF-Gol Linhas extends early participation premium for private exchange offers ,* Gol announces extension of the early participation premium for its private exchange offers,topStory
GOL,Gol Linhas Aereas Inteligentes SA,20160523,Brazil airline Gol extends deadline for bond exchange offer ,SAO PAULO  May 23 Gol  has extended the deadline for a bond swap by 10 days after questions from investors last week  the Brazilian airline said in a securities filing on Monday.,normal
GDOT,Green Dot Corporation,20160523,BRIEF-Green Dot elects Saturnino Fanlo and George W. Gresham to company's Board of Directors ,* Elected saturnino Fanlo and George W. Gresham to company's Board of Directors,topStory
HRS,Harris Corporation,20160523,BRIEF-Nasa increases Harris's space communications network services contract ceiling ,* Year options  adding $384 million of contract ceiling for space communications network services program  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),topStory
HII,Huntington Ingalls Industries Inc,20160523,BRIEF-HII awarded $152 mln advance planning contract for aircraft carrier ,* Class aircraft carrier  enterprise (cvn 80)  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom +1-646-223-8780),topStory
JPM,J P Morgan Chase & Co,20160523,BRIEF-J.P. Morgan private bank lays off nearly 100 employees- WSJ ,* J.P. Morgan private bank lays off nearly 100 employees- WSJ  citing sources,topStory
JCAP,Jernigan Capital Inc,20160523,BRIEF-Jernigan Capital board authorizes share repurchase program for up to $10 mln of outstanding shares of common stock ,* Board of directors has authorized a share repurchase program for up to $10 million of outstanding shares of common stock,topStory
JNJ,Johnson & Johnson,20160523,J&J settles pelvic mesh appeal before Texas Supreme Court ,Johnson & Johnson and its Ethicon unit have reached a settlement in a lawsuit currently on appeal before Texas' highest court over whether a $1.2 million verdict for a woman claiming to have been injured by a defective pelvic mesh device had been wrongly overturned.,topStory
KBR,KBR Inc,20160523,BRIEF-KBR to acquire government services company Wyle for $570 mln ,* Wyle will become a KBR business unit within KBR's government services segment,topStory
KGC,Kinross Gold Corporation,20160523,New Mexico sues EPA  mine owners over massive gold mine waste spill ,New Mexico sued the U.S. Environmental Protection Agency  an agency contractor and two mining companies on Monday over the 2015 breach of an abandoned Colorado gold mine that spilled some 3 million gallons of toxic wastewater into three states.,normal
KGC,Kinross Gold Corporation,20160523,UPDATE 1-New Mexico sues EPA  mine owners over massive gold mine waste spill ,May 23 New Mexico sued the U.S. Environmental Protection Agency  an agency contractor and two mining companies on Monday over the 2015 breach of an abandoned Colorado gold mine that spilled some 3 million gallons of toxic wastewater into three states.,normal
LC,LendingClub Corporation,20160523,Shanda Group reports 11.7 pct stake in LendingClub ,May 23 Affiliates of investment firm Shanda Group reported an 11.7 percent stake in LendingClub Corp  sending the shares of the lending platform operator up more than 8 percent in premarket trading on Monday. (http://1.usa.gov/1WcvnGp),topStory
LC,LendingClub Corporation,20160523,BRIEF-Shanda Media Ltd reports 11.7 pct stake in Lending Club - SEC filing ,* Shanda Media Limited reports 11.7 pct Stake in Lending Club Corp as of May 11 - SEC filing,normal
MON,Monsanto Company,20160523,GLOBAL MARKETS-Stocks dip  yields inch up on Fed rate hike talk ,* Monsanto shares up after Bayer unveils bid   (Adds U.S. market closing levels),topStory
MON,Monsanto Company,20160523,GLOBAL MARKETS-Yields inch up on Fed rate hike talk; stocks flat ,* Monsanto shares up after Bayer unveils bid   (Updates prices  adds European shares' close ),normal
MON,Monsanto Company,20160523,US STOCKS-S&P  Dow little changed  Apple props up Nasdaq ,* Indexes: Dow up 0.07 pct  S&P down 0.05 pct  Nasdaq up 0.15 pct   (Updates to early afternoon),normal
MON,Monsanto Company,20160523,India puts off GM cotton seed order  easing pressure on Monsanto ,* Government to seek feedback over next 90 days before decision,normal
MON,Monsanto Company,20160523,US STOCKS-Apple boosts Nasdaq and Dow  S&P little changed ,* Indexes up: Dow 0.16 pct  S&P 0.04 pct  Nasdaq 0.36 pct   (Adds details  changes comment  updates prices),normal
MON,Monsanto Company,20160523,GLOBAL MARKETS-Dollar up on rate hike talk; stocks flat ,* Monsanto shares up after Bayer unveils bid   (Updates to U.S. markets openings; changes dateline  previous LONDON),normal
MON,Monsanto Company,20160523,Bayer CEO seeks to quell expectations of higher Monsanto offer ,FRANKFURT Bayer's chief executive on Monday said the German drugmaker' s proposed bid for U.S. seeds maker Monsanto reflected Monsanto's full value  when asked whether a sweetened bid could be on the cards.,normal
MON,Monsanto Company,20160523,Bayer CEO seeks to quell expectations of higher Monsanto offer ,FRANKFURT  May 23 Bayer's chief executive on Monday said the German drugmaker' s proposed bid for U.S. seeds maker Monsanto reflected Monsanto's full value  when asked whether a sweetened bid could be on the cards.,normal
MON,Monsanto Company,20160523,Bayer CEO expects Monsanto to respond positively to deal proposal ,FRANKFURT German drugs and pesticides group Bayer said it was confident that Monsanto would take a positive view of its $62 billion takeover proposal.,normal
MON,Monsanto Company,20160523,Bayer shareholder warns against overpaying for Monsanto ,FRANKFURT Bayer shareholder Union Investment  a German mutual fund company  said it was bracing for Bayer paying more for Monsanto than what the German drugmaker is currently proposing  stretching the limits of what is acceptable.,normal
MS,Morgan Stanley,20160523,Oil discoveries sink to lowest since 1952: Morgan Stanley ,LONDON Oil discoveries in 2015 fell to their lowest since 1952 as energy companies slashed exploration budgets in the wake of the oil price fall  creating a gap for meeting future demand  analysts at Morgan Stanley said on Monday.,topStory
MOS,Mosaic Company (The),20160523,BRIEF-Mosaic stockholders approve amendments to certificate of incorporation ,* Stockholders approved amendments to Certificate of Incorporation to eliminate authorized class A and class B common stock,topStory
NGG,National Grid Transco PLC,20160523,The power cutters shaking up Britain's energy market ,* National Grid pays 'aggregators' to cut industrial power use,topStory
