ALKS,Alkermes plc,20160128,Alkermes short bets built up ahead of depression drug setback ,NEW YORK  Jan 28 Investors who recently shorted Alkermes Plc shares may have had their timing exactly right: They stood to make a nice profit when a setback caused the stock to drop 44 percent.,topStory
BKU,BankUnited Inc,20160128,Fitch Affirms BankUnited  Inc.'s 'BBB/F2' IDRs; Outlook Stable ,(The following statement was released by the rating agency) NEW YORK  January 28 (Fitch) Fitch Ratings has affirmed the Long-term Issuer  Default Ratings (IDRs) at 'BBB' and Short-term IDRs at 'F2' for BankUnited  Inc.  (BankUnited) and BankUnited  N.A. The Rating Outlook is Stable. A full list of  rating actions follows at the end of this release. The rating action follows a periodic review of the midtier regional banking  group  which includes BankUnited Inc. (BKU)  BOK Financial Corp. (BOKF) ,topStory
BA,Boeing Company (The),20160128,Boeing awarded $2.5 billion contract for 20 P-8A maritime surveillance planes ,WASHINGTON Boeing Co  has won a contract worth $2.5 billion to build 20 more P-8A maritime surveillance aircraft  the Pentagon announced on Thursday.,topStory
BA,Boeing Company (The),20160128,Boeing awarded $2.5 bln contract for 20 P-8A maritime surveillance planes ,WASHINGTON  Jan 28 Boeing Co has won a contract worth $2.5 billion to build 20 more P-8A maritime surveillance aircraft  the Pentagon announced on Thursday.,normal
BA,Boeing Company (The),20160128,Alcoa wins Boeing supply agreement ,U.S. aluminum producer Alcoa Inc  said on Thursday it will supply aerospace parts to Boeing Co  under a new long-term agreement  the latest in a series of contract wins.,normal
BA,Boeing Company (The),20160128,UPDATE 1-Alcoa wins Boeing supply agreement ,Jan 28 U.S. aluminum producer Alcoa Inc  said on Thursday it will supply aerospace parts to Boeing Co  under a new long-term agreement  the latest in a series of contract wins.,normal
BA,Boeing Company (The),20160128,Alcoa wins supply agreement with Boeing ,Jan 28 U.S. aluminum producer Alcoa Inc  said on Thursday it will supply multi-material aerospace parts to Boeing Co under a new long-term agreement.,normal
BA,Boeing Company (The),20160128,Nikkei gains in choppy trade  weak yen brightens mood after Wall St falls ,TOKYO  Jan 28 Japan's Nikkei edged up on Thursday morning in choppy trade as a weaker yen boosted export-exposed stocks like automakers  cheering investors after the market opened lower under the influence of weak Wall Street performances overnight.,normal
BMY,Bristol-Myers Squibb Company,20160128,Bristol-Myers set to lead earnings parade in 2016  beyond ,Bristol-Myers Squibb Co  on Thursday positioned itself as a potential earnings pacesetter in 2016  with a forecast of up to 19 percent growth that eclipses profit gains expected by most other large drugmakers.,topStory
BMY,Bristol-Myers Squibb Company,20160128,WRAPUP 1-Bristol-Myers set to lead earnings parade in 2016  beyond ,Jan 28 Bristol-Myers Squibb Co on Thursday positioned itself as a potential earnings pacesetter in 2016  with a forecast of up to 19 percent growth that eclipses profit gains expected by most other large drugmakers.,normal
BMY,Bristol-Myers Squibb Company,20160128,Bristol-Myers forecasts 2016 profit above Wall Street estimates ,Bristol-Myers Squibb Co  forecast 2016 earnings slightly above Wall Street estimates and said it had halted a large trial of its Opdivo immuno-oncology drug after an independent monitoring committee concluded it prolonged survival compared to standard therapy for head and neck cancer.,normal
BMY,Bristol-Myers Squibb Company,20160128,UPDATE 2-Bristol-Myers forecasts 2016 profit above Wall Street estimates ,Jan 28 Bristol-Myers Squibb Co forecast 2016 earnings slightly above Wall Street estimates and said it had halted a large trial of its Opdivo immuno-oncology drug after an independent monitoring committee concluded it prolonged survival compared to standard therapy for head and neck cancer.,normal
BMY,Bristol-Myers Squibb Company,20160128,CORRECTED-UPDATE 1-Bristol-Myers forecasts 2016 profit above Wall Street estimates ,Jan 28 Bristol-Myers Squibb Co  forecast 2016 earnings slightly above Wall Street estimates and said it had halted a large trial of its Opdivo immuno-oncology drug after an independent monitoring committee concluded it prolonged survival compared to standard therapy for head and neck cancer.,normal
BMY,Bristol-Myers Squibb Company,20160128,REFILE-Bristol-Myers forecasts 2016 profit above Wall Street estimates ,Jan 28 Bristol-Myers Squibb Co reported better-than-expected quarterly results  helped by strong sales of its cancer treatments and its Eliquis pill to prevent blood clots  and predicted 2016 earnings slightly above Wall Street forecasts.,normal
BAM,Brookfield Asset Management Inc,20160128,Brazil court upholds OAS bankruptcy plan  paving way for asset sales ,SAO PAULO  Jan 28 A Brazilian bankruptcy court upheld a restructuring plan for embattled engineering conglomerate Grupo OAS  paving the way for a slew of asset sales aimed at helping pay over 8 billion reais ($2 billion) in liabilities.,normal
COF,Capital One Financial Corporation,20160128,Fitch: Capital One's 4Q15 Earnings Down on Higher Provisioning ,(The following statement was released by the rating agency) CHICAGO  January 28 (Fitch) Capital One's Financial Corporation's (COF) fourth  quarter 2015 (4Q15) earnings were down due to higher provisioning and some  higher marketing expenses.  The company's overall return on average assets (ROAA) was 1.12% in 4Q15  still a  good result relative to peers but down from 1.43% in the sequential quarter and  1.28% in the year-ago quarter. Similarly  the company's return on average equity (ROE) was 7.,topStory
CAT,Caterpillar Inc,20160128,Caterpillar fourth-quarter results take hit but outlook lifts stock ,CHICAGO Caterpillar Inc  on Thursday reported results that showed a continued slump across most of its businesses  but forecast earnings above estimates for 2016  sending shares up nearly 3 percent.,topStory
CAT,Caterpillar Inc,20160128,UPDATE 3-Caterpillar 4th-qtr results take hit but outlook lifts stock ,CHICAGO  Jan 28 Caterpillar Inc on Thursday reported results that showed a continued slump across most of its businesses  but forecast earnings above estimates for 2016  sending shares up nearly 3 percent.,normal
CAT,Caterpillar Inc,20160128,Caterpillar quarterly revenue falls 23 pct ,Jan 28 Caterpillar Inc's quarterly revenue slumped 23 percent as weak commodity prices and slowing economic growth in developing countries hit demand for its products.,normal
CBS,CBS Corporation,20160128,Viacom's Redstone to undergo mental exam on Friday ,LOS ANGELES Viacom Inc Executive Chairman Sumner Redstone will undergo an examination on Friday by a doctor hired by an ex-girlfriend in a lawsuit that challenges his mental competency  a spokesman for the former girlfriend said.,topStory
CBS,CBS Corporation,20160128,UPDATE 1-Viacom's Redstone to undergo mental exam on Friday ,LOS ANGELES  Jan 28 Viacom Inc  Executive Chairman Sumner Redstone will undergo an examination on Friday by a doctor hired by an ex-girlfriend in a lawsuit that challenges his mental competency  a spokesman for the former girlfriend said.,normal
CBS,CBS Corporation,20160128,Viacom's Redstone to undergo mental exam on Friday ,LOS ANGELES  Jan 28 Viacom Inc  Executive Chairman Sumner Redstone will undergo an examination on Friday by a doctor hired by an ex-girlfriend in a lawsuit that challenges his mental competency  a spokesman for the former girlfriend said.,normal
CBS,CBS Corporation,20160128,Investor calls on Yahoo  Viacom to take on 'Buffett-like' partners ,A vocal investor in Yahoo Inc  and Viacom Inc  is calling for the boards of both companies to seek outside investments from strategic partners in the vein of legendary investor Warren Buffett to help boost the value of their stocks.,normal
CBS,CBS Corporation,20160128,Investor calls on Yahoo  Viacom to take on 'Buffett-like' partners ,Jan 27 A vocal investor in Yahoo Inc  and Viacom Inc is calling for the boards of both companies to seek outside investments from strategic partners in the vein of legendary investor Warren Buffett to help boost the value of their stocks.,normal
CMA,Comerica Incorporated,20160128,Bombardier sued by Comerica over aircraft payments ,NEW YORK Bombardier Inc was sued on Wednesday for at least $10.1 million (C$14.2 million) by a unit of Comerica Inc  after the Canadian aircraft maker was unable to find buyers for four planes whose leases had expired.,topStory
CMA,Comerica Incorporated,20160128,Bombardier sued by Comerica over aircraft payments ,NEW YORK Bombardier Inc  was sued on Wednesday for at least $10.1 million (C$14.2 million) by a unit of Comerica Inc   after the Canadian aircraft maker was unable to find buyers for four planes whose leases had expired.,normal
CMA,Comerica Incorporated,20160128,UPDATE 1-Bombardier sued by Comerica over aircraft payments ,NEW YORK  Jan 27 Bombardier Inc was sued on Wednesday for at least $10.1 million (C$14.2 million) by a unit of Comerica Inc  after the Canadian aircraft maker was unable to find buyers for four planes whose leases had expired.,normal
CMA,Comerica Incorporated,20160128,REFILE-Bombardier is sued by Comerica over aircraft payments ,NEW YORK  Jan 27 Bombardier Inc was sued on Wednesday for at least $10.1 million (C$14.2 million) by a unit of Comerica Inc  after the Canadian aircraft maker was unable to find buyers for four planes whose leases had expired.,normal
DB,Deutsche Bank AG,20160128,Fitch: Deutsche Bank's 4Q15 Results Highlight Wide-Ranging Challenges ,(The following statement was released by the rating agency) FRANKFURT/LONDON  January 28 (Fitch) Fitch Ratings says Deutsche Bank AG's  (Deutsche Bank; A-/Stable/a-) 4Q loss underlined the wide range of challenges it  faces in becoming a more profitable  better-capitalised and more efficient bank.  A sharp decline in debt sales and trading revenue in 4Q15 (down 16% yoy; 45%  qoq) added to the list of challenges comprising continued high litigation  charges and higher operating expenses. Higher-t,topStory
DB,Deutsche Bank AG,20160128,UPDATE 3-Deutsche Bank scraps board bonuses after record loss ,FRANKFURT  Jan 28 Deutsche Bank  scrapped board bonuses this year after posting a record loss for 2015 on Thursday  with Chief Executive John Cryan urging investors to be patient with his revamp of Germany's largest lender.,normal
DB,Deutsche Bank AG,20160128,BRIEF-Station Casinos IPO postponed on market conditions - Deutsche Bank ,* Decided last week  together with other shareholders  to postpone Station Casinos IPO due to market conditions,normal
DB,Deutsche Bank AG,20160128,Deutsche Bank board won't get bonuses for 2015: CEO ,FRANKFURT Deutsche Bank's  management board will not get bonuses for 2015  the bank's chief executive said on Thursday  after the lender posted a record 6.8 billion euro ($7.41 billion) net loss last year.,normal
DB,Deutsche Bank AG,20160128,Deutsche Bank board won't get bonuses for 2015 -CEO ,FRANKFURT  Jan 28 Deutsche Bank's  management board will not get bonuses for 2015  the bank's chief executive said on Thursday  after the lender posted a record 6.8 billion euro ($7.41 billion) net loss last year.,normal
DEO,Diageo plc,20160128,Whisky maker Diageo toasts Britain's EU membership ,LONDON  Jan 28 Diageo  the world's largest maker of Scotch whisky  supports Britain staying in the European Union but its chief executive said he sees no dramatic immediate effect on its business from a possible "Brexit".,topStory
DEO,Diageo plc,20160128,Diageo posts 1.8 percent rise in first-half sales ,LONDON  Jan 28 Diageo reported a 1.8 percent rise in half-year sales on Thursday  weighed down by foreign exchange rates and the sale of assets including its wine business.,normal
DKS,Dick&#39;s Sporting Goods Inc,20160128,UPDATE 3-Under Armour demand continues to soar  stock leaps ,* Apparel sales rise 22.2 pct  footwear sales nearly double   (Adds analyst comment  updates shares),normal
LLY,Eli Lilly and Company,20160128,Eli Lilly's revenue rises 5 percent as diabetes drugs gain ,Drugmaker Eli Lilly and Co  reported a 5 percent rise in quarterly revenue  helped by increased sales of its diabetes drugs and higher volume.,topStory
EXK,Endeavour Silver Corporation,20160128,Endeavour Silver to cut output in Mexico on low prices ,MEXICO CITY  Jan 28 Canadian miner Endeavour Silver Corp will reduce production of the precious metal this year by more than a quarter because of low prices  the company said in a statement on Thursday.,topStory
E,ENI SpA,20160128,Mozambique says final gas decisions to be made this year ,MAPUTO  Jan 28 Mozambican gas projects being developed by Italy's Eni and U.S. energy firm Anadarko  will be given the final go-ahead by the end of this year  the state-run National Hydrocarbon Company (ENH) said on Thursday.,topStory
EQT,EQT Corporation,20160128,Travel group Kuoni picks private equity firm EQT as suitor ,ZURICH Travel firm Kuoni  said on Thursday private equity group EQT was its preferred suitor among several potential bidders wooing the Swiss group and final negotiations were now in progress.,topStory
EQT,EQT Corporation,20160128,UPDATE 1-Travel group Kuoni picks private equity firm EQT as suitor ,ZURICH  Jan 28 Travel firm Kuoni said on Thursday private equity group EQT was its preferred suitor among several potential bidders wooing the Swiss group and final negotiations were now in progress.,normal
EQT,EQT Corporation,20160128,Kuoni picks EQT as its favourite suitor ,ZURICH  Jan 28 Swiss travel group Kuoni  said on Thursday Sweden's EQT had been chosen as its favourite suitor regarding a potential takeover offer for the Kuoni Group.,normal
EVR,Evercore Inc,20160128,Quattrone steps down as CEO of investment bank Qatalyst ,Jan 27 Frank Quattrone  the Silicon Valley investment banker synonymous with several technology deals  is stepping down as chief executive officer of his boutique advisory firm Qatalyst Partners  the company said in a statement on Wednesday.,normal
FCAU,Fiat Chrysler Automobiles NV,20160128,UPDATE 1-Fiat Chrysler shares fall on business plan jitters ,MILAN  Jan 28 Concerns its updated business plan relies too heavily on a North American market near its peak sent shares in Fiat Chrysler Automobiles down more than 5 percent on Thursday.,topStory
FCAU,Fiat Chrysler Automobiles NV,20160128,Fiat Chrysler shares fall on concerns over revised business plan ,MILAN Shares in Fiat Chrysler Automobiles  fell more than 2 percent in early trade on Thursday as investors raised concerns about the carmaker's updated business plan to 2018  which pins its future on North America and sales of utility vehicles.,normal
FBR,Fibria Celulose SA,20160128,Brazil's Fibria sees strong global 2016 outlook for wood pulp ,SAO PAULO  Jan 28 Brazil's Fibria Celulose SA   the world's largest producer of eucalyptus pulp  is still seeing strong Chinese demand  supporting a strong global outlook for the market this year  executives told reporters on a Thursday earnings call.   (Reporting by Priscila Jordao and Brad Haynes; Editing by Chizu Nomiyama),topStory
FHN,First Horizon National Corporation,20160128,Fitch Affirms First Horizon National Corporation's IDR at 'BBB-'; Outlook Remains Stable ,(The following statement was released by the rating agency) CHICAGO  January 28 (Fitch) Fitch Ratings has today affirmed the long-term and  short-term Issuer Default Ratings (IDRs) of First Horizon National Corporation  (FHN) and its subsidiaries at 'BBB-' and 'F3'  respectively. The Rating Outlook  is Stable. Fitch also affirmed FHN's Viability Rating (VR) at 'bbb-'. The rating action follows a periodic review of the midtier regional banking  group  which includes BankUnited Inc. (BKU)  BOK Fin,topStory
FRC,FIRST REPUBLIC BANK,20160128,Fitch Affirms First Republic at 'A-' Following Midtier Regional Bank Review; Outlook Stable ,(The following statement was released by the rating agency) NEW YORK  January 28 (Fitch) Fitch Ratings has affirmed First Republic Bank's  (FRC) ratings at 'A-/F1'. The Rating Outlook remains Stable.  The rating action follows a periodic review of the midtier regional banking  group  which includes BankUnited Inc. (BKU)  BOK Financial Corp. (BOKF)  Cathay  General Bancorp (CATY)  East West Bancorp (EWBC)  First Republic Bank (FRC)   First Horizon National Corp. (FHN)  First National of Nebraska ,topStory
F,Ford Motor Company,20160128,Ford Motor earnings beat forecast  stock off after margin warning ,DEARBORN  Mich. Ford Motor Co's  fourth-quarter earnings beat Wall Street expectations and the company reiterated a forecast that 2016 pre-tax profit would be equal to or higher than last year.,topStory
F,Ford Motor Company,20160128,Ford executives say they are open to partners on small cars ,DETROIT Ford Motor Co  Chief Executive Mark Fields said on Thursday he is "always open to talking with others" about partnerships on small cars.,normal
F,Ford Motor Company,20160128,UPDATE 3-Ford Motor earnings beat forecast  stock off after margin warning ,DEARBORN  Mich.  Jan 28 Ford Motor Co's  fourth-quarter earnings beat Wall Street expectations and the company reiterated a forecast that 2016 pretax profit would be equal to or higher than last year.,normal
F,Ford Motor Company,20160128,BRIEF-Ford motor - Q4 automotive revenue $37.9 bln vs. $33.8 bln a year earlier ,* Q4 automotive revenue $37.9 billion versus $33.8 billion a year earlier,normal
F,Ford Motor Company,20160128,BRIEF-Ford Motor reports quarterly earnings of $0.47 per share ,* Q4 net income $1.87 billion or $0.47 per share; Q4 earnings per share excluding items $0.58,normal
F,Ford Motor Company,20160128,Ford Motor quarterly profit beats Street expectations ,DEARBORN  Mich.  Jan 28 Ford Motor Co said Thursday that its fourth-quarter results beat Wall Street expectations  and it maintained a 2016 pretax profit forecast equal to or higher than last year.,normal
FCX,Freeport-McMoran Inc,20160128,UPDATE 2-Indonesia  Freeport fail to reach deal over copper export permit ,JAKARTA  Jan 28 Indonesia's government and Freeport McMoRan Inc on Thursday failed to reach a deal on extending the U.S. mining giant's six-month export permit  potentially halting shipments from the country's massive Grasberg copper and gold mine.,topStory
FCX,Freeport-McMoran Inc,20160128,BHP Billiton set to fund Aston Bay's Storm copper project ,TORONTO  Jan 28 The Canadian arm of mining giant BHP Billiton has signed a letter of intent to help fund exploration at Aston Bay Holdings Ltd's Storm copper project  Aston Bay said on Thursday.,normal
FCX,Freeport-McMoran Inc,20160128,Indonesia  Freeport in last-ditch talks to prevent halt in copper exports ,JAKARTA  Jan 28 Indonesia's government and Freeport McMoRan Inc are meeting on Thursday in last-ditch talks to prevent a halt in exports of copper concentrate from the U.S. mining giant's massive Grasberg mine in the province of Papua.,normal
FMS,Fresenius Medical Care Corporation,20160128,BRIEF-Fresenius medical care says Asia-Pac board member resigns ,* Roberto Fuste (64)  the management board member responsible for the region Asia-Pacific  has decided to resign   Further company coverage:,topStory
GEK,General Electric Capital Corporation,20160128,Electrolux stumbles to quarterly loss after GE deal collapses ,STOCKHOLM A failed attempt to buy General Electric's white goods business pushed Sweden's Electrolux into the red in the fourth quarter of 2015 and left the home appliances maker casting around for an alternative strategy.,topStory
GEK,General Electric Capital Corporation,20160128,UPDATE 2-Electrolux stumbles to quarterly loss after GE deal collapses ,* Professional products business could be expanded   (Writes through with context),normal
GEK,General Electric Capital Corporation,20160128,BRIEF-General Electric  Petrofac awarded contract to build electrical substations ,* contract award of more than £110 million to build onshore and offshore electrical substations,normal
GEK,General Electric Capital Corporation,20160128,RPT-Electrolux slumps to Q4 loss as GE deal collapse weighs ,STOCKHOLM  Jan 28 Home appliance maker Electrolux skidded to a slightly smaller than expected quarterly loss as costs for the aborted purchase of General Electric's white goods business weighed but marginally raised its North American market outlook.,normal
GEK,General Electric Capital Corporation,20160128,Electrolux slumps to Q4 loss as GE deal collapse weighs ,STOCKHOLM  Jan 28 Home appliance maker Electrolux skidded to a slightly smaller than expected quarterly loss as costs for the aborted purchase of General Electric's white goods business weighed but marginally raised its North American market outlook.,normal
GE,General Electric Company,20160128,Electrolux stumbles to quarterly loss after GE deal collapses ,STOCKHOLM A failed attempt to buy General Electric's white goods business pushed Sweden's Electrolux into the red in the fourth quarter of 2015 and left the home appliances maker casting around for an alternative strategy.,topStory
GE,General Electric Company,20160128,UPDATE 2-Electrolux stumbles to quarterly loss after GE deal collapses ,* Professional products business could be expanded   (Writes through with context),normal
GE,General Electric Company,20160128,BRIEF-General Electric  Petrofac awarded contract to build electrical substations ,* contract award of more than £110 million to build onshore and offshore electrical substations,normal
GE,General Electric Company,20160128,RPT-Electrolux slumps to Q4 loss as GE deal collapse weighs ,STOCKHOLM  Jan 28 Home appliance maker Electrolux skidded to a slightly smaller than expected quarterly loss as costs for the aborted purchase of General Electric's white goods business weighed but marginally raised its North American market outlook.,normal
GE,General Electric Company,20160128,Electrolux slumps to Q4 loss as GE deal collapse weighs ,STOCKHOLM  Jan 28 Home appliance maker Electrolux skidded to a slightly smaller than expected quarterly loss as costs for the aborted purchase of General Electric's white goods business weighed but marginally raised its North American market outlook.,normal
GM,General Motors Company,20160128,UPDATE 1-GM forms team for self-driving  electric cars ,DETROIT  Jan 28 General Motors Co said on Thursday it was creating a  team to speed up development of self-driving and electric cars  as it moves to expand its line-up of such vehicles.,topStory
GM,General Motors Company,20160128,CORRECTED-GM names executive to lead autonomous driving efforts ,DETROIT  Jan 28 General Motors Co said on Thursday it is reorganizing certain vehicle engineering operations to speed efforts to develop autonomous and electrified vehicles.,normal
GGP,GGP Inc,20160128,Exclusive: Brookfield mulls buying mall operator General Growth -sources ,Brookfield Asset Management Inc  has been exploring an acquisition in recent months of General Growth Properties Inc (GGP)   the U.S. mall operator with a market value of $24 billion  according to people familiar with the matter.,topStory
GGP,GGP Inc,20160128,Deals of the day-Mergers and acquisitions ,Jan 28 The following bids  mergers  acquisitions and disposals were reported by 2100 GMT on Thursday:,normal
GOL,Gol Linhas Aereas Inteligentes SA,20160128,BRIEF-Brazil airline Gol says pregnant travelers to Zika area can reschedule ,* Brazilian airline Gol says will allow pregnant travelers to zika regions to reschedule flights or receive credit  Further company coverage:    (Reporting By Rosalba O'Brien),topStory
GS,Goldman Sachs Group Inc (The),20160128,Investor calls on Yahoo  Viacom to take on 'Buffett-like' partners ,Jan 27 A vocal investor in Yahoo Inc  and Viacom Inc is calling for the boards of both companies to seek outside investments from strategic partners in the vein of legendary investor Warren Buffett to help boost the value of their stocks.,normal
HOG,Harley-Davidson Inc,20160128,Harley-Davidson's quarterly profit beats estimate; shares surge ,CHICAGO U.S. motorcycle maker Harley-Davidson Inc  reported a higher-than-expected quarterly profit on Monday despite a dip in global sales and said it would ship more vehicles during 2016  sending its stock up nearly 10 percent in early trading.,topStory
HOG,Harley-Davidson Inc,20160128,UPDATE 2-Harley-Davidson's quarterly profit beats estimate; shares surge ,CHICAGO  Jan 28 U.S. motorcycle maker Harley-Davidson Inc reported a higher-than-expected quarterly profit on Monday despite a dip in global sales and said it would ship more vehicles during 2016  sending its stock up nearly 10 percent in early trading.,normal
HOG,Harley-Davidson Inc,20160128,Harley-Davidson's quarterly profit falls on lower sales ,Jan 28 Iconic motorcycle maker Harley-Davidson Inc reported a 43.3 percent fall in quarterly profit  hurt by weak demand in the United States  its biggest market.,normal
HCA,HCA Healthcare Inc,20160128,Hospital operator HCA's profit higher than estimates ,HCA Holdings Inc   the largest for-profit hospital operator in the United States  reported a better-than-expected profit  helped by higher patient admissions  and also forecast a strong profit for the current year.,topStory
HCA,HCA Healthcare Inc,20160128,HCA Holdings reports higher fourth-quarter profit ,Jan 28 HCA Holdings Inc  the largest for-profit hospital operator in the United States  reported a 10.4 percent rise in quarterly profit  helped by higher patient admissions  especially in its emergency room services.,normal
HSY,Hershey Company (The),20160128,RPT-UPDATE 1-Hershey sales miss estimates on weak China demand  strong dollar ,Jan 28 Hershey Co reported a bigger-than-expected 5 percent drop in quarterly net sales  as continued weak demand in China and a strong dollar ate into the chocolate maker's revenue from outside North America.,topStory
HSY,Hershey Company (The),20160128,Hershey sales miss estimates on weak China demand  strong dollar ,Hershey Co  reported a bigger-than-expected 5 percent drop in quarterly net sales  as continued weak demand in China and a strong dollar ate into the chocolate maker's revenue from outside North America.,normal
HSY,Hershey Company (The),20160128,UPDATE 1-Hershey sales miss estimates on weak China demand  strong dollar ,Jan 28 Hershey Co reported a bigger-than-expected 5 percent drop in quarterly net sales  as continued weak demand in China and a strong dollar ate into the chocolate maker's revenue from outside North America.,normal
HSY,Hershey Company (The),20160128,Hershey sales fall 5 pct on weak demand in China  strong dollar ,Jan 28 Chocolate maker Hershey Co  reported a 5 percent drop in quarterly net sales  hurt by weak demand in China and a strong dollar.,normal
HTH,Hilltop Holdings Inc,20160128,Fitch Affirms Hilltop Holdings Inc.'s IDRs at 'BBB/F2'; Outlook Stable ,(The following statement was released by the rating agency) NEW YORK  January 28 (Fitch) Fitch Ratings has affirmed the long-term Issuer  Default Ratings (IDRs) at 'BBB' and short-term IDRs at 'F2' for Hilltop Holdings  Inc. (Hilltop) and PlainsCapital Bank. The Rating Outlook is Stable. A full list  of rating actions is provided at the end of this release. The ratings are supported by Hilltop's diverse business model for a bank of its  size  experienced and consistent management team  solid cap,topStory
HSBC,HSBC Holdings plc,20160128,HSBC curbs mortgage offering to Chinese citizens in U.S. ,NEW YORK/ VANCOUVER Europe's biggest lender HSBC will no longer provide mortgages to some Chinese nationals who buy real estate in the United States  a policy change that comes as Beijing is battling to stem a swelling crowd of citizens trying to get money out of China.,topStory
HSEA,HSBC Holdings plc,20160128,HSBC curbs mortgage offering to Chinese citizens in U.S. ,NEW YORK/ VANCOUVER Europe's biggest lender HSBC will no longer provide mortgages to some Chinese nationals who buy real estate in the United States  a policy change that comes as Beijing is battling to stem a swelling crowd of citizens trying to get money out of China.,topStory
HSEB,HSBC Holdings plc,20160128,HSBC curbs mortgage offering to Chinese citizens in U.S. ,NEW YORK/ VANCOUVER Europe's biggest lender HSBC will no longer provide mortgages to some Chinese nationals who buy real estate in the United States  a policy change that comes as Beijing is battling to stem a swelling crowd of citizens trying to get money out of China.,topStory
IBN,ICICI Bank Limited,20160128,ICICI Bank sees more pain ahead after Q3 bad loan surge ,MUMBAI ICICI Bank Ltd   India's biggest private sector lender by assets  saw its bad loans surge in the December quarter on a central bank order to reclassify some troubled loan accounts  and predicted sour assets will rise further this quarter.,topStory
IBN,ICICI Bank Limited,20160128,UPDATE 1-India's ICICI Bank sees more pain ahead after Q3 bad loan surge ,* Bad loans surge in Q3 on cenbank's asset classification order,normal
IBN,ICICI Bank Limited,20160128,India's ICICI Bank bad loans jump in Q3; net profit in line with estimates ,MUMBAI  Jan 28 ICICI Bank Ltd  India's biggest private sector lender by assets  reported a surge in bad loans for the December quarter partly due to a central bank direction to reclassify some troubled loan accounts as bad loans.,normal
ITG,Investment Technology Group Inc,20160128,Nasdaq CFO to leave company  joins ITG's board ,NEW YORK Lee Shavel  chief financial officer of Nasdaq Inc  is leaving the transatlantic exchange operator as of March 31 and is joining the board of directors of brokerage Investment Technology Group   the companies said on Thursday.,topStory
ITG,Investment Technology Group Inc,20160128,UPDATE 1-Nasdaq CFO to leave company  joins ITG's board ,NEW YORK  Jan 28 Lee Shavel  chief financial officer of Nasdaq Inc is leaving the transatlantic exchange operator as of March 31 and is joining the board of directors of brokerage Investment Technology Group  the companies said on Thursday.,normal
JPM,J P Morgan Chase & Co,20160128,J.P. Morgan to cut Argentina from NEXGEM frontier index ,LONDON Argentina will be cut from J.P. Morgan's frontier debt index on Friday due to its large weighting  but could see its weight in the bank's benchmark hard-currency emerging market debt index increase if Buenos Aires issues fresh debt  the bank said.,topStory
JNJ,Johnson & Johnson,20160128,J&J reportedly settles first transvaginal mesh suits ,Johnson & Johnson's Ethicon Inc unit has reportedly reached a $120 million deal to resolve as many as 3 000 lawsuits alleging that its transvaginal mesh products are defective  marking the first time the manufacturer has agreed to a group settlement in the litigation.,topStory
JNJ,Johnson & Johnson,20160128,Investor pressures J&J to consider split up: sources ,Artisan Partners  a major shareholder in Johnson & Johnson  has urged several activists to pressure the consumer products giant to consider major changes that include a potential split  according to sources and documents.             Artisan has asked Johnson & Johnson’s management to consider separating its three divisions – consumer products  pharmaceuticals and medical devices – into standalone companies in hopes of unlocking up to $90 billion in enterprise value  said sources fam,normal
JCI,Johnson Controls International plc,20160128,Johnson Controls revenue misses as automotive unit sales tumble ,U.S. auto parts maker Johnson Controls Inc  reported lower-than-expected first-quarter revenue  largely because of lower sales in its automotive seating and interiors business.,topStory
JCI,Johnson Controls International plc,20160128,UPDATE 2-Johnson Controls revenue misses as automotive unit sales tumble ,Jan 28 U.S. auto parts maker Johnson Controls Inc reported lower-than-expected first-quarter revenue  largely because of lower sales in its automotive seating and interiors business.,normal
JCI,Johnson Controls International plc,20160128,White House declines comment on Johnson Controls deal to buy Ireland-based Tyco ,WASHINGTON The White House on Wednesday declined to comment on the latest so-called tax-inversion deal by a major U.S. company  but said legislation was needed to close the loophole.,normal
JCI,Johnson Controls International plc,20160128,Johnson Controls revenue falls 7.2 pct ,Jan 28 U.S. auto parts maker Johnson Controls Inc reported a 7.2 percent fall in first-quarter revenue  hurt by lower sales in its automotive seating and interiors business.,normal
LYG,Lloyds Banking Group Plc,20160128,UPDATE 1-UK to postpone Lloyds share sales until markets calmer ,* Lloyds shares currently below break-even for government   (Adds analyst  Lloyds comments  detail  background),topStory
LYG,Lloyds Banking Group Plc,20160128,UK's Osborne says to postpone Lloyds share sales until markets calmer ,LONDON  Jan 28 British finance minister George Osborne said on Thursday that the government would postpone the sale of shares in bailed-out lender Lloyds Banking Group  due to the turmoil in the global financial markets.,normal
MRK,Merck & Company Inc,20160128,U.S. FDA approves Merck's new hepatitis C pill ,Jan 28 U.S. regulators on Thursday approved a new once-daily treatment for the liver-destroying hepatitis C virus made by Merck & Co Inc.,topStory
MRK,Merck & Company Inc,20160128,Bristol-Myers set to lead earnings parade in 2016  beyond ,Bristol-Myers Squibb Co  on Thursday positioned itself as a potential earnings pacesetter in 2016  with a forecast of up to 19 percent growth that eclipses profit gains expected by most other large drugmakers.,normal
MTU,Mitsubishi UFJ Financial Group Inc,20160128,MUFG picks Takashi Oyamada as chief of core banking unit ,TOKYO  Jan 28 Mitsubishi UFJ Financial Group Inc (MUFG) said on Thursday it has appointed Deputy President Takashi Oyamada to succeed Nobuyuki Hirano as the next president of its core banking unit  Bank of Tokyo-Mitsubishi UFJ  effective April 1.,topStory
