ACTG,Acacia Research Corporation,20150302,BRIEF-LifeWatch: suit brought against LifeWatch Services  Inc. by Acacia subsidiary dismissed ,* Says suit brought against LifeWatch Services  Inc. by Acacia subsidiary dismissed,topStory
BAC,Bank of America Corporation,20150302,Bank of America-Merrill's Asia global markets head quits: note ,SINGAPORE Loh Boon Chye  head of Asia-Pacific global markets for Bank of America Merrill Lynch  has decided to leave the firm  an internal note said  more than two years after joining the U.S. bank from Deutsche Bank.,normal
BAC,Bank of America Corporation,20150302,UPDATE 1-Bank of America-Merrill's Asia global markets head quits - note ,SINGAPORE  March 2 Loh Boon Chye  head of Asia-Pacific global markets for Bank of America Merrill Lynch  has decided to leave the firm  an internal note said  more than two years after joining the U.S. bank from Deutsche Bank.,normal
BAC,Bank of America Corporation,20150302,MOVES-Bank of America-Merrill's Asia global markets head Boon Chye leaves firm-note ,SINGAPORE  March 2 Boon Chye Loh  head of Asia-Pacific global markets for Bank of America Merrill Lynch  has decided to leave the firm  an internal note said.,normal
BCS,Barclays PLC,20150302,Barclays to set aside more for forex fines and customer compensation ,LONDON Barclays is expected to set aside more money for potential foreign exchange fines and to add to its compensation tab for UK customer mis-selling  eating into an expected slim rise in profits.,topStory
BSX,Boston Scientific Corporation,20150302,Boston Scientific to buy Endo's urology portfolio for $1.65 billion ,Medical device maker Boston Scientific Corp  said it will buy Endo International Plc's  American Medical Systems' men's and prostate health business for up to $1.65 billion.,topStory
BSX,Boston Scientific Corporation,20150302,UPDATE 1-Boston Scientific to buy Endo's urology portfolio for $1.65 bln ,March 2 Medical device maker Boston Scientific Corp said it will buy Endo International Plc's  American Medical Systems' men's and prostate health business for up to $1.65 billion.,normal
BSX,Boston Scientific Corporation,20150302,Boston Scientific to buy Endo's urology portfolio for up to $1.65 bln ,March 2 Boston Scientific Corp said it will acquire Endo International Plc's American Medical Systems urology portfolio for up to $1.65 billion.,normal
BTI,British American Tobacco plc,20150302,BRIEF-BAT begins tender process to appoint new external auditors ,* Commenced a competitive tender process to appoint new external auditors for 2015 onwards,topStory
CAH,Cardinal Health Inc,20150302,Cardinal to buy J&J vascular technology unit Cordis for $1.9 billion ,NEW YORK U.S. pharmaceutical and medical equipment maker Johnson & Johnson  said on Monday it agreed to sell its Cordis vascular technology unit to Cardinal Health  for $1.9 billion  completing its exit from the cardiovascular stent business.,topStory
CAH,Cardinal Health Inc,20150302,UPDATE 3-Cardinal to buy J&J vascular technology unit Cordis for $1.9 bln ,NEW YORK  March 2 U.S. pharmaceutical and medical equipment maker Johnson & Johnson said on Monday it agreed to sell its Cordis vascular technology unit to Cardinal Health for $1.9 billion  completing its exit from the cardiovascular stent business.,normal
CAH,Cardinal Health Inc,20150302,Cardinal to buy J&J vascular technology unit Cordis for $1.9 bln ,NEW YORK  March 2 Cardinal Health said on Monday that it would buy Johnson & Johnson's Cordis vascular technology unit for $1.9 billion and that the acquisition would boost 2017 earnings by 20 cents per share.,normal
CHA,China Telecom Corp Ltd,20150302,BRIEF-Nokia says wins large 4G deal from China Telecom ,* says wins largest non-Chinese vendor share in China Telecom's Phase 2 LTE tender,topStory
C,Citigroup Inc,20150302,Costco ties up with Citigroup  Visa for U.S. co-branded cards ,Warehouse club Costco Wholesale Corp  has chosen Citigroup Inc  and Visa Inc  to run its co-branded credit card starting next year  replacing American Express Co   which lost the coveted tie-up last month.,topStory
C,Citigroup Inc,20150302,UPDATE 3-Costco ties up with Citigroup  Visa for U.S. co-branded cards ,* Visa shares hit all-time high   (Adds comment from Citigroup CFO  analyst),normal
C,Citigroup Inc,20150302,Citigroup CFO sees markets revenue declining in first quarter ,NEW YORK Citigroup Inc  expects its revenue from fixed-income and equity markets to decline in the first quarter from a year earlier  largely because of a slow start in spread products and a hit during the January revaluation of the Swiss currency  Chief Financial Officer John Gerspach said on Monday.,normal
C,Citigroup Inc,20150302,UPDATE 2-Citigroup CFO sees markets revenue declining in first quarter ,NEW YORK  March 2 Citigroup Inc expects its revenue from fixed-income and equity markets to decline in the first quarter from a year earlier  largely because of a slow start in spread products and a hit during the January revaluation of the Swiss currency  Chief Financial Officer John Gerspach said on Monday.,normal
C,Citigroup Inc,20150302,Citigroup CFO sees markets revenue declining in first quarter ,NEW YORK  March 2 Citigroup Inc expects to see its revenue from fixed-income and equity markets decline in the first quarter from a year earlier  largely because of a slow start in spread products and a hit during the January revaluation of the Swiss currency  the company's chief financial officer said on Monday.,normal
C,Citigroup Inc,20150302,Costco ties up with Citigroup  Visa for co-branded credit cards ,March 2 Warehouse club retailer Costco Wholesale Corp said on Monday it had entered into agreements with Citigroup Inc and Visa Inc for co-branded credit cards.,normal
DLPH,Delphi Automotive plc,20150302,New Issue-Delphi Automotive prices 700 mln euro 2025 bond ,where assigned  and hit the newskey (F9 on Reuters terminals),topStory
DLPH,Delphi Automotive plc,20150302,Fitch Rates Delphi Automotive's Proposed Notes 'BBB' ,(The following statement was released by the rating agency) CHICAGO/NEW YORK  March 02 (Fitch) Fitch Ratings has assigned Delphi Automotive  PLC's (DLPH) proposed euro-denominated issuance of 10-year senior unsecured  notes a rating of 'BBB'. The note's rating is in line with DLPH's Issuer Default  Rating (IDR) of 'BBB'  which has a Stable Outlook. The proposed notes will be issued by DLPH  whereas the company's existing senior  unsecured notes have been issued by Delphi Corporation (Delphi)  a ,normal
DB,Deutsche Bank AG,20150302,Deutsche Bank co-CEO Fitschen faces trial over Kirch case ,MUNICH/FRANKFURT Deutsche Bank co-CEO Juergen Fitschen faces a lengthy trial connected to the Kirch bankruptcy after a court agreed to hear the case in a blow to one of Germany's most powerful bankers and a setback for its largest bank.,topStory
DB,Deutsche Bank AG,20150302,UPDATE 2-Deutsche Bank co-CEO Fitschen faces trial over Kirch case ,* Deutsche Bank says presumption of innocence applies   (Adds court statement  background  shareholder quote),normal
DB,Deutsche Bank AG,20150302,RPT-Deutsche Bank bets big on U.S. for investment bank growth ,NEW YORK  March 2 From its tower on Wall Street  Deutsche Bank enjoys a commanding view of lower Manhattan. Its target is to gain a presence in investment banking which is nearly as dominant.,normal
DB,Deutsche Bank AG,20150302,Munich court to allow trial of Deutsche Bank co-CEO Fitschen ,MUNICH  March 2 A German court has decided to try Deutsche Bank co-CEO Juergen Fitschen and four former executives at the bank in connection with the long-running Kirch bankruptcy case  a spokeswoman for the court said on Monday.,normal
XOM,Exxon Mobil Corporation,20150302,Berkshire's Buffett says sold Exxon Mobil stake for acquisition  stock buys ,NEW YORK Warren Buffett  Berkshire Hathaway's  billionaire chief executive officer  told CNBC on Monday that the company had sold its entire stake in Exxon Mobil Corp  because it could use the money in both an acquisition and stock purchases.,topStory
XOM,Exxon Mobil Corporation,20150302,Berkshire's Buffett says sold Exxon Mobil stake for acquisition  stock buys ,NEW YORK  March 2 Warren Buffett  Berkshire Hathaway's billionaire chief executive officer  told CNBC on Monday that the company had sold its entire stake in Exxon Mobil Corp because it could use the money in both an acquisition and stock purchases.,normal
FCAU,Fiat Chrysler Automobiles NV,20150302,BRIEF-UK government and FCA launch pensions fees study ,* Financial conduct authority (FCA) and department for work and pensions (dwp) have today published a joint call for evidence on disclosure of transaction cost information for workplace pension schemes.,topStory
FCX,Freeport-McMoran Inc,20150302,UPDATE 2-Indonesia sets Newmont deadline for Freeport smelter deal ,JAKARTA  March 2 Newmont Mining Corp's  Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,topStory
FCX,Freeport-McMoran Inc,20150302,Indonesia sets Newmont deadline for Freeport smelter deal ,JAKARTA Newmont Mining Corp's Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,normal
FCX,Freeport-McMoran Inc,20150302,Indonesia sets Newmont deadline for Freeport smelter deal ,JAKARTA Newmont Mining Corp's Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,normal
FCX,Freeport-McMoran Inc,20150302,REFILE-UPDATE 1-Indonesia sets Newmont deadline for Freeport smelter deal ,JAKARTA  March 2 Newmont Mining Corp's  Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,normal
FCX,Freeport-McMoran Inc,20150302,Indonesia give Newmont three weeks to strike smelter deal ,JAKARTA  March 2 Newmont Mining Corp's  Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,normal
GFA,Gafisa SA,20150302,Brazil's Gafisa still working on eventual spinoff of Tenda unit ,SAO PAULO  March 2 Brazilian homebuilder Gafisa SA is still working on an eventual spinoff of its low-income Tenda unit despite uncertainties about financial markets  executives told analysts on a Monday conference call.   (Reporting by Brad Haynes and Alberto Alerigi Jr.; Editing by Chizu Nomiyama),topStory
GM,General Motors Company,20150302,GM aims to boost GMC truck brand's U.S. market share ,DETROIT General Motors Co wants to boost the U.S. market share for its GMC truck brand by two-thirds over the next decade by advertising more heavily and introducing new vehicles  a top executive said on Monday.,topStory
GM,General Motors Company,20150302,GM aims to boost GMC truck brand's U.S. market share ,DETROIT  March 2 General Motors Co wants to boost the U.S. market share for its GMC truck brand by two-thirds over the next decade by advertising more heavily and introducing new vehicles  a top executive said on Monday.,normal
GM,General Motors Company,20150302,Buffett questions putting activist on GM board ,DETROIT Berkshire Hathaway Chief Executive Warren Buffett  one of the largest shareholders in General Motors Co   said on Monday he would be wary of putting former U.S. autos task force member Harry Wilson or anyone else on the company's board if the focus was on the short-term performance of the automaker. | Video ,normal
GM,General Motors Company,20150302,UPDATE 1-Buffett questions putting activist on GM board ,DETROIT  March 2 Berkshire Hathaway Chief Executive Warren Buffett  one of the largest shareholders in General Motors Co  said on Monday he would be wary of putting former U.S. autos task force member Harry Wilson or anyone else on the company's board if the focus was on the short-term performance of the automaker.,normal
GNW,Genworth Financial Inc,20150302,UPDATE 1-Genworth spots "material weakness" in controls over accounting ,March 2 Life and mortgage insurer Genworth Financial Inc said it identified "material weakness" in its control over financial reporting  due to which it failed to spot a $44 million after-tax calculation error.,topStory
GNW,Genworth Financial Inc,20150302,Genworth spots 'material weakness' in controls over accounting ,Life and mortgage insurer Genworth Financial Inc said it identified "material weakness" in its control over financial reporting  due to which it failed to spot a $44 million after-tax calculation error.,normal
GNW,Genworth Financial Inc,20150302,Genworth spots "material weakness" in controls over accounting ,March 2 Life and mortgage insurer Genworth Financial Inc said it identified "material weakness" in its control over financial reporting  due to which it failed to spot a $44 million after-tax calculation error.,normal
GSK,GlaxoSmithKline PLC,20150302,GSK and Novartis complete deals to reshape both drugmakers ,LONDON GlaxoSmithKline  and Novartis  said on Monday they had completed a series of asset swaps worth more than $20 billion that will reshape both drugmakers. | Video ,topStory
GSK,GlaxoSmithKline PLC,20150302,UPDATE 1-GSK and Novartis complete deals to reshape both drugmakers ,LONDON  March 2 GlaxoSmithKline and Novartis said on Monday they had completed a series of asset swaps worth more than $20 billion that will reshape both drugmakers.,normal
GSK,GlaxoSmithKline PLC,20150302,GSK and Novartis complete deals to reshape both drugmakers ,LONDON  March 2 GlaxoSmithKline and Novartis said on Monday they had completed a series of asset swaps worth more than $20 billion that will reshape both drugmakers.,normal
HON,Honeywell International Inc,20150302,Honeywell  OneWeb partner to offer satellite internet to aircraft ,NEW YORK Honeywell International Inc said on Monday it has teamed up with satellite internet startup OneWeb Ltd to expand the high-speed data services it offers to aircraft.,topStory
HON,Honeywell International Inc,20150302,Honeywell  OneWeb partner to offer satellite internet to aircraft ,NEW YORK  March 2 Honeywell International Inc  said on Monday it has teamed up with satellite internet startup OneWeb Ltd to expand the high-speed data services it offers to aircraft.,normal
HPQ,HP Inc,20150302,Former HP chairman admits 'mistake' in venture firm sexism trial ,SAN FRANCISCO Onetime highflying tech executive Ray Lane testified on Monday during a sex discrimination trial involving his former employer  Kleiner Perkins Caufield & Byers  that he made a mistake in judgment involving the harassment of a female venture capitalist at the firm.,topStory
HPQ,HP Inc,20150302,US STOCKS-Wall St. rallies; Nasdaq hits highest level since 2000 ,* Markit manufacturing hits 4-month high  ISM hits 13-month low,normal
HPQ,HP Inc,20150302,Former HP chairman admits 'mistake' in venture firm sexism trial ,SAN FRANCISCO Onetime highflying tech executive Ray Lane testified on Monday during a sex discrimination trial involving his former employer  Kleiner Perkins Caufield & Byers  that he made a mistake in judgment involving the harassment of a female venture capitalist at the firm.,normal
HPQ,HP Inc,20150302,UPDATE 1-Former HP chairman admits 'mistake' in venture firm sexism trial ,SAN FRANCISCO  March 2 Onetime highflying tech executive Ray Lane testified on Monday during a sex discrimination trial involving his former employer  Kleiner Perkins Caufield & Byers  that he made a mistake in judgment involving the harassment of a female venture capitalist at the firm.,normal
HPQ,HP Inc,20150302,US STOCKS-U.S. stocks rally; Nasdaq hits highest level since 2000 ,* Markit manufacturing hits 4-month high  ISM hits 13-month low,normal
HPQ,HP Inc,20150302,Deals of the day- Mergers and acquisitions ,March 2 The following bids  mergers  acquisitions and disposals were reported by 2100 GMT on Monday:,normal
HPQ,HP Inc,20150302,US STOCKS-Wall St advances after data and deals; Nasdaq hits 5 000 ,* Markit manufacturing hits 4-month high  ISM hits 13-month low,normal
HPQ,HP Inc,20150302,HP to buy Wi-Fi gear maker Aruba Networks for $2.7 billion ,Hewlett-Packard Co  said it would buy Wi-Fi network gear maker Aruba Networks Inc  for about $2.7 billion  the biggest deal for the world's No. 2 PC maker since its botched acquisition of Britain's Autonomy Plc in 2011. | Video ,normal
HPQ,HP Inc,20150302,UPDATE 3-HP to buy Wi-Fi gear maker Aruba Networks for $2.7 bln ,* Aruba shares fall 1.45 pct; HP marginally down   (Adds analysts' comments  details),normal
HPQ,HP Inc,20150302,Former HP chairman to testify in venture firm sexism trial ,SAN FRANCISCO  March 2 Onetime highflying tech executive Ray Lane is expected to testify Monday in a discrimination and retaliation trial involving his former employer  Kleiner Perkins Caufield & Byers  the investment firm that has backed companies from Google Inc to Amazon.com Inc.,normal
HSBC,HSBC Holdings plc,20150302,UPDATE 2-China Feb HSBC PMI at 7-month high but more rate cuts seen on the cards ,* Further policy steps needed to support economy   (Adds analyst quotes  details),topStory
HSEA,HSBC Holdings plc,20150302,UPDATE 2-China Feb HSBC PMI at 7-month high but more rate cuts seen on the cards ,* Further policy steps needed to support economy   (Adds analyst quotes  details),topStory
HSEB,HSBC Holdings plc,20150302,UPDATE 2-China Feb HSBC PMI at 7-month high but more rate cuts seen on the cards ,* Further policy steps needed to support economy   (Adds analyst quotes  details),topStory
IBM,International Business Machines Corporation,20150302,IBM shareholder sues company  alleging it overvalued chip unit ,NEW YORK IBM Corp was sued on Monday by a shareholder that said it committed securities fraud by failing to write down a money-losing semiconductor unit before agreeing to pay another company $1.5 billion to take that unit off its hands.,topStory
IBM,International Business Machines Corporation,20150302,IBM shareholder sues company  alleging it overvalued chip unit ,NEW YORK IBM Corp was sued on Monday by a shareholder that said it committed securities fraud by failing to write down a money-losing semiconductor unit before agreeing to pay another company $1.5 billion to take that unit off its hands.,normal
IBM,International Business Machines Corporation,20150302,IBM shareholder sues company  alleging it overvalued chip unit ,NEW YORK  March 2 IBM Corp was sued on Monday by a shareholder that said it committed securities fraud by failing to write down a money-losing semiconductor unit before agreeing to pay another company $1.5 billion to take that unit off its hands.,normal
IBM,International Business Machines Corporation,20150302,Ericsson joins with Intel to help telecoms firms get in the cloud ,BARCELONA Telecom equipment maker Ericsson and chipmaker Intel have agreed a partnership deal to help network operator customers build datacenters  putting them on a more competitive footing against big  cloud-based Internet firms such as Google  Facebook and Amazon.,normal
IBM,International Business Machines Corporation,20150302,Ericsson joins with Intel to help telecoms firms get in the cloud ,BARCELONA  March 2 Telecom equipment maker Ericsson and chipmaker Intel have agreed a partnership deal to help network operator customers build datacentres  putting them on a more competitive footing against big  cloud-based Internet firms such as Google  Facebook and Amazon.,normal
IBM,International Business Machines Corporation,20150302,Buffett says 'no jockeying' between Jain  Abel for top post: CNBC ,NEW YORK Warren Buffett  the billionaire chief executive officer and chairman of Berkshire Hathaway   told CNBC on Monday that Berkshire executives Ajit Jain and Greg Abel were not angling for the top Berkshire job. | Video ,normal
IBM,International Business Machines Corporation,20150302,UPDATE 4-Buffett says "no jockeying" between Jain  Abel for top post-CNBC ,NEW YORK  March 2 Warren Buffett  the billionaire chief executive officer and chairman of Berkshire Hathaway  told CNBC on Monday that Berkshire executives Ajit Jain and Greg Abel were not angling for the top Berkshire job.,normal
IBM,International Business Machines Corporation,20150302,Buffett says 'no jockeying' between Jain  Abel for top post-CNBC ,NEW YORK Warren Buffett  the billionaire chief executive officer and chairman of Berkshire Hathaway   told CNBC on Monday that Berkshire executives Ajit Jain and Greg Abel were not angling for the top Berkshire job.,normal
JPM,J P Morgan Chase & Co,20150302,MOVES- U.S. Bancorp  Financial Reporting Council  JP Morgan ,March 2 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
JPM,J P Morgan Chase & Co,20150302,Hedge fund Kerrisdale says Webster should consider spinoff ,BOSTON Hedge fund Kerrisdale Capital on Monday urged Webster Financial Corp to consider spinning off its health savings business from its main banking operations  a move it said could boost the company's share price by 36 percent.,normal
JPM,J P Morgan Chase & Co,20150302,UPDATE 1-Hedge fund Kerrisdale says Webster should consider spinoff ,BOSTON  March 2 Hedge fund Kerrisdale Capital on Monday urged Webster Financial Corp to consider spinning off its health savings business from its main banking operations  a move it said could boost the company's share price by 36 percent.,normal
JPM,J P Morgan Chase & Co,20150302,MOVES-JP Morgan names Callum Mitchell-Thomson head of investment banking  Germany ,March 2 Wall Street bank JP Morgan Chase & Co  appointed Callum Mitchell-Thomson head of investment banking for Germany  according to an internal memo seen by Reuters on Monday.,normal
JPM,J P Morgan Chase & Co,20150302,Metals industry veteran Schirmeister departs JP Morgan ,MELBOURNE  March 2 Metals industry veteran Christian Schirmeister has left JP Morgan  one of the last members standing of what was once Metallgesellschaft AG  a company that defined an era of trade in metals.,normal
JNJ,Johnson & Johnson,20150302,Deals of the day- Mergers and acquisitions ,March 2 The following bids  mergers  acquisitions and disposals were reported by 2100 GMT on Monday:,topStory
JNJ,Johnson & Johnson,20150302,Cardinal to buy J&J vascular technology unit Cordis for $1.9 billion ,NEW YORK U.S. pharmaceutical and medical equipment maker Johnson & Johnson  said on Monday it agreed to sell its Cordis vascular technology unit to Cardinal Health  for $1.9 billion  completing its exit from the cardiovascular stent business.,normal
JNJ,Johnson & Johnson,20150302,UPDATE 3-Cardinal to buy J&J vascular technology unit Cordis for $1.9 bln ,NEW YORK  March 2 U.S. pharmaceutical and medical equipment maker Johnson & Johnson said on Monday it agreed to sell its Cordis vascular technology unit to Cardinal Health for $1.9 billion  completing its exit from the cardiovascular stent business.,normal
JNJ,Johnson & Johnson,20150302,Cardinal to buy J&J vascular technology unit Cordis for $1.9 bln ,NEW YORK  March 2 Cardinal Health said on Monday that it would buy Johnson & Johnson's Cordis vascular technology unit for $1.9 billion and that the acquisition would boost 2017 earnings by 20 cents per share.,normal
K,Kellogg Company,20150302,New Issue-Kellogg prices 600 mln euro 2025 bond ,where assigned  and hit the newskey (F9 on Reuters terminals),topStory
PHG,Koninklijke Philips NV,20150302,Buyout groups line up bids for Philips' lighting business: sources ,FRANKFURT Philips'  sale of the majority of its lighting components business is nearing an end as buyout groups are lining up final bids  three sources said on Monday.,topStory
PHG,Koninklijke Philips NV,20150302,Buyout groups line up bids for Philips' lighting business - sources ,FRANKFURT  March 2 Philips' sale of the majority of its lighting components business is nearing an end as buyout groups are lining up final bids  three sources said on Monday.,normal
LDOS,Leidos Holdings Inc,20150302,Exclusive: Science Applications to buy Scitor for $790 million ,Science Applications International Corp  a provider of information technology and engineering services to governments  said on Sunday it will acquire Scitor Corp  a smaller peer  for $790 million in cash.,topStory
LMT,Lockheed Martin Corporation,20150302,Lockheed sees shift in focus on infrastructure cyber security ,WASHINGTON Lockheed Martin Corp  the Pentagon's No. 1 supplier  said it has seen a "sea change" in demand for cyber security services in critical infrastructure areas such as energy  oil and gas  and financial institutions over the past 18 months.,topStory
LMT,Lockheed Martin Corporation,20150302,Lockheed sees shift in focus on infrastructure cybersecurity ,WASHINGTON  March 2 Lockheed Martin Corp   the Pentagon's No. 1 supplier  said it has seen a "sea change" in demand for cybersecurity services in critical infrastructure areas such as energy  oil and gas  and financial institutions over the past 18 months.,normal
LMT,Lockheed Martin Corporation,20150302,Lockheed invests in Rocket Lab's U.S. unit to keep pace with innovation ,WASHINGTON Lockheed Martin Corp said on Monday it had made a strategic investment in the U.S. unit of New Zealand's Rocket Lab  which is building a carbon-composite rocket  the Electron  to launch small satellites into orbit for less than $5 million.,normal
LMT,Lockheed Martin Corporation,20150302,Lockheed invests in Rocket Lab's U.S. unit to keep pace with innovation ,WASHINGTON  March 2 Lockheed Martin Corp  said on Monday it had made a strategic investment in the U.S. unit of New Zealand's Rocket Lab  which is building a carbon-composite rocket  the Electron  to launch small satellites into orbit for less than $5 million.,normal
LL,Lumber Liquidators Holdings Inc,20150302,Lumber Liquidators stock sinks on news report on safety problems ,NEW YORK Shares of Lumber Liquidators Holdings Inc  were down more than 20 percent on Monday after the CBS news program "60 Minutes" said its products failed to meet safety standards  allegations the hardwood flooring retailer denied.,topStory
LL,Lumber Liquidators Holdings Inc,20150302,UPDATE 2-Lumber Liquidators stock sinks on news report on safety problems ,NEW YORK  March 2 Shares of Lumber Liquidators Holdings Inc were down more than 20 percent on Monday after the CBS news program "60 Minutes" said its products failed to meet safety standards  allegations the hardwood flooring retailer denied.,normal
LL,Lumber Liquidators Holdings Inc,20150302,CORRECTED-BRIEF-Lumber Liquidators responds to '60 Minutes' report ,March 2 Lumber Liquidators Holdings Inc :  * In light of Sunday night's '60 minutes' episode featuring co  the company is providing statement:  * Says "our laminate floors are completely safe to use as intended"  * "We believe that '60 minutes' used an improper test method in its reporting that is not included in carb s regulations"  * "Immediately reached out to the Chinese suppliers included in the (60 minutes) story"  * Says Chinese suppliers have confirmed that all products provi,normal
LL,Lumber Liquidators Holdings Inc,20150302,Lumber Liquidators flooring fails safety tests: '60 minutes' ,Lumber Liquidators Holdings Inc  a retailer of hardwood flooring in North America  sold flooring with higher levels of formaldehyde than permitted under California's health and safety standards  according to television news program "60 Minutes".,normal
LL,Lumber Liquidators Holdings Inc,20150302,Lumber Liquidators flooring does not meet safety standards - "60 minutes" ,March 1 Lumber Liquidators Holdings Inc  a retailer of hardwood flooring in North America  sold flooring containing levels of formaldehyde that were higher than those permitted under California's health and safety standards  according to television news program "60 Minutes".,normal
MDT,Medtronic plc,20150302,U.S. court orders new trial for damages in Medtronic patent case ,A U.S. appeals court on Monday ruled that a federal jury had erred in 2011 when it awarded medical technology company Medtronic Plc $101.2 million in a patent infringement case  and ordered a new trial to determine damages.,topStory
MDT,Medtronic plc,20150302,U.S. court orders new trial for damages in Medtronic patent case ,A U.S. appeals court on Monday ruled that a federal jury had erred in 2011 when it awarded medical technology company Medtronic Plc $101.2 million in a patent infringement case  and ordered a new trial to determine damages.,normal
MDT,Medtronic plc,20150302,U.S. court orders new trial for damages in Medtronic patent case ,March 2 A U.S. appeals court on Monday ruled that a federal jury had erred in 2011 when it awarded medical technology company Medtronic Plc $101.2 million in a patent infringement case  and ordered a new trial to determine damages.,normal
MET,MetLife Inc,20150302,Fitch Rates MetLife's Debt Issuance 'A-' ,(The following statement was released by the rating agency) CHICAGO  March 02 (Fitch) Fitch Ratings has assigned an 'A-' rating to MetLife   Inc.'s (MetLife) issuance of $500 million of senior unsecured notes due 2025 and  $1 billion of senior unsecured notes due 2045. KEY RATING DRIVERS Fitch expects that the proceeds from the issuance will be used to repay $1  billion of 5.00% senior notes that mature on June 15  2015 and for general  corporate purposes. MetLife's ratings reflect Fitch's view ,topStory
MTU,Mitsubishi UFJ Financial Group Inc,20150302,THAILAND PRESS-Japan's MUFG believes synergy will boost mutual prosperity-The Nation ,By size  Japan's Mitsubishi UFJ Financial Group Inc (MUFG)  is the world's sixth-largest lender  while Bank of Ayudhya Pcl is the fifth-largest lender in Thailand.,topStory
MS,Morgan Stanley,20150302,Morgan Stanley in settlement talks with NY attorney general-source ,NEW YORK Morgan Stanley is in discussions with New York's attorney general to settle accusations that the Wall Street bank mishandled subprime mortgage deals before the 2008 financial crisis  a person familiar with the matter said on Monday.,topStory
MS,Morgan Stanley,20150302,Morgan Stanley in settlement talks with NY attorney general: source ,NEW YORK Morgan Stanley is in discussions with New York's attorney general to settle accusations that the Wall Street bank mishandled subprime mortgage deals before the 2008 financial crisis  a person familiar with the matter said on Monday.,normal
MS,Morgan Stanley,20150302,UPDATE 2-Morgan Stanley in settlement talks with NY attorney general-source ,NEW YORK  March 2 Morgan Stanley is in discussions with New York's attorney general to settle accusations that the Wall Street bank mishandled subprime mortgage deals before the 2008 financial crisis  a person familiar with the matter said on Monday.,normal
MS,Morgan Stanley,20150302,Buyout groups line up bids for Philips' lighting business: sources ,FRANKFURT Philips'  sale of the majority of its lighting components business is nearing an end as buyout groups are lining up final bids  three sources said on Monday.,normal
MS,Morgan Stanley,20150302,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters March 02  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  now click on Related Co Data  now click on Co Events.                ,normal
NBR,Nabors Industries Ltd,20150302,REFILE-UPDATE 1-Nabors swings to loss in 4th-qtr as drilling activity slows ,March 2 Offshore driller Nabors Industries Ltd  swung to a quarterly loss  hurt by a fall in drilling activity amid a slump in global crude prices.,topStory
NBR,Nabors Industries Ltd,20150302,REFILE-Nabors posts quarterly loss as drilling activity slows ,March 2 Offshore driller Nabors Industries Ltd  reported a quarterly loss  hurt by lower drilling activity amid a slump in global crude prices.,normal
NEM,Newmont Mining Corporation,20150302,UPDATE 2-Indonesia sets Newmont deadline for Freeport smelter deal ,JAKARTA  March 2 Newmont Mining Corp's  Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,topStory
NEM,Newmont Mining Corporation,20150302,Indonesia sets Newmont deadline for Freeport smelter deal ,JAKARTA Newmont Mining Corp's Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,normal
NEM,Newmont Mining Corporation,20150302,Indonesia sets Newmont deadline for Freeport smelter deal ,JAKARTA Newmont Mining Corp's Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,normal
NEM,Newmont Mining Corporation,20150302,REFILE-UPDATE 1-Indonesia sets Newmont deadline for Freeport smelter deal ,JAKARTA  March 2 Newmont Mining Corp's  Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,normal
NEM,Newmont Mining Corporation,20150302,Indonesia give Newmont three weeks to strike smelter deal ,JAKARTA  March 2 Newmont Mining Corp's  Indonesian copper export permit will not be renewed beyond March 19 unless it strikes a deal with Freeport-McMoRan Inc to invest in the latter's planned smelter  a mines ministry official said on Monday.,normal
NVO,Novo Nordisk A/S,20150302,Novo Nordisk increases NNIT offer price range ,COPENHAGEN  March 2 Denmark's Novo Nordisk  has increased the price range for the initial public offering of its IT services unit NNIT   NNIT said on Monday.,topStory
