AMZN,Amazoncom Inc,20150212,Exclusive - Survey: Trouble for Amazon Prime's two-day deliveries? ,SAN FRANCISCO/CHICAGO Amazon.com Inc packages ordered by its Prime members regularly arrived late during the holidays  a Reuters/Ipsos survey shows  reflecting the strain on the logistics network that transformed the company into an e-commerce powerhouse.,topStory
CBS,CBS Corporation,20150212,Thursday night football helps CBS beat estimates ,CBS Corp  owner of the most-watched U.S. TV network  reported slightly higher-than-expected quarterly revenue and profit  helped by its Thursday night football broadcasts.,topStory
CBS,CBS Corporation,20150212,CBS CEO says company strong by itself  does not need partners ,LOS ANGELES CBS Corp Chief Executive Officer Leslie Moonves  when asked if he was considering any potential mergers  said the media company is performing well on its own.,normal
CBS,CBS Corporation,20150212,CBS CEO says company strong by itself  does not need partners ,LOS ANGELES  Feb 12 CBS Corp Chief Executive Officer Leslie Moonves  when asked if he was considering any potential mergers  said the media company is performing well on its own.,normal
CBS,CBS Corporation,20150212,UPDATE 1-Thursday night football helps CBS beat estimates ,Feb 12 CBS Corp  owner of the most-watched U.S. TV network  reported slightly higher-than-expected quarterly revenue and profit  helped by its Thursday night football broadcasts.,normal
CBS,CBS Corporation,20150212,Thursday night football lifts CBS revenue ,Feb 12 CBS Corp  owner of the most-watched U.S. television network  reported a 3 percent rise in quarterly revenue  helped by its Thursday night football broadcasts.,normal
CVE,Cenovus Energy Inc,20150212,UPDATE 2-Canada's Cenovus Energy to cut 800 jobs as losses deepen ,CALGARY  Alberta  Feb 12 Cenovus Energy Inc   Canada's second-largest independent oil producer  said on Thursday it will cut about 800 jobs and may slash its 2015 capital budget for a third time if oil  prices continue to weaken.,topStory
CVE,Cenovus Energy Inc,20150212,UPDATE 3-Hercules Offshore cuts jobs  salaries to rein in costs ,* Shares rise as much as 13 pct   (Adds details from conference call  updates shares),normal
CVE,Cenovus Energy Inc,20150212,Cenovus Energy says it has room for further spending cuts ,CALGARY  Alberta  Feb 12 Cenovus Energy Inc   Canada's No. 2 independent oil producer  said on Thursday that it could cut another C$500 million ($400.6 million) from its 2015 capital spending budget if oil prices fall further.,normal
CVE,Cenovus Energy Inc,20150212,Cenovus Energy to cut 15 pct jobs  reports bigger loss ,Feb 12 Cenovus Energy Inc  Canada's second-largest independent oil producer  said it would cut 15 percent jobs and reported a much bigger quarterly loss  hurt by weak oil prices.,normal
LFC,China Life Insurance Company Limited,20150212,BRIEF-China Life Insurance's premium income at about 85.9 bln yuan in Jan ,* Says premium income at about 85.9 billion yuan  ($13.75 billion) in January,topStory
CHA,China Telecom Corp Ltd,20150212,Merger speculation sends Chinese telecom shares higher ,BEIJING Shares of all three Chinese telecommunications carriers rose on Thursday following speculation on social media of consolidation in the sector that would see China Telecom Corp Ltd and China Unicom merge.,topStory
CHU,China Unicom (Hong Kong) Ltd,20150212,Merger speculation sends Chinese telecom shares higher ,BEIJING Shares of all three Chinese telecommunications carriers rose on Thursday following speculation on social media of consolidation in the sector that would see China Telecom Corp Ltd and China Unicom merge.,topStory
KO,Coca-Cola Company (The),20150212,Ukraine ceasefire boost for Coca Cola bottler helps FTSE ,* Rio Tinto up on buyback plan and higher dividend   (Updates prices),topStory
KO,Coca-Cola Company (The),20150212,Ukraine ceasefire boost for Coca Cola bottler helps FTSE ,LONDON  Feb 12 Britain's top share index rose on Thursday  with bottler Coca Cola HBC leading the market higher after news of a general ceasefire from Sunday in Ukraine's east  where Kiev is fighting pro-Russian separatists.,normal
CAG,ConAgra Brands Inc,20150212,ConAgra names Sean Connolly CEO  cuts profit forecast ,ConAgra Foods Inc   the maker of Slim Jim beef jerky and Chef Boyardee pasta  appointed former Hillshire Brands Co Chief Executive Sean Connolly its CEO  replacing Gary Rodkin.,topStory
CAG,ConAgra Brands Inc,20150212,ConAgra names Sean Connolly CEO  cuts 2015 profit forecast ,Feb 12 ConAgra Foods Inc  the maker of Slim Jim beef jerky and Chef Boyardee pasta  appointed former Hillshire Brands Co Chief Executive Sean Connolly its CEO  replacing Gary Rodkin.,normal
COP,ConocoPhillips,20150212,Oil's fall rocks already reeling Polish shale gas hopes ,WARSAW  Feb 12 Poland  once Europe's greatest hope for shale energy  is reeling from a rapid change in fortunes as U.S. companies walk away and low oil prices postpone any realistic start to commercial drilling.,topStory
DB,Deutsche Bank AG,20150212,MOVES-Deutsche shakes up CMTS as Bhattacharyya heads to LatAm ,LONDON  Feb 12 (IFR) - Deutsche Bank has promoted Niels Ackerman and Lorenzo Frontini to head its capital markets and treasury solutions business in Western Europe  after previous boss Raj Bhattacharyya was moved to head the overall investment bank in Latin America.,topStory
DB,Deutsche Bank AG,20150212,Commerzbank CEO declines to comment on Deutsche's Postbank ,FRANKFURT Commerzbank  chief executive Martin Blessing declined to comment when asked whether his bank would be interested in taking part in a possible sale or bourse listing of the Postbank  retail unit owned by rival Deutsche Bank .,normal
DB,Deutsche Bank AG,20150212,Commerzbank CEO declines to comment on Deutsche's Postbank ,FRANKFURT  Feb 12 Commerzbank chief executive Martin Blessing declined to comment when asked whether his bank would be interested in taking part in a possible sale or bourse listing of the Postbank retail unit owned by rival Deutsche Bank.,normal
DUK,Duke Energy Corporation,20150212,Apple deal  tax change could spark corporate solar stampede ,Feb 11 Apple Inc's deal to buy nearly $1 billion of power from a massive First Solar Inc  plant could be the first of a stampede of contracts driven by the looming change in a solar tax incentive that makes such projects particularly attractive.,normal
DUKH,Duke Energy Corporation,20150212,Apple deal  tax change could spark corporate solar stampede ,Feb 11 Apple Inc's deal to buy nearly $1 billion of power from a massive First Solar Inc  plant could be the first of a stampede of contracts driven by the looming change in a solar tax incentive that makes such projects particularly attractive.,normal
E,ENI SpA,20150212,REFILE-Prosecutors request trial for Eni and Saipem on Algeria corruption ,MILAN  Feb 12 Italian prosecutors have asked for oil major Eni and its subsidiary Saipem to be put on trial on charges Saipem paid bribes to win contracts in Algeria  a judicial source said on Thursday.,topStory
XOM,Exxon Mobil Corporation,20150212,Exclusive: Exxon wants five-year Beaumont pact to avert strikes during buildout - sources ,HOUSTON Exxon Mobil Corp's  push to persuade workers at its Beaumont  Texas refinery to sign a five-year contract  nearly twice as long as the last one  is part of an effort to avert labor stoppages during a possible expansion that could make it the largest such plant in the United States  sources familiar with refinery operations said.,topStory
F,Ford Motor Company,20150212,Ford to build new carbon fiber GT car in Ontario ,TORONTO Ford Motor Co  will build its new GT carbon fiber supercar in Markham  Ontario  the company announced at the Canadian International Auto Show on Thursday.,topStory
F,Ford Motor Company,20150212,Ford to build new carbon fiber GT car in Ontario ,TORONTO  Feb 12 Ford Motor Co will build its new GT carbon fiber supercar in Markham  Ontario  the company announced at the Canadian International Auto Show on Thursday.,normal
F,Ford Motor Company,20150212,Ford defect suit fell short without expert witness - 7th Circuit ,A federal appeals court Wednesday affirmed the dismissal of a products liability lawsuit against Ford Motor Co  ruling that plaintiffs' failure to produce an expert witness had doomed their attempts to prove that their 2003 Mercury Mountaineer was defective.,normal
FIG,Fortress Investment Group LLC,20150212,BRIEF-Eurocastle announces a new investment in Unicredit Credit Management Bank ,* Announces a new investment in Unicredit Credit Management Bank and a portfolio of non-performing loans,topStory
GM,General Motors Company,20150212,Record number of vehicles recalled in U.S. last year: regulator ,WASHINGTON A record 63.9 million vehicles were recalled in the United States last year  the U.S. auto safety regulator said on Thursday  led by high-profile recalls of General Motors Co ignition switches and Takata Corp air bags.,topStory
GM,General Motors Company,20150212,Record number of vehicles recalled in U.S. last year -regulator ,WASHINGTON  Feb 12 A record 63.9 million vehicles were recalled in the United States last year  the U.S. auto safety regulator said on Thursday  led by high-profile recalls of General Motors Co ignition switches and Takata Corp air bags.,normal
GM,General Motors Company,20150212,Record number of vehicles recalled in U.S. last year -regulator ,WASHINGTON  Feb 12 A record 63.9 million vehicles were recalled in the United States last year  the U.S. auto safety regulator said on Thursday  led by high-profile recalls of General Motors Co ignition switches and Takata Corp air bags.,normal
GM,General Motors Company,20150212,Exclusive: GM turns to banks to help deal with activist investor group ,DETROIT/NEW YORK General Motors Co  has turned to two investment banks to help it come up with a response to a shareholder group demanding $8 billion in stock buybacks and a seat on the board of the No. 1 U.S. automaker  the company told Reuters.,normal
GM,General Motors Company,20150212,GM confirms compact electric car to be made at Michigan plant ,CHICAGO General Motors Co  said Thursday it will build a compact electric car at an assembly plant near Detroit  where it will invest $200 million for the project.,normal
GM,General Motors Company,20150212,UPDATE 1-GM confirms compact electric car to be made at Michigan plant ,CHICAGO  Feb 12 General Motors Co said Thursday it will build a compact electric car at an assembly plant near Detroit  where it will invest $200 million for the project.,normal
GM,General Motors Company,20150212,GM Canada to invest C$560 mln in Ingersoll plant ,TORONTO  Feb 12 General Motors will spend an additional C$560 million ($449.47 million) at its CAMI Automotive Inc assembly plant in Ingersoll  Ontario  the company said on Thursday  bringing its investment plan to retrofit the facility to more than C$800 million.,normal
GM,General Motors Company,20150212,GM confirms Bolt compact electric car to be made at Michigan plant ,CHICAGO  Feb 12 General Motors Co said Thursday it will build the Chevrolet Bolt electric car at an assembly plant near Detroit  where it will invest $200 million for the project.,normal
GM,General Motors Company,20150212,UPDATE 4-Venezuela bonds tumble as investors spurn new forex system ,CARACAS/NEW YORK  Feb 11 Venezuela's dollar-denominated bonds tumbled on Wednesday after the government announced a new foreign exchange platform that was widely seen as insufficient to resolve an economic crisis and ease market fears of a possible bond default.,normal
GNC,GNC Holdings Inc,20150212,Four retailers pull some dietary aids off shelves after probe: NYT ,Walgreens Boots Alliance Inc  Wal-Mart Stores Inc  GNC Holdings Inc and Target Corp agreed to remove certain dietary supplements off their shelves in New York after receiving a threat of legal action from the state's attorney general  the New York Times reported.,topStory
GNC,GNC Holdings Inc,20150212,Four retailers pull some dietary aids off shelves after probe: NYT ,Walgreens Boots Alliance Inc   Wal-Mart Stores Inc   GNC Holdings Inc  and Target Corp  agreed to remove certain dietary supplements off their shelves in New York after receiving a threat of legal action from the state's attorney general  the New York Times reported.,normal
GNC,GNC Holdings Inc,20150212,Four retailers pull some dietary aids off shelves after probe -NYT ,Feb 12 Walgreens Boots Alliance Inc  Wal-Mart Stores Inc  GNC Holdings Inc and Target Corp agreed to remove certain dietary supplements off their shelves in New York after receiving a threat of legal action from the state's attorney general  the New York Times reported.,normal
GS,Goldman Sachs Group Inc (The),20150212,KKR  Goldman to cut Kion stake to below 14 percent ,FRANKFURT  Feb 12 KKR and Goldman Sachs  are selling 4.9 percent of shares in German forklift truck maker Kion  cutting their stake to 13.9 percent.,topStory
GS,Goldman Sachs Group Inc (The),20150212,MOVES-De Grado joins Mediobanca as Italian firm expands in ECM ,LONDON  Feb 12 (IFR) - Former Lehman Brothers and Goldman Sachs equity capital markets banker Felipe De Grado has joined Mediobanca as a managing director in London. He was most recently at Sunrise Brokers  a firm he left at the end of last month.,normal
HES,Hess Corporation,20150212,Oaktree closes HETCO deal  trader renamed to Hartree Partners ,NEW YORK Alternative investment manager group Oaktree Capital Management LP has completed the purchase of Hess Corp's  50 percent share of its proprietary energy trader  Hess Energy Trading (HETCO)  according to a statement on Thursday.,topStory
HMC,Honda Motor Company Ltd,20150212,Exclusive: Honda CEO shrugs off critics; will see through his supply reforms ,Honda Motor CEO Takanobu Ito  under fire for how he is dismantling the traditional way the Japanese car maker sources parts and technologies  has resisted moves for his ouster and will fight on for another two-year term  according to four people with direct knowledge of the matter.,topStory
HRL,Hormel Foods Corporation,20150212,Hormel Foods nears deal for Applegate Farms: sources ,Hormel Foods Corp  is in late-stage talks to acquire Applegate Farms LLC  a privately held producer of organic hot dogs  bacon and sausages  to enhance its branded protein offerings  according to people familiar with the matter.,topStory
HRL,Hormel Foods Corporation,20150212,Hormel Foods nears deal for Applegate Farms-sources ,Feb 12 Hormel Foods Corp is in late-stage talks to acquire Applegate Farms LLC  a privately held producer of organic hot dogs  bacon and sausages  to enhance its branded protein offerings  according to people familiar with the matter.,normal
HPQ,HP Inc,20150212,HP moves annual meeting online-only as CEO face time fades ,BOSTON Hewlett-Packard Co will become the largest company to hold an online-only annual shareholder meeting this March  joining a trend toward virtual conferences that some activists worry keeps CEOs off the hotseat.,topStory
HPQ,HP Inc,20150212,HP moves annual meeting online-only as CEO face time fades ,BOSTON  Feb 12 Hewlett-Packard Co will become the largest company to hold an online-only annual shareholder meeting this March  joining a trend toward virtual conferences that some activists worry keeps CEOs off the hotseat.,normal
HPQ,HP Inc,20150212,RPT-Market Chatter- Corporate finance press digest ,Feb 11 The following corporate finance-related stories were reported by media:,normal
HPQ,HP Inc,20150212,Market Chatter- Corporate finance press digest ,Feb 11 The following corporate finance-related stories were reported by media:,normal
HSBC,HSBC Holdings plc,20150212,MOVES-Bain Capital  JPMorgan  Lloyds  HSBC  RHB Capital ,Feb 12 The following financial services industry appointments were announced on Thursday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
HSBC,HSBC Holdings plc,20150212,Vote on U.S. attorney general delayed as Republicans ask more questions ,WASHINGTON A Senate panel delayed a vote on Thursday on President Barack Obama's pick for his next attorney general as Republicans demanded more answers to their questions from career prosecutor Loretta Lynch.,normal
HSBC,HSBC Holdings plc,20150212,UPDATE 2-UK lawmakers to haul up HSBC  tax chiefs over Swiss bank allegations ,* HSBC under fire over allegations clients dodged taxes   (Adds details on lawmakers calling up HSBC  HMRC),normal
HSBC,HSBC Holdings plc,20150212,Vote on U.S. attorney general delayed as Republicans ask more questions ,WASHINGTON A Senate panel delayed a vote on Thursday on President Barack Obama's pick for his next attorney general as Republicans demanded more answers to their questions from career prosecutor Loretta Lynch.,normal
HSBC,HSBC Holdings plc,20150212,Vote on U.S. attorney general delayed as Republicans ask more questions ,WASHINGTON  Feb 12 A Senate panel delayed a vote on Thursday on President Barack Obama's pick for his next attorney general as Republicans demanded more answers to their questions from career prosecutor Loretta Lynch.,normal
HSBC,HSBC Holdings plc,20150212,UK lawmakers to call up HSBC  tax office over Swiss tax allegations ,LONDON  Feb 12 British lawmakers said on Thursday they planned to take evidence from HSBC and the UK tax authority over allegations that some clients of HSBC's Swiss private bank evaded tax.,normal
HSBC,HSBC Holdings plc,20150212,Fitch: HSBC Tax Scrutiny Flags Tail Risks for Conduct Failings ,(The following statement was released by the rating agency) HONG KONG/LONDON  February 12 (Fitch) Publication of historical details on  client transactions at HSBC's Swiss private banking subsidiary and the  allegations the bank helped clients evade tax highlights tail risks on  compliance and conduct breaches for global banks  Fitch Ratings says.  We believe the control environment in HSBC's wealth management has been  strengthened considerably since the period of alleged wrongdoing. But renewe,normal
HSEA,HSBC Holdings plc,20150212,MOVES-Bain Capital  JPMorgan  Lloyds  HSBC  RHB Capital ,Feb 12 The following financial services industry appointments were announced on Thursday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
HSEA,HSBC Holdings plc,20150212,Vote on U.S. attorney general delayed as Republicans ask more questions ,WASHINGTON A Senate panel delayed a vote on Thursday on President Barack Obama's pick for his next attorney general as Republicans demanded more answers to their questions from career prosecutor Loretta Lynch.,normal
HSEA,HSBC Holdings plc,20150212,UPDATE 2-UK lawmakers to haul up HSBC  tax chiefs over Swiss bank allegations ,* HSBC under fire over allegations clients dodged taxes   (Adds details on lawmakers calling up HSBC  HMRC),normal
HSEA,HSBC Holdings plc,20150212,Vote on U.S. attorney general delayed as Republicans ask more questions ,WASHINGTON A Senate panel delayed a vote on Thursday on President Barack Obama's pick for his next attorney general as Republicans demanded more answers to their questions from career prosecutor Loretta Lynch.,normal
HSEA,HSBC Holdings plc,20150212,Vote on U.S. attorney general delayed as Republicans ask more questions ,WASHINGTON  Feb 12 A Senate panel delayed a vote on Thursday on President Barack Obama's pick for his next attorney general as Republicans demanded more answers to their questions from career prosecutor Loretta Lynch.,normal
HSEA,HSBC Holdings plc,20150212,UK lawmakers to call up HSBC  tax office over Swiss tax allegations ,LONDON  Feb 12 British lawmakers said on Thursday they planned to take evidence from HSBC and the UK tax authority over allegations that some clients of HSBC's Swiss private bank evaded tax.,normal
HSEA,HSBC Holdings plc,20150212,Fitch: HSBC Tax Scrutiny Flags Tail Risks for Conduct Failings ,(The following statement was released by the rating agency) HONG KONG/LONDON  February 12 (Fitch) Publication of historical details on  client transactions at HSBC's Swiss private banking subsidiary and the  allegations the bank helped clients evade tax highlights tail risks on  compliance and conduct breaches for global banks  Fitch Ratings says.  We believe the control environment in HSBC's wealth management has been  strengthened considerably since the period of alleged wrongdoing. But renewe,normal
HSEB,HSBC Holdings plc,20150212,MOVES-Bain Capital  JPMorgan  Lloyds  HSBC  RHB Capital ,Feb 12 The following financial services industry appointments were announced on Thursday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
HSEB,HSBC Holdings plc,20150212,Vote on U.S. attorney general delayed as Republicans ask more questions ,WASHINGTON A Senate panel delayed a vote on Thursday on President Barack Obama's pick for his next attorney general as Republicans demanded more answers to their questions from career prosecutor Loretta Lynch.,normal
HSEB,HSBC Holdings plc,20150212,UPDATE 2-UK lawmakers to haul up HSBC  tax chiefs over Swiss bank allegations ,* HSBC under fire over allegations clients dodged taxes   (Adds details on lawmakers calling up HSBC  HMRC),normal
HSEB,HSBC Holdings plc,20150212,Vote on U.S. attorney general delayed as Republicans ask more questions ,WASHINGTON A Senate panel delayed a vote on Thursday on President Barack Obama's pick for his next attorney general as Republicans demanded more answers to their questions from career prosecutor Loretta Lynch.,normal
HSEB,HSBC Holdings plc,20150212,Vote on U.S. attorney general delayed as Republicans ask more questions ,WASHINGTON  Feb 12 A Senate panel delayed a vote on Thursday on President Barack Obama's pick for his next attorney general as Republicans demanded more answers to their questions from career prosecutor Loretta Lynch.,normal
HSEB,HSBC Holdings plc,20150212,UK lawmakers to call up HSBC  tax office over Swiss tax allegations ,LONDON  Feb 12 British lawmakers said on Thursday they planned to take evidence from HSBC and the UK tax authority over allegations that some clients of HSBC's Swiss private bank evaded tax.,normal
HSEB,HSBC Holdings plc,20150212,Fitch: HSBC Tax Scrutiny Flags Tail Risks for Conduct Failings ,(The following statement was released by the rating agency) HONG KONG/LONDON  February 12 (Fitch) Publication of historical details on  client transactions at HSBC's Swiss private banking subsidiary and the  allegations the bank helped clients evade tax highlights tail risks on  compliance and conduct breaches for global banks  Fitch Ratings says.  We believe the control environment in HSBC's wealth management has been  strengthened considerably since the period of alleged wrongdoing. But renewe,normal
K,Kellogg Company,20150212,Kellogg cuts long-term outlook on sluggish cereal  snack sales ,Kellogg Co   the world's largest maker of breakfast cereals  cut its forecast for long-term annual revenue growth as consumers shift away from cereals and snacks to cheaper private label foods and cook more at home.,topStory
K,Kellogg Company,20150212,UPDATE 2-Kellogg cuts long-term outlook on sluggish cereal  snack sales ,Feb 12 Kellogg Co  the world's largest maker of breakfast cereals  cut its forecast for long-term annual revenue growth as consumers shift away from cereals and snacks to cheaper private label foods and cook more at home.,normal
K,Kellogg Company,20150212,Kellogg's quarterly sales miss estimates as Europe  Asia Pacific weighs ,Feb 12 Kellogg Co  the world's largest maker of breakfast cereals  reported lower-than-expected quarterly sales  weighed down by weak demand in Europe and Asia Pacific.,normal
K,Kellogg Company,20150212,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters Feb 12  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  now click on Related Co Data  now click on Co Events.                  ,normal
PHG,Koninklijke Philips NV,20150212,UPDATE 1-Morrisons finance chief to fill gap as CEO leaves early ,* Bookmakers' favourite for CEO job is David Potts   (Adds detail  shares),topStory
PHG,Koninklijke Philips NV,20150212,Morrisons ousted CEO to leave next week  FD takes temporary charge ,LONDON  Feb 12 Britain's No. 4 supermarket Morrisons said on Thursday that chief executive Dalton Philips  ousted from the top job in January  will leave the business next week.,normal
PHG,Koninklijke Philips NV,20150212,BRIEF-Morrisons FD takes over as Philips prepares to leave ,* Trevor Strain will chair management board and assume Dalton Philips' executive responsibilities,normal
KFY,Korn/Ferry International,20150212,Ex-Wintershall manager in running for OMV CEO - Format magazine ,VIENNA  Feb 12 Former Wintershall manager Bernhard Schmidt tops a short list of potential chief executives for OMV drawn up by headhunting firm Korn Ferry  Format magazine reported on Thursday.,topStory
LYG,Lloyds Banking Group Plc,20150212,MOVES-Bain Capital  JPMorgan  Lloyds  HSBC  RHB Capital ,Feb 12 The following financial services industry appointments were announced on Thursday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
LYG,Lloyds Banking Group Plc,20150212,MOVES-Lloyds Bank names Lucy Barton director in financial markets ,Feb 12 Lloyds Banking Group Plc's  commercial banking unit appointed Lucy Barton as a director in its financial markets business.,normal
MANU,Manchester United Ltd,20150212,BRIEF-Manchester Utd expects sponsorship revenue rise in Q3 ,* Sees sponsorship revenue for q3 ahead of same period a year ago  Source text for Eikon:  Further company coverage:    (Editing by Neil Maidment),topStory
MFC,Manulife Financial Corp,20150212,CANADA STOCKS-TSX shrugs off insurer gloom; banks and energy lead ,* Bombardier tumbles after posting loss  shuffling management,topStory
MFC,Manulife Financial Corp,20150212,UPDATE 2-Manulife reports weaker fourth-quarter profit  stock falls ,TORONTO  Feb 12 Canadian insurer Manulife Financial Corp reported a weaker-than-expected fourth-quarter profit on Thursday  hurt by a jump in some types of claims  and warned macroeconomic factors like low interest rates would produce "headwinds" in 2015.,normal
MFC,Manulife Financial Corp,20150212,CANADA STOCKS-TSX steady as insurers slip on results  energy gains ,* Bombardier tumbles after posting loss  shuffling management,normal
MFC,Manulife Financial Corp,20150212,Manulife reports weaker fourth-quarter profit ,TORONTO  Feb 12 Manulife Financial Corp  reported a weaker-than-expected fourth-quarter profit on Thursday and warned macroeconomic factors like low interest rates would produce "headwinds" in 2015.,normal
MCD,McDonald&#39;s Corporation,20150212,Hedge fund Glenview's Robbins lists McDonald's as a favorite pick ,NEW YORK  Feb 12 Hedge fund manager Larry Robbins on Thursday called fast food restaurant McDonald's Corp  a "uniquely interesting opportunity" thanks to a new chief executive and a board that he expects will become more focused over the coming months.,topStory
MTU,Mitsubishi UFJ Financial Group Inc,20150212,REFILE-Japanese bank MUFG to introduce US-style board-sources ,TOKYO  Feb 11 Mitsubishi UFJ Financial Group Inc  aims to add more directors to its board from outside the bank  people with direct knowledge of the matter said  taking a step towards a more U.S.-style management structure.,topStory
MIXT,MiX Telematics Limited,20150212,BRIEF-Mix Telematics sees fiscal year 2015 adjusted EBITDA 9.6 pct to 7.9 pct lower ,* Mix Telematics announces financial results for third quarter of fiscal year 2015,topStory
MS,Morgan Stanley,20150212,Greek bonds could be safer than peers after debt deal -Morgan Stanley ,LONDON  Feb 12 Another round of Greek debt relief could make the country's bonds a safer investment than those of several other euro zone countries  a major U.S bank has told its clients.,topStory
NKE,Nike Inc,20150212,Nike's CFO Donald Blair to retire ,The world's largest sportswear maker Nike Inc said Chief Financial Officer Donald Blair would retire in October.,topStory
NKE,Nike Inc,20150212,Nike's CFO Donald Blair to retire , ,normal
OMC,Omnicom Group Inc,20150212,Publicis targets recovery after Omnicom deal breakdown ,PARIS France's Publicis  promised business would pick up in the second half of this year as the advertising agency recovered from a tough 2014 marred by a failed mega-merger with U.S. peer Omnicom .,topStory
OMC,Omnicom Group Inc,20150212,UPDATE 1-Publicis targets recovery after Omnicom deal breakdown ,PARIS  Feb 12 France's Publicis  promised business would pick up in the second half of this year as the advertising agency recovered from a tough 2014 marred by a failed mega-merger with U.S. peer Omnicom.,normal
OMC,Omnicom Group Inc,20150212,Advertising agency Publicis posts strong Q4  aims for recovery ,PARIS  Feb 12 France's Publicis  promised business would pick up in the second half of this year as the advertising agency recovered from a tough 2014 marred by a failed mega-merger with U.S. peer Omnicom.,normal
PBF,PBF Energy Inc,20150212,PBF Energy says its refineries will not be affected by strike ,NEW YORK  Feb 12 PBF Energy Inc's three refineries will not be affected by the strike by United Steelworkers union workers currently impacting 11 plants  the company said during a conference call with analysts on Thursday.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20150212,UPDATE 2-Brazil's Petrobras says will publish audited results by late May ,BRASILIA  Feb 12 Brazilian state-run oil producer Petroleo Brasileiro SA plans to publish audited results for 2014 by the end of May as it recalculates losses stemming from a corruption scandal  the company said on Thursday in a securities filing.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20150212,Petrobras says to publish audited results by late May -filing ,BRASILIA  Feb 12 Brazil's state-run oil firm Petroleo Brasileiro SA plans to publish audited results for 2014 by the end of May  the company said on Thursday in a securities filing.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150212,Petrobras  Venezuela lead LatAm credits higher ,NEW YORK  Feb 12 (IFR) - Brazil led Latin American credits higher on Thursday  as bond investors welcomed plans by state-run oil firm Petrobras to cut capital expenditure and sell assets.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150212,UPDATE 2-Caixa CEO says exposure to Petrobras scandal is manageable ,SAO PAULO  Feb 12 Less than 3 percent of outstanding loans at Brazil's Caixa Econômica Federal are placed with companies involved in a graft scandal at state-controlled Petróleo Brasileiro SA  a level that the country's largest mortgage lender said is manageable.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150212,Petrobras Brazil offshore explosion kills three  six missing ,RIO DE JANEIRO At least three workers were killed and 10 injured on Wednesday by an explosion on an offshore oil and gas platform operated by state-run Petrobras  a disaster that could further hurt the reputation of a company struggling with a corruption scandal and safety concerns.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150212,UPDATE 1-Five killed  four missing in Petrobras offshore accident ,OSLO/RIO DE JANEIRO  Feb 12 Five people were killed and four are missing following an explosion a day earlier in a Brazilian offshore oil and natural gas field run by Petroleo Brasileiro SA  said Norway's BW Offshore Ltd  which owns the production ship on which the accident occurred.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150212,Petrobras answerable for Wednesday platform explosion: oil regulator ,RIO DE JANEIRO Brazil's oil regulator ANP said on Thursday that state-run oil company Petroleo Brasileiro SA is responsible for all events in its oilfields  including Wednesday's explosion on an offshore platform that killed five people.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150212,Petrobras answerable for Wednesday platform explosion -oil regulator ,RIO DE JANEIRO  Feb 12 Brazil's oil regulator ANP said on Thursday that state-run oil company Petroleo Brasileiro SA is responsible for all events in its oilfields  including Wednesday's explosion on an offshore platform that killed five people.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150212,UPDATE 2-Sembcorp Marine in talks with Sete Brasil over delayed payments ,* Q4 revenue drops as rig building turnover falls 27 pct   (Recasts; adds details  comments),normal
PBR,Petroleo Brasileiro SA- Petrobras,20150212,Brazil's Petrobras to cut capex  sell assets; eyeing spinoffs: Valor ,BRASILIA The new chief executive of Brazil's state-run oil firm Petrobras plans to cut investments and sell assets  and could offer shares in some of the company's units to raise cash and cut debt  according to an interview in Valor Economico newspaper.,normal
PDS,Precision Drilling Corporation,20150212,UPDATE 1-Precision Drilling sees challenging year rig contractors ,Feb 12 Precision Drilling Corp's   chief executive said 2015 was likely to be the most challenging year for rig contractors this decade as the energy industry adjusts to a slump in oil prices.,topStory
PDS,Precision Drilling Corporation,20150212,Precision Drilling posts quarterly loss as rig demand drops ,Feb 12 Precision Drilling Corp   reported a loss for the fourth quarter as demand for its rigs declined  a knock-on effect of low oil prices.,normal
RIO,Rio Tinto Plc,20150212,Rio shuns Mongolia plan to swap Oyu Tolgoi equity for royalties ,LONDON  Feb 12 Global miner Rio Tinto   is not interested in a proposal by Mongolia to cut its equity stake in key mines such as Rio's Oyu Tolgoi in exchange for more royalties  Chief Executive Sam Walsh said on Thursday.,topStory
RIO,Rio Tinto Plc,20150212,Ukraine ceasefire boost for Coca Cola bottler helps FTSE ,* Rio Tinto up on buyback plan and higher dividend   (Updates prices),normal
