AMZN,Amazoncom Inc,20111129,Retail stocks up after strong holiday weekend ,After a blockbuster performance over the long Thanksgiving weekend  risk-taking retailers such as Macy's Inc  and Amazon.com Inc  were rewarded with big gains in their shares  while chains that are still tinkering with their strategies reaped smaller rewards. | Video ,topStory
STX,Seagate Technology PLC,20111129,Seagate shares jump on strong Q2 revenue outlook ,Shares of Seagate Technology  jumped 9 percent in pre-market trade on Tuesday after the hard disk drive maker forecast strong second-quarter revenue.,topStory
SHLD,Sears Holdings Corporation,20111129,UPDATE 2-Illinois house votes down CME  Sears tax relief ,CHICAGO  Nov 29 The Illinois house voted down a proposal on Tuesday that would have given $100 million in tax relief to CME Group and Sears Holdings   which have threatened to move to other states.,topStory
SHLD,Sears Holdings Corporation,20111129,Illinois senate panel passes CME  Sears tax breaks ,CHICAGO  Nov 29 A second committee of Illinois legislators approved a proposal that gives $100 million in tax relief to CME Group and Sears Holdings   which have threatened to move to other states.,normal
SIRI,Sirius XM Holdings Inc,20111129,Sirius CEO wants defined role if Liberty takes over ,NEW YORK Sirius XM Radio Inc  CEO Mel Karmazin admits that he doesn't like playing second fiddle  which could pose a problem in 2012 if Liberty Media Corp  increases its stake in the satellite radio operator.,topStory
SIRI,Sirius XM Holdings Inc,20111129,Sirius CEO wants defined role if Liberty takes over ,NEW YORK Sirius XM Radio Inc  CEO Mel Karmazin admits that he doesn't like playing second fiddle  which could pose a problem in 2012 if Liberty Media Corp  increases its stake in the satellite radio operator.,normal
TTWO,Take-Two Interactive Software Inc,20111129,Take-Two CEO aims fire at Zynga before IPO ,NEW YORK Strauss Zelnick  chief executive of video game maker Take-Two Interactive Software Inc <TTWO.O  took aim social gaming company Zynga on Tuesday  questioning its business model and whether investors received enough data before its planned public stock offering. | Video ,topStory
AMTD,TD Ameritrade Holding Corporation,20111129,CORRECTED - Schwab's optionsXpress cuts equity trade commissions ,Nov 29 Options and futures trading specialist optionsXpress said on Tuesday it lowered the price of its U.S. online equity trading commissions to $8.95 a trade from $9.95.,topStory
ANF,Abercrombie & Fitch Company,20111129,European equity funds bleeding assets since 2007: Fitch ,LONDON With the debt crisis raging  nearly two thirds of European equity funds suffered a net loss in assets in 2011 as investors withdrew money  adding to a trend that has seen the sector nearly halve since 2007  a report said on Tuesday.,topStory
ANF,Abercrombie & Fitch Company,20111129,European equity funds bleeding assets since 2007-Fitch ,* Drop reflects 27.6 pct negative return  115 bln eur redemptions,normal
AGCO,AGCO Corporation,20111129,New Issue-AGCO Corp sells $300 mln of notes ,Nov 29 AGCO Corp late on Monday sold $300 million of notes in the 144a private placement market  said IFR  a Thomson Reuters service.     J.P. Morgan was the sole bookrunning manager for the sale. BORROWER: AGCO CORP AMT $300 MLN      COUPON 5.875 PCT     MATURITY   12/1/2021 TYPE NTS          ISS PRICE 100.00     FIRST PAY   6/1/2012 MOODY'S Ba1       YIELD 5.875PCT       SETTLEMENT 12/5/2011 S&P BBB-MINUS     SPREAD N/A           PAY FREQ SEMI-ANNUAL FITCH N/A          MORE THAN TR,topStory
AIG,American International Group Inc,20111129,UPDATE 1-PICC says plans $783 mln rights issue ,* Says to issue rights H shares at 47.1 pct discount to previous close,topStory
AI,Arlington Asset Investment Corp,20111129,DIARY-U.S. MEETINGS/WEEK AHEAD ,THOMSON REUTERS  November 29  2011 - Corporate Meetings for US companies for Week ahead.	         S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead   	     Non S&P 500 - Weekly               Non S&P 500 - Day Ahead        	     ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day   	     S&P 500 Earnings - Monthly           Meetings - Day Ahead           	     Economic Indicators                  Dividends                      	     Daily earnings hits & misses    	    ,topStory
AIC,Arlington Asset Investment Corp,20111129,DIARY-U.S. MEETINGS/WEEK AHEAD ,THOMSON REUTERS  November 29  2011 - Corporate Meetings for US companies for Week ahead.	         S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead   	     Non S&P 500 - Weekly               Non S&P 500 - Day Ahead        	     ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day   	     S&P 500 Earnings - Monthly           Meetings - Day Ahead           	     Economic Indicators                  Dividends                      	     Daily earnings hits & misses    	    ,topStory
AIW,Arlington Asset Investment Corp,20111129,DIARY-U.S. MEETINGS/WEEK AHEAD ,THOMSON REUTERS  November 29  2011 - Corporate Meetings for US companies for Week ahead.	         S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead   	     Non S&P 500 - Weekly               Non S&P 500 - Day Ahead        	     ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day   	     S&P 500 Earnings - Monthly           Meetings - Day Ahead           	     Economic Indicators                  Dividends                      	     Daily earnings hits & misses    	    ,topStory
AGO,Assured Guaranty Ltd,20111129,Lehman Europe claims $1.4 bln from bond insurer ,NEW YORK  Nov 28 The European arm of Lehman Brothers Holdings Inc sued a unit of bond insurer Assured Guaranty Ltd on Monday  claiming more than $1 billion for a series of credit derivative transactions.,topStory
T,AT&T Inc,20111129,FCC to let AT&T pull merger application ,WASHINGTON The Federal Communications Commission granted AT&T Inc's request to withdraw its application for approval of its purchase of T-Mobile USA  an FCC official said on Tuesday.,topStory
T,AT&T Inc,20111129,Analysis: AT&T may struggle to find asset buyers ,AT&T Inc will struggle to find buyers for any asset sale big enough to salvage its $39 billion deal to buy T-Mobile USA  with most likely buyers Leap Wireless International Inc and MetroPCS Communications lacking the cash.,normal
T,AT&T Inc,20111129,UPDATE 1-US FCC to let AT&T pull merger application ,WASHINGTON  Nov 29 The U.S. Federal Communications Commission granted AT&T Inc's request to withdraw its application for approval of its purchase of T-Mobile USA  an FCC official said on Tuesday.,normal
T,AT&T Inc,20111129,US FCC to let AT&T pull merger application-report ,WASHINGTON  Nov 29 The U.S. Federal Communications Commission planned to approve AT&T Inc's  request to withdraw its application for approval of its acquisition of T-Mobile USA  the Wall Street Journal reported on Tuesday.,normal
T,AT&T Inc,20111129,AT&T in talks with Leap about divestitures: report ,AT&T is in talks with Leap Wireless International about a potential sale of some assets to the smaller operator in a last ditch effort to gain regulatory approval for AT&T's proposed T-Mobile USA purchase  according to a New York Times report.,normal
T,AT&T Inc,20111129,AT&T in talks with Leap about divestitures-report ,Nov 29 AT&T Inc is in talks with Leap Wireless International Inc about a potential sale of some assets to the smaller operator in a last ditch effort to gain regulatory approval for AT&T's proposed T-Mobile USA purchase  according to a New York Times report.,normal
T,AT&T Inc,20111129,AT&T's T-Mobile deal could be affected by election ,NEW YORK (TheWrap.com) - The chances of an AT&T-T-Mobile merger grow dimmer by the day  but there may yet be hope on the horizon for the telecommunications giants -- next year's election.,normal
BAC,Bank of America Corporation,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,topStory
BAC,Bank of America Corporation,20111129,UPDATE 2-S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,normal
BAC,Bank of America Corporation,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on several big banks in the United States and Europe on Tuesday as the result of an overhaul of its ratings criteria.,normal
BAC,Bank of America Corporation,20111129,Bank of America shares hit new 52-week low ,Bank of America Corp  shares touched a new 52-week low on Tuesday and threatened to slip below $5 amid concerns about the European debt crisis and the U.S. economy.,normal
BAC,Bank of America Corporation,20111129,Wisconsin bank settles overdraft case  joins BofA ,Nov 28 A unit of Wisconsin lender Associated Banc-Corp has agreed to pay $13 million to settle consumer litigation accusing it of charging excessive overdraft fees.,normal
BMO,Bank Of Montreal,20111129,Greater Toronto Airports Auth sells C$400 mln notes ,Nov 29 (Reuters) The Greater Toronto Airports Authority on Tuesday sold C$400 million ($388 million) of 30-year medium-term notes  according to a term sheet seen by Reuters.,topStory
BCS,Barclays PLC,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,topStory
BCS,Barclays PLC,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on several big banks in the United States and Europe on Tuesday as the result of an overhaul of its ratings criteria.,normal
BCS,Barclays PLC,20111129,New Issue-John Deere Capital sells $1.1 bln notes in 2 parts ,Nov 29 John Deere Capital Corp on Tuesday sold $1.1 billion of notes in two parts  said IFR  a Thomson Reuters service.     Barclays Capital  Deutsche Bank and J.P. Morgan were the joint bookrunning manager for the sale. BORROWER: JOHN DEERE CAPITAL CORP TRANCHE 1 AMT $600 MLN      COUPON 1.25 PCT      MATURITY    12/2/2014 TYPE NTS          ISS PRICE 99.871     FIRST PAY    6/2/2012 MOODY'S A2        YIELD 1.294          SETTLEMENT  12/2/2011 S&P SINGLE-A      SPREAD 90 BPS        P,normal
BCS,Barclays PLC,20111129,MOVES-Citi Private Bank  Robert W. Baird  Barclays Wealth ,Nov 29 The following financial service industry appointments were announced on Tuesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
BCS,Barclays PLC,20111129,TABLE-Companies exposed to carbon price crash ,LONDON  Nov 29    Prices for U.N.-backed carbon credits fell to a new record low below 5 euros last week  as anxiety about economic growth fuelled panic selling.	     The U.N.'s Clean Development Mechanism is already suffering from record credit issuance and uncertainty about its future after emissions-cutting pact the Kyoto Protocol expires in 2012.	     Under the scheme  countries or private investors can finance projects that cut emissions of six greenhouse gases in countries with,normal
BCS,Barclays PLC,20111129,CORRECTED-New Issue-CADES adds 280 mln euros to 2021 bond ,November 29 (Reuters) -Following are terms and conditions,normal
ABX,Barrick Gold Corporation,20111129,UPDATE 1-Tethyan begins arbitration over Pakistan project dispute ,ISLAMABAD  Nov 29 Tethyan Copper  which owns the massive Reko Diq copper-gold project in the Baluchistan province of Pakistan  said it has begun international arbitration proceedings in order to protect its rights after the province rejected its mining lease application.,topStory
ABX,Barrick Gold Corporation,20111129,Antofagasta  Barrick JV invokes arbitration on Pakistan project ,ISLAMABAD  Nov 29 Tethyan Copper  a joint venture between Chile's Antofagasta and Barrick Gold   said on Tuesday it had applied for international arbitration after Pakistan's Baluchistan province rejected a mining lease application for its Reko Diq project.,normal
BBY,Best Buy Co Inc,20111129,Consumers more hopeful but home prices fall ,NEW YORK Americans shook off some of their concerns about the economy this month but a surprise fall in house prices in September underscored the weak foundations of the recovery. | Video ,topStory
BBY,Best Buy Co Inc,20111129,Retail stocks up after strong holiday weekend ,After a blockbuster performance over the long Thanksgiving weekend  risk-taking retailers such as Macy's Inc  and Amazon.com Inc  were rewarded with big gains in their shares  while chains that are still tinkering with their strategies reaped smaller rewards. | Video ,normal
BHP,BHP Billiton Limited,20111129,Miner BHP considers sale of diamond assets ,LONDON BHP Billiton    the world's biggest miner  is considering selling all or part of its diamond assets  which include the EKATI mine in northern Canada  as it focuses on large  long-life  scalable assets.,topStory
BHP,BHP Billiton Limited,20111129,REFILE-UPDATE 3-Miner BHP considers sale of diamond assets ,* Has majority interests in EKATI diamond mine  Chidliak exploration project,normal
BAM,Brookfield Asset Management Inc,20111129,UPDATE 2-Kerzner transfers Atlantis resort to Brookfield ,NASSAU  Bahamas  Nov 29 Kerzner International Ltdunveiled on Tuesday a debt-for-equity restructuring that will transfer ownership of its Atlantis mega resort in the Bahamas to a Toronto real estate and asset management company.,topStory
CP,Canadian Pacific Railway Limited,20111129,Canadian Pacific Railway sells C$125 mln notes ,Nov 29 (Reuters) Canadian Pacific Railway Co on Tuesday sold C$125 million ($121 million) of medium-term notes due Jan. 14  2022  according to a term sheet seen by Reuters.,topStory
CP,Canadian Pacific Railway Limited,20111129,New Issue-Canadian Pacific Railway sells $500 mln debt ,Nov 29 Canadian Pacific Railway Co on Tuesday sold $500 million of notes in two parts  said IFR  a Thomson Reuters service.     J.P. Morgan was the sole bookrunning manager for the sale. BORROWER: CANADIAN PACIFIC RAILWAY CO TRANCHE 1 AMT $250 MLN      COUPON 4.50 PCT      MATURITY    1/15/2022 TYPE NTS          ISS PRICE 98.151     FIRST PAY   7/15/2012 MOODY'S Baa3      YIELD 4.733          SETTLEMENT  12/1/2011 S&P BBB-MINUS     SPREAD 275 BPS       PAY FREQ SEMI-ANNUAL FITCH N/A ,normal
C,Citigroup Inc,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,topStory
C,Citigroup Inc,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on several big banks in the United States and Europe on Tuesday as the result of an overhaul of its ratings criteria.,normal
C,Citigroup Inc,20111129,New Issue-Raytheon sells $1 bln notes in 2 parts ,Nov 29 Raytheon Co on Tuesday sold $1 billion of senior unsecured notes in two parts  said IFR  a Thomson Reuters service.    Bank of America Merrill Lynch  Citigroup and J.P. Morgan were the joint bookrunning manager for the sale. BORROWER: RAYTHEON CO TRANCHE 1 AMT $575 MLN      COUPON 1.40 PCT      MATURITY   12/15/2014 TYPE SR NTS       ISS PRICE 99.879     FIRST PAY   6/15/2012 MOODY'S A3        YIELD 1.441          SETTLEMENT  12/6/2011 S&P A-MINUS       SPREAD 105 BPS       PA,normal
C,Citigroup Inc,20111129,New Issue-Walt Disney Co sells $1.6 bln notes in 2 parts ,Nov 29 The Walt Disney Company on Tuesday sold $1.6 billion of senior unsecured notes in two parts  said IFR  a Thomson Reuters service.     BNP Paribas  Citigroup  Credit Suisse and Deutsche Bank were the joint bookrunning manager for the sale. BORROWER: THE WALT DISNEY COMPANY TRANCHE 1 AMT $1 BLN        COUPON 0.875 PCT     MATURITY   12/1/2014 TYPE SR NTS       ISS PRICE 99.673     FIRST PAY   6/1/2012 MOODY'S A2        YIELD 0.986          SETTLEMENT 12/2/2011 S&P SINGLE-A      ,normal
C,Citigroup Inc,20111129,MOVES-Citi Private Bank  Robert W. Baird  Barclays Wealth ,Nov 29 The following financial service industry appointments were announced on Tuesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
GLW,Corning Incorporated,20111129,UPDATE 1-Corning slashes outlook in glass glut  shares drop ,Nov 29 Corning Inc slashed its fourth-quarter profit outlook and warned that a major South Korean client does not plan to honor its contracts as the supply of LCD glass outpaces demand  triggering an 11 percent share price plunge.,topStory
DAL,Delta Air Lines Inc,20111129,American Airlines files for bankruptcy ,American Airlines  the third-largest U.S. carrier  and its parent AMR Corp filed for bankruptcy protection on Tuesday to cut labor costs in the face of high fuel prices and dampened travel demand. | Video ,topStory
DB,Deutsche Bank AG,20111129,New Issue-Walt Disney Co sells $1.6 bln notes in 2 parts ,Nov 29 The Walt Disney Company on Tuesday sold $1.6 billion of senior unsecured notes in two parts  said IFR  a Thomson Reuters service.     BNP Paribas  Citigroup  Credit Suisse and Deutsche Bank were the joint bookrunning manager for the sale. BORROWER: THE WALT DISNEY COMPANY TRANCHE 1 AMT $1 BLN        COUPON 0.875 PCT     MATURITY   12/1/2014 TYPE SR NTS       ISS PRICE 99.673     FIRST PAY   6/1/2012 MOODY'S A2        YIELD 0.986          SETTLEMENT 12/2/2011 S&P SINGLE-A      ,topStory
DB,Deutsche Bank AG,20111129,New Issue-John Deere Capital sells $1.1 bln notes in 2 parts ,Nov 29 John Deere Capital Corp on Tuesday sold $1.1 billion of notes in two parts  said IFR  a Thomson Reuters service.     Barclays Capital  Deutsche Bank and J.P. Morgan were the joint bookrunning manager for the sale. BORROWER: JOHN DEERE CAPITAL CORP TRANCHE 1 AMT $600 MLN      COUPON 1.25 PCT      MATURITY    12/2/2014 TYPE NTS          ISS PRICE 99.871     FIRST PAY    6/2/2012 MOODY'S A2        YIELD 1.294          SETTLEMENT  12/2/2011 S&P SINGLE-A      SPREAD 90 BPS        P,normal
DB,Deutsche Bank AG,20111129,Deutsche cuts 2011 EU CO2 price view by a third ,LONDON Deutsche Bank slashed its year-end price forecast for European Union carbon permits to 6 euros a tonne from 9 euros due to a worsening economic outlook and an oversupply of permits in the period 2013 to 2020  it said in a note on Tuesday.,normal
ENB,Enbridge Inc,20111129,UPDATE 1-Oil sands opponents turn focus to Enbridge project ,* Government  industry see Asian exports as key initiative,topStory
ENB,Enbridge Inc,20111129,Oil-sands opponents turn focus to Pacific project ,* Government  industry see Asian exports as key initiative,normal
ETR,Entergy Corporation,20111129,Entergy Arkansas unit files to join Midwest grid ,HOUSTON  Nov 28 Entergy Corp's Arkansas utility on Monday filed an application with state regulators seeking to transfer control of high-voltage transmission assets in the state to the Midwest Independent Transmission System Operator (MISO) by December 2013.,topStory
XOM,Exxon Mobil Corporation,20111129,Japan's TonenGeneral restarts CDU after inspection ,TOKYO  Nov 29 Exxon Mobil's  Japanese refining unit  TonenGeneral Sekiyu  restarted its sole 156 000 barrels per day (bpd) crude distillation unit (CDU) at its Sakai refinery in western Japan on Nov. 24  a fire department official said on Tuesday.,topStory
FCX,Freeport-McMoran Inc,20111129,Contrasting news for Freeport  Newmont in Peru ,Nov 29 U.S. mining companies operating in Peru had contrasting fortunes on Tuesday -- one faced with protests and the other with the prospect of labor peace as a strike ends.,topStory
GPS,Gap Inc (The),20111129,CORRECTED-(OFFICIAL)-U.S. apparel brand Gap says to triple China network in 2012 ,* To triple China network to 45 stores by end fiscal 2012,topStory
GM,General Motors Company,20111129,Mando says wins $520 mln GM supply deal ,SEOUL  Nov 29 South Korean auto parts maker Mando said on Tuesday it had won $520 million deal to supply brakes and electric power steering systems to General Motors.,topStory
GS,Goldman Sachs Group Inc (The),20111129,S&P criteria change reduces ratings on big banks ,NEW YORK Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,topStory
GS,Goldman Sachs Group Inc (The),20111129,UPDATE 2-S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,normal
GS,Goldman Sachs Group Inc (The),20111129,S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on several big banks in the United States and Europe on Tuesday as the result of an overhaul of its ratings criteria.,normal
GS,Goldman Sachs Group Inc (The),20111129,STXNEWS LATAM-Goldman cuts estimates on Brazil steelmakers ,Goldman Sachs Group analysts led by Marcelo Aguiar cut on Tuesday the estimates for operational earnings and price targets for Brazilian steelmakers Gerdau    CSN  and Usiminas    as an expected deterioration in the global macroeconomic scenario is hampering the outlook for steel prices around the world.,normal
HMC,Honda Motor Company Ltd,20111129,UPDATE 2-Thailand lets Honda import cars tariff-free to June ,* Honda and other car firms can bring in parts tariff-free   (Adds para 3 and context on Honda's sales in para 6),topStory
HMC,Honda Motor Company Ltd,20111129,BRIEF-Honda says floods to cut its Thai sales 30 pct in 2011 ,* Honda expects flooding to cut its 2011 domestic sales by 30 percent from the normal annual sales of 120 000 units  Pitak Pruittisarikorn  executive vice president of Honda Automobile (Thailand)  said,normal
HMC,Honda Motor Company Ltd,20111129,Thailand lets Honda import cars tariff-free to June ,BANGKOK  Nov 29 Thailand's government said on Tuesday it would let Honda Motor Co import assembled cars tariff-free until next June to replace output lost because of recent flooding.,normal
HPQ,HP Inc,20111129,HP launches first products using Autonomy's tech ,LONDON U.S. group Hewlett-Packard has rolled out its first software using technology gained from its $12 billion acquisition of British group Autonomy  eight weeks after the deal closed.,topStory
HPQ,HP Inc,20111129,HP launches first products using Autonomy's tech ,LONDON  Nov 29 U.S. group Hewlett-Packard  has rolled out its first software using technology gained from its $12 billion acquisition of British group Autonomy  eight weeks after the deal closed.,normal
HSBC,HSBC Holdings plc,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,topStory
HSBC,HSBC Holdings plc,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on several big banks in the United States and Europe on Tuesday as the result of an overhaul of its ratings criteria.,normal
HSEA,HSBC Holdings plc,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,topStory
HSEA,HSBC Holdings plc,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on several big banks in the United States and Europe on Tuesday as the result of an overhaul of its ratings criteria.,normal
HSEB,HSBC Holdings plc,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,topStory
HSEB,HSBC Holdings plc,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on several big banks in the United States and Europe on Tuesday as the result of an overhaul of its ratings criteria.,normal
ITUB,Itau Unibanco Banco Holding SA,20111129,UPDATE 2-Brazil's Itau sees loan defaults lower in 2012-CEO ,* Itau eyes expansion in Colombia  not bidding for Losango,topStory
JPM,J P Morgan Chase & Co,20111129,New Issue-Raytheon sells $1 bln notes in 2 parts ,Nov 29 Raytheon Co on Tuesday sold $1 billion of senior unsecured notes in two parts  said IFR  a Thomson Reuters service.    Bank of America Merrill Lynch  Citigroup and J.P. Morgan were the joint bookrunning manager for the sale. BORROWER: RAYTHEON CO TRANCHE 1 AMT $575 MLN      COUPON 1.40 PCT      MATURITY   12/15/2014 TYPE SR NTS       ISS PRICE 99.879     FIRST PAY   6/15/2012 MOODY'S A3        YIELD 1.441          SETTLEMENT  12/6/2011 S&P A-MINUS       SPREAD 105 BPS       PA,topStory
JPM,J P Morgan Chase & Co,20111129,New Issue-John Deere Capital sells $1.1 bln notes in 2 parts ,Nov 29 John Deere Capital Corp on Tuesday sold $1.1 billion of notes in two parts  said IFR  a Thomson Reuters service.     Barclays Capital  Deutsche Bank and J.P. Morgan were the joint bookrunning manager for the sale. BORROWER: JOHN DEERE CAPITAL CORP TRANCHE 1 AMT $600 MLN      COUPON 1.25 PCT      MATURITY    12/2/2014 TYPE NTS          ISS PRICE 99.871     FIRST PAY    6/2/2012 MOODY'S A2        YIELD 1.294          SETTLEMENT  12/2/2011 S&P SINGLE-A      SPREAD 90 BPS        P,normal
JPM,J P Morgan Chase & Co,20111129,UPDATE 1-Top JPMorgan bankers hosting Romney fund-raiser ,NEW YORK  Nov 29 Jimmy Lee  a veteran Wall Street investment banker  and three other top executives at JPMorgan Chase & Co are hosting a $2 500-per-person reception for Republican presidential candidate Mitt Romney in two weeks.,normal
JPM,J P Morgan Chase & Co,20111129,TABLE-Companies exposed to carbon price crash ,LONDON  Nov 29    Prices for U.N.-backed carbon credits fell to a new record low below 5 euros last week  as anxiety about economic growth fuelled panic selling.	     The U.N.'s Clean Development Mechanism is already suffering from record credit issuance and uncertainty about its future after emissions-cutting pact the Kyoto Protocol expires in 2012.	     Under the scheme  countries or private investors can finance projects that cut emissions of six greenhouse gases in countries with,normal
JPM,J P Morgan Chase & Co,20111129,Top JPMorgan bankers hosting Romney fund-raiser ,NEW YORK Jimmy Lee  a veteran Wall Street investment banker  and three other top executives at JPMorgan Chase & Co are hosting a $2 500-per-person reception for Republican presidential candidate Mitt Romney in two weeks.,normal
JPM,J P Morgan Chase & Co,20111129,New Issue-Scripps Network Interactive sells $500 mln notes ,Nov 29 Scripps Network Interactive Inc  late on Monday sells $500 million of senior unsecured notes  said IFR  a Thomson Reuters service.     JP Morgan and Wells Fargo were the joint bookrunning managers for the sale. BORROWER: AMT $500 MLN      COUPON 2.70 PCT      MATURITY  12/15/2016 TYPE SR NTS       ISS PRICE 99.878     FIRST PAY  6/15/2012 MOODY'S Baa1      YIELD 2.726          SETTLEMENT 12/1/2011 S&P A-MINUS       SPREAD 180 BPS       PAY FREQ SEMI-ANNUAL FITCH N/A          M,normal
JPM,J P Morgan Chase & Co,20111129,New Issue-AGCO Corp sells $300 mln of notes ,Nov 29 AGCO Corp late on Monday sold $300 million of notes in the 144a private placement market  said IFR  a Thomson Reuters service.     J.P. Morgan was the sole bookrunning manager for the sale. BORROWER: AGCO CORP AMT $300 MLN      COUPON 5.875 PCT     MATURITY   12/1/2021 TYPE NTS          ISS PRICE 100.00     FIRST PAY   6/1/2012 MOODY'S Ba1       YIELD 5.875PCT       SETTLEMENT 12/5/2011 S&P BBB-MINUS     SPREAD N/A           PAY FREQ SEMI-ANNUAL FITCH N/A          MORE THAN TR,normal
JPM,J P Morgan Chase & Co,20111129,New Issue-Canadian Pacific Railway sells $500 mln debt ,Nov 29 Canadian Pacific Railway Co on Tuesday sold $500 million of notes in two parts  said IFR  a Thomson Reuters service.     J.P. Morgan was the sole bookrunning manager for the sale. BORROWER: CANADIAN PACIFIC RAILWAY CO TRANCHE 1 AMT $250 MLN      COUPON 4.50 PCT      MATURITY    1/15/2022 TYPE NTS          ISS PRICE 98.151     FIRST PAY   7/15/2012 MOODY'S Baa3      YIELD 4.733          SETTLEMENT  12/1/2011 S&P BBB-MINUS     SPREAD 275 BPS       PAY FREQ SEMI-ANNUAL FITCH N/A ,normal
JPM,J P Morgan Chase & Co,20111129,Slice of missing MF Global customer cash may be in Britain-NYT ,Nov 28 About $200 million in customer funds missing at MF Global may have surfaced at JP Morgan Chase in Britain  the New York Times said  citing people briefed on the matter.,normal
JCP,JC Penney Company Inc Holding Company,20111129,Cyber Monday sales hit record $1.25 billion ,Cyber Monday online sales set a record  led by department stores and home goods retailers  according to U.S. data released on Tuesday.,topStory
KKR,KKR & Co LP,20111129,Exclusive: PE firm eyes buyout for Yahoo's U.S. business ,NEW YORK Thomas H. Lee Partners is interested in buying the U.S. operations of Yahoo Inc  breaking away from other bidders that are for now eyeing either a minority stake or teaming up with the Internet giant's partners in Asia  sources familiar with the matter said.,topStory
KKR,KKR & Co LP,20111129,KKR  Sequoia among China Outfitters IPO cornerstones - IFR ,HONG KONG  Nov 28 Private equity funds KKR & Co LP  Sequoia Capital China and Everbright Private Equity  have committed three-quarters of the $145 million Hong Kong initial public offering of China Outfitters Holdings Ltd   according to IFR  a Thomson Reuters publication.,normal
M,Macy&#39;s Inc,20111129,Cyber Monday sales hit record $1.25 billion ,Cyber Monday online sales set a record  led by department stores and home goods retailers  according to U.S. data released on Tuesday.,topStory
M,Macy&#39;s Inc,20111129,Retail stocks up after strong holiday weekend ,After a blockbuster performance over the long Thanksgiving weekend  risk-taking retailers such as Macy's Inc  and Amazon.com Inc  were rewarded with big gains in their shares  while chains that are still tinkering with their strategies reaped smaller rewards. | Video ,normal
MA,Mastercard Incorporated,20111129,Edenred to speed digital transition ,PARIS  Nov 29 French vouchers and prepaid cards group Edenred reiterated its aim to grow issue volume --the face value of its vouchers and the amount put on prepaid cards -- by 6-14 percent a year and to speed up the transition to digital products.,topStory
MA,Mastercard Incorporated,20111129,Edenred says to speed up digital transition ,PARIS  Nov 29 French vouchers and prepaid cards group Edenred reiterated its aim to grow issue volume --the face value of its vouchers and the amount put on prepaid cards -- by 6-14 percent a year and to speed up the transition to digital products.,normal
MBI,MBIA Inc,20111129,Banks  MBIA in talks to settle legal dispute: report ,Several big banks are in talks to reach a settlement with bond insurer MBIA Inc that could end a legal battle over billions of dollars in losses triggered by the financial crisis  the Wall Street Journal said  citing people familiar with the matter.,topStory
