AVAV,AeroVironment Inc,20110907,UPDATE 1-AeroVironment Q1 beats Wall Street view , Sept 7 - AeroVironment Inc posted a first-quarter profit as revenue rose 62 percent on higher sales of its drones.,topStory
MU,Micron Technology Inc,20110907,UPDATE 1-Japan's Elpida sues Taiwan's Nanya over DRAM patents , * Elpida files 4 patent suits against Nanya in the U.S.,topStory
MSFT,Microsoft Corporation,20110907,Amazon's Selipsky bullish on AWS profitability ,SEATTLE Ever since Amazon Web Services emerged as the next big thing for e-commerce giant Amazon.com Inc a few years ago  Wall Street has debated whether the business mints money or just breaks even.,topStory
MSFT,Microsoft Corporation,20110907,Amazon's Selipsky bullish on AWS profitability , SEATTLE  Sept 7 Ever since Amazon Web Services emerged as the next big thing for e-commerce giant Amazon.com Inc  a few years ago  Wall Street has debated whether the business mints money or just breaks even.,normal
MSFT,Microsoft Corporation,20110907,S.Korea-Market Factors to watch Sept 8 , SEOUL  Sept 8 Following is a list of events in South Korea as well as news stories and press reports which may influence financial markets. (Reuters News welcomes your feedback and for any queries  please contact the Seoul newsroom at +822 3704 5640 or via email at kr.rtrs@gmail.com)     	 WHAT IS HAPPENING IN KOREA (Times local  GMT +9 hrs) 	 >Bank of Korea to meet  expected to leave rates on hold at 3.25 percent.	 >Hearing in Lone Star trial on stock price manipulation charg,normal
MSFT,Microsoft Corporation,20110907,Yahoo CEO Bartz fired over the phone  rocky run ends ,SAN FRANCISCO Yahoo Inc Chairman Roy Bostock fired CEO Carol Bartz over the phone on Tuesday  ending a tumultuous tenure marked by stagnation and a rift with Chinese partner Alibaba. | Video ,normal
MSFT,Microsoft Corporation,20110907,Mosaid asks shareholders to reject Wilan hostile bid ,TORONTO Mosaid Technologies on Wednesday asked shareholders to reject a hostile  C$480 million takeover bid from WiLan Inc after the patent licensing company's board said the offer was inadequate.,normal
MSFT,Microsoft Corporation,20110907,UPDATE 6-Mosaid asks shareholders to reject Wilan hostile bid , * Says largest shareholder and officers have rejected deal,normal
MSFT,Microsoft Corporation,20110907,Exclusive: Facebook doubles first-half revenue ,SAN FRANCISCO Facebook's revenue doubled to $1.6 billion in 2011's first half  a source with knowledge of its financials told Reuters  underscoring its appeal to advertisers while it grapples with intensifying competition from the likes of Google Inc.,normal
MSFT,Microsoft Corporation,20110907,UPDATE 6-Yahoo CEO Bartz fired over the phone  rocky run ends , (Adds valuation details  comments from Alibaba executive),normal
MSFT,Microsoft Corporation,20110907,UPDATE 5-Yahoo CEO Bartz fired over the phone  rocky run ends , * Bartz's exit signals Yahoo running out of options-analysts,normal
MYL,Mylan NV,20110907,UPDATE 1-Ranbaxy's US launch of lipitor generic on track - Nikkei , Sept 8 Ranbaxy Laboratories Ltd will release a generic version of the blockbuster cholesterol-lowering drug Lipitor in the United States at the end of November as planned  the Nikkei reported  citing a top official.,topStory
NDAQ,Nasdaq Inc,20110907,Exclusive: Swift Trade's U.S. broker may face FINRA charges ,NEW YORK A brokerage that handled U.S. trading for Swift Trade  a now defunct "day trading" company accused this year of market abuses in Canada and Britain  may soon face regulatory charges in the United States.,topStory
NDAQ,Nasdaq Inc,20110907,Swift Trade's U.S. broker may face FINRA charges , * Biremis gets Wells notice from U.S. brokerage regulator,normal
NFLX,Netflix Inc,20110907,Netflix to combat piracy as it expands into Latam ,BUENOS AIRES Netflix will fight piracy with quality content that people would pay for  while expanding its online streaming service to Latin America and the Caribbean  the company's chief executive said on Wednesday.,topStory
NWSA,News Corporation,20110907,Murdoch's London lawyers study new U.K. bribery law ,WASHINGTON Lawyers for Rupert Murdoch's UK newspaper arm have begun an examination of its responsibilities under a new British law intended to crack down on bribery  Reuters has learned.,topStory
NWSA,News Corporation,20110907,Murdoch's London lawyers study new U.K. bribery law , WASHINGTON  Sept 7 Lawyers for Rupert Murdoch's UK newspaper arm have begun an examination of its responsibilities under a new British law intended to crack down on bribery  Reuters has learned.,normal
NWSA,News Corporation,20110907,PRESS DIGEST-Australian Business News - Sept 8 , SYDNEY  Sept 8    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,normal
NWSA,News Corporation,20110907,UK police make new arrest in phone hacking case ,LONDON British police arrested a man over suspected phone hacking in an early morning raid on Wednesday  the 16th person detained in a scandal centered on the News of the World tabloid  part of Rupert Murdoch's News Corp media empire.,normal
NWSA,News Corporation,20110907,UPDATE 1-UK police make new arrest in phone hacking case , LONDON  Sept 7 British police arrested a man over suspected phone hacking in an early morning raid on Wednesday  the 16th person detained in a scandal centred on the News of the World tabloid  part of Rupert Murdoch's News Corp  media empire.,normal
NWSA,News Corporation,20110907,Factbox: Arrests in News International phone-hacking probe ,British police arrested a man over suspected phone hacking in an early morning raid on Wednesday  the 16th person detained in a scandal centered on the News of the World tabloid  part of Rupert Murdoch's News Corp media empire.,normal
NWSA,News Corporation,20110907,UK police make fresh arrest in phone hacking case , LONDON  Sept 7 British police arrested a man over suspected phone hacking in an early morning raid on Wednesday  the 16th person detained in a scandal centred on the News of the World tabloid  part of Rupert Murdoch's News Corp  media empire.,normal
NVDA,NVIDIA Corporation,20110907,Nvidia up on outlook  analysts skeptical ,Shares of Nvidia Corp  jumped more than 11 percent on Wednesday  as investors bet on strong sales for the company's chips used in mobile devices like smartphones and tablets.,topStory
NVDA,NVIDIA Corporation,20110907,Nvidia up on outlook  analysts skeptical ,Shares of Nvidia Corp jumped more than 11 percent on Wednesday  as investors bet on strong sales for the company's chips used in mobile devices like smartphones and tablets.,normal
NVDA,NVIDIA Corporation,20110907,US STOCKS-Wall St set for rebound; Yahoo  BofA in focus , * Futures up: S&P 15.3 pts  Dow 103 pts  Nasdaq 25.25 pts,normal
OSIS,OSI Systems Inc,20110907,RPT-U.S. safer 10 years after 9/11  but at what cost? , NEW YORK  Sept 7 Tourists flock to Times Square for the bright lights and Broadway shows. There they find another spectacle: helmeted police with machine guns patrolling the subway station on the lookout for would-be bombers and gunmen.,topStory
RYAAY,Ryanair Holdings plc,20110907,UPDATE 2-China to need $600 bln of jets over 20 yrs -Boeing , * Forecast marks a 25 pct value increase from Nov estimate,topStory
RYAAY,Ryanair Holdings plc,20110907,UPDATE 1-Ireland considering sale of Aer Lingus stake , * Govt may sell equity stake in electricity  gas firms   (Adds Ryanair open to sale  possible energy asset sales  analyst),normal
RYAAY,Ryanair Holdings plc,20110907,Ireland considering sale of Aer Lingus stake , DUBLIN  Sept 7 Ireland is considering the sale of its 25 percent stake in airline Aer Lingus as it no longer considers it as a strategic asset  the transport minister said on Wednesday.,normal
RYAAY,Ryanair Holdings plc,20110907,China to need 5 000 jets worth $600 bln over 20 yrs -Boeing exec , BEIJING  Sept 7 Boeing Co has raised its estimate of China's likely demand for commercial aircraft over the next 20 years  forecasting it will need 5 000 jets worth about $600 billion  a senior executive said on Wednesday.,normal
SEAC,SeaChange International Inc,20110907,UPDATE 1-SeaChange Q2 misses market estimates , * Shares fall 6 pct in after-market trade   (Follows alerts),topStory
SBUX,Starbucks Corporation,20110907,Starbucks CEO campaigns to end Washington gridlock ,LOS ANGELES Starbucks Corp Chief Executive Howard Schultz called on Americans on Tuesday to deluge U.S. lawmakers with demands to end the partisan gridlock that he said is paralyzing Washington.,topStory
SBUX,Starbucks Corporation,20110907,Starbucks to triple outlets in China by 2015: report ,BEIJING Starbucks Corp  plans to triple the number of coffee outlets it runs in China over the next four years  the Associated Press reported.,normal
SBUX,Starbucks Corporation,20110907,Starbucks to triple outlets in China by 2015 - report , BEIJING  Sept 7 Starbucks Corp plans to triple the number of coffee outlets it runs in China over the next four years  the Associated Press reported.,normal
STKL,SunOpta Inc,20110907,UPDATE 1-Canada's Opta Minerals to review alternatives , Sept 7 Canada's Opta Minerals Inc has started reviewing strategic alternatives  which could also lead to a sale of the maker of environmentally friendly industrial materials  according to its largest shareholder.,topStory
SYMC,Symantec Corporation,20110907,Global cybercrimes cost $114 billion annually: Symantec ,A study by Symantec Corp  the maker of Norton computer security software  estimates the cost of global cybercrimes at $114 billion annually.,topStory
SYMC,Symantec Corporation,20110907,Global cybercrimes cost $114 bln annually - Symantec , Sept 7 A study by Symantec Corp   the maker of Norton computer security software  estimates the cost of global cybercrimes at $114 billion annually.,normal
AMTD,TD Ameritrade Holding Corporation,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),topStory
AMTD,TD Ameritrade Holding Corporation,20110907,TD Ameritrade plays down idea of E*Trade bid ,TORONTO TD Ameritrade Holding Corp can't see obvious merit in buying smaller rival E*Trade Financial  given the current "optimistic" price and doubts about E*Trade assets  the head of the U.S. online discount brokerage said on Wednesday.,normal
AMTD,TD Ameritrade Holding Corporation,20110907,TD Ameritrade plays down idea of E*Trade bid , * Says "significant issues" exist in E*Trade asset pool,normal
URBN,Urban Outfitters Inc,20110907,Urban Outfitters shares fall on weak Q3 ,Shares of Urban Outfitters Inc  fell 8 percent before the bell on Wednesday  a day after the company said comparable-store sales at its retail business were down so far in the third quarter.,topStory
VRNT,Verint Systems Inc,20110907,RPT-U.S. safer 10 years after 9/11  but at what cost? , NEW YORK  Sept 7 Tourists flock to Times Square for the bright lights and Broadway shows. There they find another spectacle: helmeted police with machine guns patrolling the subway station on the lookout for would-be bombers and gunmen.,topStory
VRTX,Vertex Pharmaceuticals Incorporated,20110907,CORRECTED - UPDATE 3-Vertex rheumatoid arthritis drug meets study goals , * 66 pct hit ACR20 in 150 mg group vs 29 pct for placebo,topStory
VOD,Vodafone Group Plc,20110907,PRESS DIGEST-Australian Business News - Sept 8 , SYDNEY  Sept 8    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
Z,Zillow Group Inc,20110907,Tech IPOs could lead the way post-Labor Day ,NEW YORK It's been a rough summer for U.S. initial public offerings after the stock market nosedived  but tech issues could see strong demand after bankers and fund managers return from vacation in September.,topStory
MMM,3M Company,20110907,UPDATE 1-IBM  3M to develop new adhesives to package chips , * Says 100 separate chips can be layered together to make a microprocessor,topStory
AGN,Allergan plc,20110907,Hospira sees mid-single digit growth through 2014 ,CHICAGO Hospira Inc's  sales will remain lackluster through 2014  growing in the mid single digits before accelerating into the low teens  executives said on Wednesday.,topStory
AGN,Allergan plc,20110907,UPDATE 3-Hospira sees mid-single digit growth through 2014 , * Forecasts mid-single digit sales growth through 2014  (Adds sales forecast to first paragraph  more company comment  closing stock price and byline),normal
AXP,American Express Company,20110907,TrueCar raises over $200 million in debt  equity , * Backers include Allen & Co LLC  GSV  Silicon Valley Bank,topStory
AIG,American International Group Inc,20110907,Analysis: BofA shake-up a crucial test for CEO Moynihan ,CHARLOTTE  North Carolina Bank of America Corp  Chief Executive Brian Moynihan is running out of time to fix the largest U.S. bank.,topStory
AMT,American Tower Corporation (REIT),20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),topStory
AMT,American Tower Corporation (REIT),20110907,UPDATE 2-American Tower to buy telecom tower sites for $304 mln , * American Tower to pay $304 mln in cash to Unison Holdings LLC,normal
AEUA,Anadarko Petroleum Corporation,20110907,Nate brews in Gulf of Mexico as energy ops resume ,HOUSTON Tropical Storm Nate formed over the Bay of Campeche in the Gulf of Mexico Wednesday afternoon as oil and gas producers in the prolific basin restarted operations in the wake of Tropical Storm Lee.,topStory
AEUA,Anadarko Petroleum Corporation,20110907,UPDATE 3-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts post-Lee,normal
AEUA,Anadarko Petroleum Corporation,20110907,CORRECTED - UPDATE 2-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts  (In first paragraph  please read formed on Wednesday afternoon instead of Tuesday afternoon),normal
AEUA,Anadarko Petroleum Corporation,20110907,New system brews as U.S. Gulf ops resume after Lee ,HOUSTON Gulf of Mexico oil and gas producers on Wednesday were restarting operations after Tropical Storm Lee was long gone  even as they monitored another system in the far southwest part of the basin.,normal
AEUA,Anadarko Petroleum Corporation,20110907,New system brews as U.S. Gulf ops resume after Lee , * Lingering bad weather slowed post-Lee restart efforts,normal
AEUA,Anadarko Petroleum Corporation,20110907,UPDATE 1-Anadarko set to start Ivory Coast drilling , NEW YORK  Sept 7 Anadarko Petroleum  expects to begin exploration in the waters of the Ivory Coast later this year after political unrest there forced the U.S. company to shut its operations in February  Chief Executive Officer Jim Hackett said on Wednesday.,normal
APC,Anadarko Petroleum Corporation,20110907,Nate brews in Gulf of Mexico as energy ops resume ,HOUSTON Tropical Storm Nate formed over the Bay of Campeche in the Gulf of Mexico Wednesday afternoon as oil and gas producers in the prolific basin restarted operations in the wake of Tropical Storm Lee.,topStory
APC,Anadarko Petroleum Corporation,20110907,UPDATE 3-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts post-Lee,normal
APC,Anadarko Petroleum Corporation,20110907,CORRECTED - UPDATE 2-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts  (In first paragraph  please read formed on Wednesday afternoon instead of Tuesday afternoon),normal
APC,Anadarko Petroleum Corporation,20110907,New system brews as U.S. Gulf ops resume after Lee ,HOUSTON Gulf of Mexico oil and gas producers on Wednesday were restarting operations after Tropical Storm Lee was long gone  even as they monitored another system in the far southwest part of the basin.,normal
APC,Anadarko Petroleum Corporation,20110907,New system brews as U.S. Gulf ops resume after Lee , * Lingering bad weather slowed post-Lee restart efforts,normal
APC,Anadarko Petroleum Corporation,20110907,UPDATE 1-Anadarko set to start Ivory Coast drilling , NEW YORK  Sept 7 Anadarko Petroleum  expects to begin exploration in the waters of the Ivory Coast later this year after political unrest there forced the U.S. company to shut its operations in February  Chief Executive Officer Jim Hackett said on Wednesday.,normal
APA,Apache Corporation,20110907,FACTBOX-TS Nate forms as US Gulf energy restarts post-Lee , Sept 7 Oil and natural gas producers in U.S.-regulated areas of the Gulf of Mexico were restoring production on Wednesday in the wake of Tropical Storm Lee as Tropical Storm Nate formed over the Bay of Campeche.,topStory
APA,Apache Corporation,20110907,FACTBOX-US Gulf offshore energy restart continues , Sept 6 Oil and natural gas producers in U.S.-regulated areas of the Gulf of Mexico restaffed platforms on Tuesday after high winds and rough seas in the aftermath of Tropical Storm Lee died down and helicopters could ferry workers back to the offshore oil patch.,normal
AZN,Astrazeneca PLC,20110907,Will bargain Bayer attract a buyer after setback? , FRANKFURT  Sept 7 One day after a damning appraisal by U.S. regulators of Bayer's  Xarelto pill  analysts took stock of what the group could be worth without its most important pipeline drug  and some now see it as a takeover target.,topStory
T,AT&T Inc,20110907,AT&T could lower T-Mobile bid price if remedies grow: report ,Bangalore AT&T Inc can lower the price it pays for T-Mobile USA Inc if the remedies requested by regulators become too expensive  a Bloomberg report said  citing three people with direct knowledge of the merger contract.,topStory
T,AT&T Inc,20110907,German stocks - Factors to watch on September 7 , FRANKFURT  Sept 7 The DAX top-30 index  looked set to open 2.5 percent higher on Wednesday  according to premarket data from brokerage Lang & Schwarz at 0615 GMT.  	  The following are some of the factors that may move German stocks (share price indications at 0615 GMT):,normal
T,AT&T Inc,20110907,PRESS DIGEST - New York Times business news - Sept 7 , Sept 7 The following were the top stories in The New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
T,AT&T Inc,20110907,AT&T could lower T-Mobile bid price if remedies grow-report , Sept 6 AT&T Inc  can lower the price it pays for T-Mobile USA Inc if the remedies requested by regulators become too expensive  a Bloomberg report said  citing three people with direct knowledge of the merger contract.,normal
AVB,AvalonBay Communities Inc,20110907,Archstone receives bids from big names: report ,Archstone has received bids from four large names in the real estate industry but the bids are not high enough to seal a deal  a Wall Street Journal report said  citing people familiar with the matter.,topStory
AVB,AvalonBay Communities Inc,20110907,Archstone receives bids from big names-WSJ , Sept 6 Archstone has received bids from four large names in the real estate industry but the bids are not high enough to seal a deal  a Wall Street Journal report said  citing people familiar with the matter.,normal
BBVA,Banco Bilbao Viscaya Argentaria SA,20110907,Spanish stocks - Factors to watch on Wednesday , MADRID  Sept 7 The following Spanish stocks may be affected by newspaper reports and other factors on Wednesday. Reuters has not verified the newspaper reports  and cannot vouch for their accuracy:,topStory
SAN,Banco Santander SA,20110907,Spanish stocks - Factors to watch on Wednesday , MADRID  Sept 7 The following Spanish stocks may be affected by newspaper reports and other factors on Wednesday. Reuters has not verified the newspaper reports  and cannot vouch for their accuracy:,topStory
BAC,Bank of America Corporation,20110907,Analysis: BofA shake-up a crucial test for CEO Moynihan ,CHARLOTTE  North Carolina Bank of America Corp  Chief Executive Brian Moynihan is running out of time to fix the largest U.S. bank.,topStory
BAC,Bank of America Corporation,20110907,Wall Street jumps as Europe debt concerns ease ,NEW YORK Wall Street bounced more than 2 percent on Wednesday  reversing three days of losses after Germany's top court smoothed the way for Berlin's participation in bailouts that could ease Europe's debt crisis. | Video ,normal
BAC,Bank of America Corporation,20110907,Analysis: Krawcheck ouster fuels Merrill brokers' bank angst ,NEW YORK Bank of America's ouster of Sallie Krawcheck has deprived Merrill Lynch advisers of a vocal advocate and revived worries the commercial banking giant will further tighten its grip on the brokerage.,normal
BAC,Bank of America Corporation,20110907,Analysis: Mortgage cases target people  not just banks ,NEW YORK By suing 131 individuals in its effort to recover losses on $200 billion of mortgage debt that went sour  the federal agency overseeing mortgage giants Fannie Mae and Freddie Mac is doing one thing that the government has largely left alone.,normal
BAC,Bank of America Corporation,20110907,Analysis: Mortgage cases target people  not just banks ,NEW YORK By suing 131 individuals in its effort to recover losses on $200 billion of mortgage debt that went sour  the federal agency overseeing mortgage giants Fannie Mae and Freddie Mac is doing one thing that the U.S. government has largely left alone.,normal
BAC,Bank of America Corporation,20110907,US STOCKS-Wall Street jumps as Europe debt concerns ease , * Indexes up: Dow 2.5 pct  S&P 2.9 pct  Nasdaq 3 pct,normal
BAC,Bank of America Corporation,20110907,US STOCKS-Wall Street jumps as Europe debt concerns ease , * Indexes up: Dow 2.5 pct  S&P 2.9 pct  Nasdaq 3 pct,normal
BAC,Bank of America Corporation,20110907,MOVES-BofA  Towers Watson  Mirae Asset  Newedge , Sept 7 The following financial service industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
BAC,Bank of America Corporation,20110907,Analysis: Exits show how few women make it to CEO in U.S. ,BOSTON For advocates of gender equality  this week's ouster of two of Corporate America's most powerful women served as a reminder of how little progress U.S. companies have made in promoting women to executive positions.,normal
BAC,Bank of America Corporation,20110907,Appeals court rejects mortgage database suit ,SAN FRANCISCO A lawsuit accusing several mortgage lenders of fraud over home loans maintained within the industry's private electronic database cannot proceed  according to a U.S. appeals court ruling.,normal
BCS,Barclays PLC,20110907,Cerberus-owned NewPage files for Chapter 11 ,WILMINGTON  Del./NEW YORK NewPage Corp   the biggest maker of magazine paper in North America  filed for bankruptcy on Wednesday  succumbing to falling demand as advertisers and readers move online.,topStory
BCS,Barclays PLC,20110907,UPDATE 6-Cerberus-owned NewPage files for Chapter 11 , * Largest non-financial U.S. bankruptcy in two years  (Adds names of lenders),normal
BCS,Barclays PLC,20110907,ADR Report-Bank  other ADRs bounce back; energy shares up , NEW YORK  Sept 7 U.S.-listed shares of European banks bounced back on Wednesday as investors saw some signs of progress in the euro zone debt crisis.,normal
BCS,Barclays PLC,20110907,Lehman asks US judge for $500 mln Barclays payback , NEW YORK  Sept 7 Lehman Brothers Holdings Inc -- whose North American business was taken over by Barclays Plc in 2008 -- has asked a U.S. judge on Wednesday to force the British bank to pay it back $500 million it says was meant to go to employees.,normal
BCS,Barclays PLC,20110907,Lehman asks U.S. judge for $500 million Barclays payback ,NEW YORK Lehman Brothers Holdings Inc -- whose North American business was taken over by Barclays Plc in 2008 -- has asked a U.S. judge on Wednesday to force the British bank to pay it back $500 million it says was meant to go to employees.,normal
BCS,Barclays PLC,20110907,Lehman appeals to district court on Barclays sale , NEW YORK  Sept 7 Lehman Brothers Holdings Inc  appealed on Wednesday a U.S. bankruptcy court ruling that upheld the sale of its North American securities business to Barclays Plc   according to court documents.,normal
BCS,Barclays PLC,20110907,UK banks face costly rewrite of "death plans" , LONDON  Sept 7 Britain's plans to shield taxpayers from the risk of possible future failures by high street banks will trigger a costly and fundamental rewriting of lenders' so-called "living wills.",normal
ABX,Barrick Gold Corporation,20110907,UPDATE 2-Barrick outlines new Nevada gold discoveries ,   * Says new discoveries remain open in multiple directions,topStory
ABX,Barrick Gold Corporation,20110907,CANADA STOCKS-TSX rebounds as concern over EU debt crisis eases , TORONTO  Sept 7 Toronto's main stock market index rose on Wednesday after three days of losses  on hopes the European debt crisis might ease after Germany's top court smoothed the way for Berlin's participation in bailout packages.,normal
ABX,Barrick Gold Corporation,20110907,UPDATE 1-NovaGold sees higher costs for Donlin Gold project , Sept 7 Canada's Novagold Resources  expects capital costs at  Alaska-based Donlin Gold project to rise by $2.5 billion from its previous estimate  partly due to the addition of a gas-run power generation facility.,normal
ABX,Barrick Gold Corporation,20110907,TSX may rise ahead of Bank of Canada rate decision , Sept 7 Toronto's main stock index looked set to open higher on Wednesday ahead of the Bank of Canada's rate decision as stronger-than-expected data on the U.S. services sector and Australian growth boosted investor confidence.,normal
ABX,Barrick Gold Corporation,20110907,UPDATE 1-NORDIC STOCKS - Factors to watch on Sept 7 , HELSINKI  Sept 7 The following stocks may be affected by newspaper reports and other factors on Wednesday:,normal
BBY,Best Buy Co Inc,20110907,Best Buy unveils new third-party Marketplace ,SAN FRANCISCO Best Buy Co said on Wednesday it will offer products online from other sellers through a new third-party Marketplace as the electronics retailer tries to better compete with Internet rivals Amazon.com and eBay Inc.,topStory
BBY,Best Buy Co Inc,20110907,UPDATE 1-Best Buy unveils new third-party Marketplace , * Buy.com among six third-party sellers signed up  (Adds details of third-party sellers  share price  exec comment),normal
BBY,Best Buy Co Inc,20110907,Best Buy unveils new third-party marketplace , SAN FRANCISCO  Sept 7 Best Buy Co  said on Wednesday it will offer products online from other sellers through a new third-party Marketplace as the electronics retailer tries to better compete with online rivals Amazon.com  and eBay Inc .,normal
BHP,BHP Billiton Limited,20110907,PRESS DIGEST-Australian Business News - Sept 8 , SYDNEY  Sept 8    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
BHP,BHP Billiton Limited,20110907,Glencore's 1st sustainability report shows 18 deaths ,LONDON Commodities group Glencore released its first sustainability report on Wednesday showing it paid $780 000 in major environmental fines last year and had 18 fatalities.,normal
BHP,BHP Billiton Limited,20110907,Glencore's 1st sustainability report shows 18 deaths , LONDON  Sept 7 Commodities group Glencore  released its first sustainability report on Wednesday showing it paid $780 000 in major environmental fines last year and had 18 fatalities.,normal
BHP,BHP Billiton Limited,20110907,UPDATE 1-BP makes fresh Gulf of Mexico find at Mad Dog , LONDON  Sept 7 BP said a well at its Mad Dog field in the Gulf of Mexico found oil  significantly increasing the area's potential resources.,normal
BBL,BHP Billiton plc,20110907,PRESS DIGEST-Australian Business News - Sept 8 , SYDNEY  Sept 8    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
BBL,BHP Billiton plc,20110907,Glencore's 1st sustainability report shows 18 deaths ,LONDON Commodities group Glencore released its first sustainability report on Wednesday showing it paid $780 000 in major environmental fines last year and had 18 fatalities.,normal
BBL,BHP Billiton plc,20110907,Glencore's 1st sustainability report shows 18 deaths , LONDON  Sept 7 Commodities group Glencore  released its first sustainability report on Wednesday showing it paid $780 000 in major environmental fines last year and had 18 fatalities.,normal
BBL,BHP Billiton plc,20110907,UPDATE 1-BP makes fresh Gulf of Mexico find at Mad Dog , LONDON  Sept 7 BP said a well at its Mad Dog field in the Gulf of Mexico found oil  significantly increasing the area's potential resources.,normal
BLK,BlackRock Inc,20110907,BlackRock names Wiedman to head iShares ETF unit , BOSTON  Sept 7 BlackRock Inc   the world's largest asset manager  named Mark Wiedman to head its $632 billion iShares exchange-traded fund unit.,topStory
BLK,BlackRock Inc,20110907,S&P met with bond investors before U.S. debt downgrade: report ,Ratings agency Standard & Poor's officials privately met with large bond investors weeks before the firm's U.S. debt downgrade  leaving some believing the chance of a rating downgrade was higher than they had previously thought  the Wall Street Journal said.,normal
BLK,BlackRock Inc,20110907,S&P met with bond investors before US debt downgrade - WSJ , Sept 7 Ratings agency Standard & Poor's officials privately met with large bond investors weeks before the firm's U.S. debt downgrade  leaving some believing the chance of a rating downgrade was higher than they had previously thought  the Wall Street Journal said.,normal
BA,Boeing Company (The),20110907,EADS ready to dig deep into cash for M&A: executive ,WASHINGTON Europe's EADS is ready to dig deep into its $16 billion cash pile to drive forward plans to expand in the United States and is in preliminary talks with several companies  a senior executive said on Wednesday. | Video ,topStory
BA,Boeing Company (The),20110907,Boeing boosts overseas defense sale target ,WASHINGTON Boeing Co > expects up to 30 percent of its security-related sales to come from abroad by 2013  a greater share than previously projected  the head of the company's defense unit said on Wednesday.,normal
BA,Boeing Company (The),20110907,NASA spacecraft to probe the inside of the moon ,CAPE CANAVERAL  Florida More than 100 spacecraft have been to the moon  including six with U.S. astronauts  but one key piece of information about Earth's natural satellite is still missing -- what's inside. | Video ,normal
BA,Boeing Company (The),20110907,NASA spacecraft to probe the inside of the moon , CAPE CANAVERAL  Fla.  Sept 7 More than 100 spacecraft have been to the moon  including six with U.S. astronauts  but one key piece of information about Earth's natural satellite is still missing -- what's inside.,normal
BA,Boeing Company (The),20110907,BAE sees no bold deals near term: U.S. CEO ,WASHINGTON BAE Systems Plc  is looking at acquisitions but is being very cautious at a time when the industry grapples with the prospect of sharp cuts in military spending  the head of the company's U.S. operations said on Wednesday.,normal
BA,Boeing Company (The),20110907,More cuts would hurt defense sector: Pentagon ,WASHINGTON The defense industry would face devastating consequences if Congress fails to find a solution for reducing U.S. budget deficits by the end of the year  the Pentagon's industrial policy chief said.,normal
BA,Boeing Company (The),20110907,UPDATE 2-China to need $600 bln of jets over 20 yrs -Boeing , * Forecast marks a 25 pct value increase from Nov estimate,normal
BA,Boeing Company (The),20110907,Days over for Southwest fuel cost advantage-CFO , NEW YORK/CHICAGO  Sept 7 Southwest Airlines   whose fuel hedges were once the envy of the U.S. airline industry  still uses them to manage volatile fuel costs  but the carrier no longer spends far less on fuel than rivals  Southwest's chief financial officer said on Wednesday.,normal
BA,Boeing Company (The),20110907,Boeing engine too small  says Pratt ,WASHINGTON Pratt & Whitney warned Boeing on Tuesday it may have to rethink its strategy for competing with Airbus in a $2 trillion segment of the jet market because the engine it has chosen from rival GE  is too small.,normal
BA,Boeing Company (The),20110907,China to need 5 000 jets worth $600 bln over 20 yrs -Boeing exec , BEIJING  Sept 7 Boeing Co has raised its estimate of China's likely demand for commercial aircraft over the next 20 years  forecasting it will need 5 000 jets worth about $600 billion  a senior executive said on Wednesday.,normal
BP,BP plc,20110907,US West Coast Products-Gasoline continues decline , HOUSTON  Sept 7 Wholesale gasoline premiums sagged 4 cents in the Los Angeles market on Wednesday as expectations for low demand continued  traders said.,topStory
BP,BP plc,20110907,Nate brews in Gulf of Mexico as energy ops resume ,HOUSTON Tropical Storm Nate formed over the Bay of Campeche in the Gulf of Mexico Wednesday afternoon as oil and gas producers in the prolific basin restarted operations in the wake of Tropical Storm Lee.,normal
BP,BP plc,20110907,UPDATE 3-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts post-Lee,normal
