ACIW,ACI Worldwide Inc,20110815,UPDATE 1-ACI asks S1 shareholders to vote against Fundtech deal , Aug 15 ACI Worldwide Inc urged shareholders of S1 Corp   which rejected its $540 million offer earlier this month  to vote against S1's proposed acquisition of Israel's Fundtech Ltd .,topStory
T,AT&T Inc,20110815,TIMELINE-Motorola: From cellphone inventor to Google bolt-on , Aug 15 Google Inc's  purchase of Motorola Mobility  marks the end of its 81-year story -- including its invention of the cellphone in the 1970s  its spectacular success with the Razr phone a few years ago  and then its slide into crisis and now its takeover. * 1928: Galvin family establishes Galvin Manufacturing. Its first product was a power converter. * 1930: Changes name to Motorola. Three generations of Galvins lead Motorola until Christopher Galvin's ,normal
T,AT&T Inc,20110815,New Issue-AT&T sells $5 bln debt in three parts ,  Aug 15 AT&T Inc  on Monday sold $5 billion of senior unsecured notes in three parts  said IFR  a Thomson Reuters service.,normal
T,AT&T Inc,20110815,IFR-AT&T prices $5bn 3-part bond as it preps for T-Mobile merger , NEW YORK  Aug 15 (IFR) - AT&T hit the market today with a US$5bn  three-part offering. This is the phone operator's largest bond financing since it announced its US$39bn cash-and-stock acquisition of T-Mobile USA from Deutsche Telekom in March.,normal
BCH,Banco De Chile,20110815,UPDATE 2-Source at Chile's Luksic knocks down Shell report , * Shell has clashed with gov't over price controls  (Rewrites to cite source saying report not true),topStory
BAC,Bank of America Corporation,20110815,UPDATE 3-HIGHLIGHTS-Some US hedge funds bail on Bank of America ,  NEW YORK  Aug 15 Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,topStory
BAC,Bank of America Corporation,20110815,Google deal boosts shares for third day ,NEW YORK Wall Street stocks rose for a third day on Monday as investors saw Google's offer for phone maker Motorola Mobility as an excuse to jump back into the market after weeks of sharp selling. | Video ,normal
BAC,Bank of America Corporation,20110815,Highlights: Some U.S. hedge funds trim gold  financials ,NEW YORK Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,normal
BAC,Bank of America Corporation,20110815,Allstate sues Goldman over mortgage debt losses ,NEW YORK Allstate Corp  on Monday sued Goldman Sachs Group Inc   accusing the Wall Street bank of causing losses by hiding the risks more than $123 million of mortgage securities it bought.,normal
BAC,Bank of America Corporation,20110815,UPDATE 1-Allstate sues Goldman over mortgage debt losses , NEW YORK  Aug 15 Allstate Corp  on Monday sued Goldman Sachs Group Inc   accusing the Wall Street bank of causing losses by hiding the risks more than $123 million of mortgage securities it bought.,normal
BAC,Bank of America Corporation,20110815,UPDATE 1-Paulson slashes stake in Bank of America , NEW YORK  Aug 15 Billionaire investor John Paulson  whose flagship funds have lost roughly 30 percent this year  halved his position in Bank of America  in the second quarter.,normal
BAC,Bank of America Corporation,20110815,Berkowitz's Fairholme slashes U.S. stock holdings , NEW YORK  Aug 15 Bruce Berkowitz's Fairholme Capital Group roughly halved its U.S. stock holdings in the second quarter by moving some of its money into more concentrated bets like insurer American International Group   according to a regulatory filing.,normal
BAC,Bank of America Corporation,20110815,US STOCKS-Google deal boosts shares for third day , * Indexes up: Dow 1.9 pct  S&P 500 2.2 pct  Nasdaq 1.9 pct,normal
BAC,Bank of America Corporation,20110815,BofA gets boost as Countrywide cases are combined ,NEW YORK Bank of America Corp  won what could prove a legal victory as eight mortgage securities lawsuits against its Countrywide unit were combined into a single case before a federal judge who has ruled favorably for the bank in the past.,normal
BAC,Bank of America Corporation,20110815,BofA gets boost as Countrywide cases are combined , NEW YORK  Aug 15 Bank of America Corp  won what could prove a legal victory as eight mortgage securities lawsuits against its Countrywide unit were combined into a single case before a federal judge who has ruled favorably for the bank in the past.,normal
BMO,Bank Of Montreal,20110815,Guilty plea in Bank of Montreal trading scandal ,NEW YORK A former chief executive of the Optionable Inc  commodities brokerage pleaded guilty for his role in a C$853 million (US$868 million) commodities trading scandal at Bank of Montreal .,topStory
BMO,Bank Of Montreal,20110815,Guilty plea in Bank of Montreal trading scandal , * Cassidy said to help ex-trader inflate trading portfolio,normal
BK,Bank Of New York Mellon Corporation (The),20110815,PRESS DIGEST - Wall Street Journal - Aug 15 , Aug 15 The following were the top stories in The Wall Street Journal on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
BCS,Barclays PLC,20110815,BofA to exit Canada  Europe credit card business ,CHARLOTTE  N.C./TORONTO Eager to shed assets and rebuild its battered capital base  Bank of America Corp  said on Monday it plans to sell its $8.6 billion Canadian credit card portfolio to TD Bank Group .,topStory
BCS,Barclays PLC,20110815,UPDATE 4-BofA to exit Canada  Europe credit card business , * Sale at "modest premium" to $8.6 bln portfolio  TD says,normal
BCS,Barclays PLC,20110815,Barclays gets green light to expand in Israel , JERUSALEM  Aug 15 Bank of Israel Governor Stanley Fischer has awarded Barclays a banking licence and permit to open a branch  the central bank said  paving the way for the UK-listed bank to expand its investment banking and brokerage activities.,normal
B,Barnes Group Inc,20110815,Factbox: Russia's civil and military aerospace industry ,MOSCOW Russia will show off its best fighter jets and newest space shuttles at the MAKS airshow starting on Tuesday  and an ambitious program to upgrade its aging arms may make Moscow the biggest buyer at its own show.,topStory
ABX,Barrick Gold Corporation,20110815,CANADA STOCKS-TSX rallies broadly  RIM lifted by Google deal , *RIM surges 10 percent on Google  Motorola deal  (Updates to close  adds details  quotes),topStory
ABX,Barrick Gold Corporation,20110815,CANADA STOCKS-TSX climbs in broad rally  golds slip , *All 10 sectors higher  gold sub-sector falls  (Updates with details  comments),normal
ABX,Barrick Gold Corporation,20110815,Go for gold and stay on course: AGF fund ,BANGALORE With gold prices up nearly 16 percent to record highs since Standard & Poor's downgraded U.S. credit  and growing fears of a double-dip recession  the precious metal could go on to hit $3 000 an ounce within 2-3 years  said a portfolio manager at AGF Precious Metals Fund.,normal
ABX,Barrick Gold Corporation,20110815,RPT-BAY STREET-Junior miners present big risk in bear market , * Analysts recommend established miners in current climate,normal
BHP,BHP Billiton Limited,20110815,Exclusive: Chesapeake CEO McClendon cashes in on well deals ,HOUSTON Chesapeake Energy Corp Chief Executive Aubrey McClendon is legendary on Wall Street for his dealmaking prowess  but investors may not realize the deals put money directly into his pocket.,topStory
BBL,BHP Billiton plc,20110815,Exclusive: Chesapeake CEO McClendon cashes in on well deals ,HOUSTON Chesapeake Energy Corp Chief Executive Aubrey McClendon is legendary on Wall Street for his dealmaking prowess  but investors may not realize the deals put money directly into his pocket.,topStory
BA,Boeing Company (The),20110815,Factbox: For cuts  Pentagon must choose among weapons  personnel ,A decision to cut $350 billion in security spending over the next decade will force the Pentagon to make difficult trade-offs that could lead to layoffs  canceled weapons systems or a smaller nuclear arsenal.,topStory
BA,Boeing Company (The),20110815,Factbox: For cuts  Pentagon must choose among weapons  personnel ,A decision to cut $350 billion in security spending over the next decade will force the Pentagon to make difficult trade-offs that could lead to layoffs  canceled weapons systems or a smaller nuclear arsenal.,normal
BA,Boeing Company (The),20110815,FACTBOX-For cuts  Pentagon must choose among weapons  personnel , Aug 15 A U.S. decision to cut $350 billion in security spending over the next decade will force the Pentagon to make difficult trade-offs that could lead to layoffs  canceled weapons systems or a smaller nuclear arsenal.,normal
BA,Boeing Company (The),20110815,UPDATE 1-Boeing  Air Lease close $2.5 billion order , CHICAGO  Aug 15 Boeing Co  and Air Lease Corp  said on Monday they finalized an order for 14 Next-Generation 737-800s and five 777-300ER airplanes.,normal
BA,Boeing Company (The),20110815,Russia set to be biggest buyer at own airshow ,MOSCOW Russia will showcase its top-of-the-range fighter jets and newest space shuttles at the MAKS airshow  starting on Tuesday  and an ambitious program to upgrade its arms looks set to make Moscow the biggest buyer at its own show.,normal
BP,BP plc,20110815,Greenland says to publish oil spill plan ,LONDON Greenland said it was going to publish its oil spill contingency plan later on Monday  in a move which could help dampen some of the controversy surrounding oil exploration in its waters.,topStory
BP,BP plc,20110815,UPDATE 1-Greenland says to publish oil spill plan , * Says oil spill plan to be available on website later on Monday,normal
BP,BP plc,20110815,Exclusive: Chesapeake CEO McClendon cashes in on well deals ,HOUSTON Chesapeake Energy Corp Chief Executive Aubrey McClendon is legendary on Wall Street for his dealmaking prowess  but investors may not realize the deals put money directly into his pocket.,normal
BP,BP plc,20110815,Shell mum on flow from oil pipeline leak ,LONDON Royal Dutch Shell said an oil leak from a ruptured pipeline into the North Sea was slowing but refused to say how much oil has already leaked into the sea.,normal
BP,BP plc,20110815,UPDATE 1-UK prompt gas rises on high demand  market eyes outage , * Heysham 1-1 nuclear reactor stops to refuel   (Updates with return from maintenance of Unity Riser platform  prices),normal
BP,BP plc,20110815,BP resumes service at North Sea oil  gas Unity Riser platform , LONDON  Aug 15 Operator BP has completed maintenance at its North Sea oil and gas Unity Riser platform following planned repairs  it said on Monday.,normal
BP,BP plc,20110815,UPDATE 2-Shell leak could be worst in North Sea since 2000 , * Spill of that scale would be biggest since 2000 - govt,normal
BP,BP plc,20110815,Greenland to publish oil spill plan-minister , LONDON  Aug 15 Greenland is due to publish its oil spill response plan later on Monday  the territory's deputy minister for Mineral Resources said  in a move which could dampen some of the controversy surrounding oil exploration in its waters.,normal
BP,BP plc,20110815,TNK-BP's diesel pipeline halted after damage , MOSCOW  Aug 15 A 2 million tonnes per year diesel pipeline linked to the Ryazan refinery run by Russian oil firm TNK-BP  was halted on Monday after it was damaged by digging works  the link operator said. A spokesman for Transnefteproduct  a subsidiary of oil pipeline operator Transneft   told Reuters that the company will need at least half a day  or a day more  to restart the pipeline.,normal
BP,BP plc,20110815,Shell mum on flow from oil pipeline leak , LONDON  Aug 15 Royal Dutch Shell  said an oil leak from a ruptured pipeline into the North Sea was slowing but refused to say how much oil has already leaked into the sea.,normal
BRFS,BRF SA,20110815,UPDATE 1-Brazil Marfrig says takeovers off table till 2012 , * CEO says no comment on possible interest in Brasil Foods,topStory
BTI,British American Tobacco plc,20110815,Ex-divs to take 9.5 points off FTSE 100 on Aug 17 , LONDON  Aug 15 The following FTSE 100 companies will go ex-dividend on Wednesday  after which investors will no longer qualify for the latest dividend payout.,topStory
CNQ,Canadian Natural Resources Limited,20110815,CANADA STOCKS-TSX rallies broadly  RIM lifted by Google deal , *RIM surges 10 percent on Google  Motorola deal  (Updates to close  adds details  quotes),topStory
CNQ,Canadian Natural Resources Limited,20110815,Canada crude-Synthetic differentials strengthen with LLS , CALGARY  Alberta  Aug 15 Canadian cash crude prices strengthened on Monday as U.S. light oil moved up and as maintenance at oil sands and heavy oil upgrading plants neared  market sources said.,normal
CNQ,Canadian Natural Resources Limited,20110815,CANADA STOCKS-TSX climbs in broad rally  golds slip , *All 10 sectors higher  gold sub-sector falls  (Updates with details  comments),normal
COF,Capital One Financial Corporation,20110815,UPDATE 1-Delinquencies continue to fall at most major US card cos , Aug 15 Credit card charge-offs and delinquency rates continued their decline at most major U.S. lenders in July  signalling American consumers have been able to keep up with their bill payments.,topStory
COF,Capital One Financial Corporation,20110815,TABLE-Delinquencies continue to fall at most major US card cos , Aug 15 Credit card charge-offs and delinquency rates continued their decline at most major U.S. lenders in July  signalling American consumers have been able to keep up with their bill payments.,normal
CHK,Chesapeake Energy Corporation,20110815,Exclusive: Chesapeake CEO McClendon cashes in on well deals ,HOUSTON Chesapeake Energy Corp Chief Executive Aubrey McClendon is legendary on Wall Street for his dealmaking prowess  but investors may not realize the deals put money directly into his pocket.,topStory
CVX,Chevron Corporation,20110815,Nigerian naira depreciates on strong dlr demand at auction , LAGOS  Aug 15 The Nigerian naira <NGN=D1    > weakened further against the dollar on the interbank market on Monday after demand outstripped supply at a bi-weekly foreign exchange auction  traders said.,topStory
CVX,Chevron Corporation,20110815,Oil reforms to cost Nigeria $3 bln a year - auditors , ABUJA  Aug 15 Nigeria will lose $3 billion a year due to changes in tax terms proposed in an oil reform bill before parliament  the government's oil transparency agency said  the latest debate in years of wrangling over the plans to overhaul Africa's largest energy industry.,normal
CHL,China Mobile (Hong Kong) Ltd,20110815,Huawei closes in on Ericsson  sees growth in consumer sector ,HONG KONG China's Huawei Technologies Co Ltd  the world's No.2 network equipment maker  posted an 11 percent rise in its first-half sales as it closes in on market leader Ericsson.,topStory
CHL,China Mobile (Hong Kong) Ltd,20110815,REFILE-UPDATE 2-Huawei closes in on Ericsson  sees growth in consumer sector , HONG KONG  Aug 15 China's Huawei Technologies Co Ltd   the world's No.2 network equipment maker  posted an 11 percent rise in its first-half sales as it closes in on market leader Ericsson .,normal
CHA,China Telecom Corp Ltd,20110815,REFILE-UPDATE 2-Huawei closes in on Ericsson  sees growth in consumer sector , HONG KONG  Aug 15 China's Huawei Technologies Co Ltd   the world's No.2 network equipment maker  posted an 11 percent rise in its first-half sales as it closes in on market leader Ericsson .,topStory
CHU,China Unicom (Hong Kong) Ltd,20110815,Huawei closes in on Ericsson  sees growth in consumer sector ,HONG KONG China's Huawei Technologies Co Ltd  the world's No.2 network equipment maker  posted an 11 percent rise in its first-half sales as it closes in on market leader Ericsson.,topStory
CHU,China Unicom (Hong Kong) Ltd,20110815,REFILE-UPDATE 2-Huawei closes in on Ericsson  sees growth in consumer sector , HONG KONG  Aug 15 China's Huawei Technologies Co Ltd   the world's No.2 network equipment maker  posted an 11 percent rise in its first-half sales as it closes in on market leader Ericsson .,normal
C,Citigroup Inc,20110815,UPDATE 3-HIGHLIGHTS-Some US hedge funds bail on Bank of America ,  NEW YORK  Aug 15 Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,topStory
C,Citigroup Inc,20110815,Highlights: Some U.S. hedge funds trim gold  financials ,NEW YORK Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,normal
C,Citigroup Inc,20110815,Allstate sues Goldman over mortgage debt losses ,NEW YORK Allstate Corp  on Monday sued Goldman Sachs Group Inc   accusing the Wall Street bank of causing losses by hiding the risks more than $123 million of mortgage securities it bought.,normal
C,Citigroup Inc,20110815,UPDATE 1-Allstate sues Goldman over mortgage debt losses , NEW YORK  Aug 15 Allstate Corp  on Monday sued Goldman Sachs Group Inc   accusing the Wall Street bank of causing losses by hiding the risks more than $123 million of mortgage securities it bought.,normal
C,Citigroup Inc,20110815,UPDATE 1-Delinquencies continue to fall at most major US card cos , Aug 15 Credit card charge-offs and delinquency rates continued their decline at most major U.S. lenders in July  signalling American consumers have been able to keep up with their bill payments.,normal
C,Citigroup Inc,20110815,Barclays gets green light to expand in Israel , JERUSALEM  Aug 15 Bank of Israel Governor Stanley Fischer has awarded Barclays a banking licence and permit to open a branch  the central bank said  paving the way for the UK-listed bank to expand its investment banking and brokerage activities.,normal
C,Citigroup Inc,20110815,China IPO Pipeline - August 15 , ,normal
CLF,Cleveland-Cliffs Inc,20110815,UPDATE 1-Cliffs Natural sets 4 million share buyback , HOUSTON  Aug 15 Cliffs Natural Resources  on Monday said its board of directors approved the repurchase of up to 4 million of the iron ore producer's shares.,topStory
CEO,CNOOC Limited,20110815,TEXT-Fitch Affirms CNOOC Limited at 'A'; Outlook Stable , BEIJING/SYDNEY/HONG KONG  August 15 (Fitch) Fitch Ratings has today affirmed CNOOC Limited's (CNL) Long-Term Foreign- and Local-Currency Issuer Default Ratings (IDRs) at 'A'  Short-Term Foreign and Local-Currency IDRs at 'F1'  and its senior unsecured ratings at 'A'. The Outlook on the Long-Term IDRs is Stable.,topStory
KOF,Coca Cola Femsa SAB de CV,20110815,DIARY - Mexico and Central America - to Aug 31 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- AUG19 0800/1300  GDP Q/Q                    Q3            +0.5 pct AUG19 0800/1300  quarterly GDP              Q3            +4.6 pct,topStory
COP,ConocoPhillips,20110815,U.S. Cash Products-Chicago gasoline down on cycle change , HOUSTON  Aug 15 Chicago gasoline differentials fell 3.00 cents a gallon on Monday as the market shifted to the third cycle of the month  traders said.,topStory
COP,ConocoPhillips,20110815,Nigeria's NNPC to reduce its stake in Brass LNG , ABUJA  Aug 15 Nigeria's state-oil company NNPC said on Monday it will reduce its stake in the long-delayed Brass Liquefied Natural Gas (LNG) project to 30 percent  from its current 49 percent  to secure much-needed investment.,normal
COP,ConocoPhillips,20110815,FACTBOX-Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 15 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,normal
COP,ConocoPhillips,20110815,North Sea Crude-Forties bid steady  eyes on Ekofisk , LONDON  Aug 15 North Sea Forties crude differentials remained well bid on Monday  with traders seeing little impact on loading programmes from what the UK government described as a "substantial" leak from a Royal Dutch Shell  pipeline.,normal
CS,Credit Suisse Group,20110815,"Boutique" banks triumph in Google's Motorola deal ,NEW YORK Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc.,topStory
CS,Credit Suisse Group,20110815,UPDATE 3-'Boutique' banks triumph in Google's Motorola deal , * Bankers could cumulatively pocket $67 million  (Adds ric for Motorola Solutions  paragraph 11),normal
CS,Credit Suisse Group,20110815,CORRECTED - 'Boutique' banks triumph in Google's Motorola deal , NEW YORK  Aug 15 Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's  blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc .,normal
DQ,DAQO New Energy Corp,20110815,UPDATE 2-Daqo New Energy gets $153.4 mln loan; Q2 profit doubles , Aug 15 Daqo New Energy Corp said Bank of China had approved a $153.4 million (980 million Chinese yuan) loan to expand its polysilicon production and the Chinese solar company said its second-quarter profit more than doubled.,topStory
DB,Deutsche Bank AG,20110815,UPDATE 1-Wells Fargo hires Citadel investment bankers , * Move comes as Citadel sheds non-core operations  (Adds league tables  other employees hired),topStory
DB,Deutsche Bank AG,20110815,UPDATE 2-Six stand trial in carbon fraud case in Germany , * Deutsche Bank says firm itself not under investigation,normal
DB,Deutsche Bank AG,20110815,Six stand trial in carbon fraud case in Germany ,FRANKFURT Six people accused of evading more than 200 million euros ($282 million) in tax in the European carbon market face possible prison terms of up to nine years  the judge told the opening of their trial at a Frankfurt district court on Monday.,normal
DB,Deutsche Bank AG,20110815,Factbox: Latest trial starts in $7 billion EU carbon fraud ,LONDON A 5 billion euro tax fraud returned to haunt European Union's emissions trading scheme on Monday as six individuals faced tax evasion charges at a trial which starts in Frankfurt.,normal
DB,Deutsche Bank AG,20110815,Six stand trial in carbon fraud case in Germany , * Accused of evading over 200 mln eur in tax fraud scheme,normal
DFS,Discover Financial Services,20110815,UPDATE 1-Delinquencies continue to fall at most major US card cos , Aug 15 Credit card charge-offs and delinquency rates continued their decline at most major U.S. lenders in July  signalling American consumers have been able to keep up with their bill payments.,topStory
DFS,Discover Financial Services,20110815,TABLE-Delinquencies continue to fall at most major US card cos , Aug 15 Credit card charge-offs and delinquency rates continued their decline at most major U.S. lenders in July  signalling American consumers have been able to keep up with their bill payments.,normal
UFS,Domtar Corporation,20110815,Deals of the day -- mergers and acquisitions , (Adds Google  Bank of America  Time Warner Cable  Cargill  Ascent Solar Technologies and others),topStory
UFS,Domtar Corporation,20110815,UPDATE 2-Domtar buys diaper co to escape paper volatility , ,normal
ECL,Ecolab Inc,20110815,Global loan backlog building as M&A  leverage slow ,LONDON (The following story appeared in the August 13 issue of International Financing Review  a Thomson Reuters publication).,topStory
ECL,Ecolab Inc,20110815,IFR-Global loan backlog building as M&A  leverage slow , LONDON  Aug 15 (The following story appeared in the August 13 issue of International Financing Review  a Thomson Reuters publication).,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110815,Factbox: Russia's civil and military aerospace industry ,MOSCOW Russia will show off its best fighter jets and newest space shuttles at the MAKS airshow starting on Tuesday  and an ambitious program to upgrade its aging arms may make Moscow the biggest buyer at its own show.,topStory
E,ENI SpA,20110815,Nigeria's NNPC to reduce its stake in Brass LNG , ABUJA  Aug 15 Nigeria's state-oil company NNPC said on Monday it will reduce its stake in the long-delayed Brass Liquefied Natural Gas (LNG) project to 30 percent  from its current 49 percent  to secure much-needed investment.,topStory
EPD,Enterprise Products Partners LP,20110815,UPDATE 4-Pipeline leaks fuel into Missouri River in Iowa , * Regulator says Enterprise recovered 3 000 gallons of NGL  (Adds details),topStory
EPD,Enterprise Products Partners LP,20110815,Pipeline leaks NGL into Missouri River in Iowa ,NEW YORK A leak in a natural gas liquids pipeline operated by Enterprise Products Partners spilled fuel into the Missouri River in Iowa  the company said on Monday.,normal
EPD,Enterprise Products Partners LP,20110815,U.S. pipeline regulator probing Enterprise leak , WASHINGTON  Aug 15 The U.S. pipeline regulator has an inspector on the scene of a leak on an Enterprise Products Partners  natural gas liquids pipeline in Burt county  Nebraska  a spokesman for the agency said on Monday.,normal
EL,Estee Lauder Companies Inc (The),20110815,Estee Lauder sees profit below Street  shares fall ,CHICAGO Cosmetics company Estee Lauder Cos Inc  forecast fiscal year earnings below Wall Street's expectations after turning in a slightly better than expected quarterly profit  and its shares fell 7 percent.,topStory
EL,Estee Lauder Companies Inc (The),20110815,UPDATE 3-Estee Lauder sees profit below Street  shares fall , * Shares down 7 percent  (Adds CEO comments  share activity  geographical results  Asia sales  advertising  gross margins),normal
EL,Estee Lauder Companies Inc (The),20110815,CORRECTED - UPDATE 1-Estee Lauder's profit rises , (Corrects final bullet and last paragraph to show company's forecast excluding items and to provide analysts' estimate for fiscal year 2012  not 2011. Makes clear that forecast is below  not above  Wall Street's expectations.),normal
EL,Estee Lauder Companies Inc (The),20110815,US STOCKS-Futures up  volatility seen lower , * Futures up: Dow 34 pts  S&P 6.4 pts  Nasdaq 7.75 pts,normal
EL,Estee Lauder Companies Inc (The),20110815,US STOCKS-Futures rise after last week's wild ride , * Futures up: Dow 34 pts  S&P 5.6 pts  Nasdaq 8.5 pts,normal
XOM,Exxon Mobil Corporation,20110815,UPDATE 4-Pipeline leaks fuel into Missouri River in Iowa , * Regulator says Enterprise recovered 3 000 gallons of NGL  (Adds details),topStory
XOM,Exxon Mobil Corporation,20110815,UPDATE 1-Imperial Oil's Nova Scotia refinery restarting , CALGARY  Alberta  Aug 15 Imperial Oil Ltd  said on Monday its Dartmouth  Nova Scotia  refinery was restarting after more than two weeks of planned maintenance that contributed to some fuel shortages on Canada's East Coast.,normal
XOM,Exxon Mobil Corporation,20110815,Greenland says to publish oil spill plan ,LONDON Greenland said it was going to publish its oil spill contingency plan later on Monday  in a move which could help dampen some of the controversy surrounding oil exploration in its waters.,normal
XOM,Exxon Mobil Corporation,20110815,UPDATE 1-Greenland says to publish oil spill plan , * Says oil spill plan to be available on website later on Monday,normal
XOM,Exxon Mobil Corporation,20110815,FACTBOX-Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 15 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,normal
XOM,Exxon Mobil Corporation,20110815,Pipeline leaks NGL into Missouri River in Iowa ,NEW YORK A leak in a natural gas liquids pipeline operated by Enterprise Products Partners spilled fuel into the Missouri River in Iowa  the company said on Monday.,normal
XOM,Exxon Mobil Corporation,20110815,UPDATE 2-Shell leak could be worst in North Sea since 2000 , * Spill of that scale would be biggest since 2000 - govt,normal
XOM,Exxon Mobil Corporation,20110815,Greenland to publish oil spill plan-minister , LONDON  Aug 15 Greenland is due to publish its oil spill response plan later on Monday  the territory's deputy minister for Mineral Resources said  in a move which could dampen some of the controversy surrounding oil exploration in its waters.,normal
XOM,Exxon Mobil Corporation,20110815,E.ON mulls gas transport network sale: source ,DUESSELDORF  Germany E.ON AG  is considering selling its natural gas transport network  a company source told Reuters  as Germany's decision to abandon nuclear power forces the group to shed assets and jobs.,normal
XOM,Exxon Mobil Corporation,20110815,CORRECTED-(OFFICIAL)-UPDATE 2-E.ON mulls gas transport network sale -source , (Company corrects number of employees at Open Grid Europe unit to 1 800 from 1 400 in second paragraph),normal
F,Ford Motor Company,20110815,Buddy Media raises $54 mln  now valued at $500 mln , * Former Facebook ad exec Kevin Colleran joins as adviser,topStory
F,Ford Motor Company,20110815,Australia July new vehicle sales up most in a decade , SYDNEY  Aug 15 Sales of new motor vehicles in Australia boasted their biggest rise in over a decade in July as the supply of cars from Japan finally began to return to normal after months of disruption from the March earthquake there.,normal
BEN,Franklin Resources Inc,20110815,Asia funds lose $77 bln in August stocks plunge  led by Korea , * Templeton's Mobius  Fidelity's SE Asia fund among top losers,topStory
FCX,Freeport-McMoran Inc,20110815,Go for gold and stay on course: AGF fund ,BANGALORE With gold prices up nearly 16 percent to record highs since Standard & Poor's downgraded U.S. credit  and growing fears of a double-dip recession  the precious metal could go on to hit $3 000 an ounce within 2-3 years  said a portfolio manager at AGF Precious Metals Fund.,topStory
GPS,Gap Inc (The),20110815,H&M sales slide as European consumers feel the pinch ,STOCKHOLM H&M  posted a 6 percent fall in like-for-like sales in July as the world's second-largest clothes retailer suffered from weak consumer sentiment in Europe where it makes most of its sales. | Video ,topStory
GPS,Gap Inc (The),20110815,UPDATE 2-H&M sales slide as European consumers feel the pinch , * Shares down 1.9 pct   (Adds analyst comments  share price  background),normal
G,Genpact Limited,20110815,Australia July new vehicle sales up most in a decade , SYDNEY  Aug 15 Sales of new motor vehicles in Australia boasted their biggest rise in over a decade in July as the supply of cars from Japan finally began to return to normal after months of disruption from the March earthquake there.,topStory
GSK,GlaxoSmithKline PLC,20110815,UPDATE 1-GSK  Impax drug works in second Parkinson's study , LONDON  Aug 15 An experimental Parkinson's disease drug from GlaxoSmithKline and Impax Laboratories  has produced positive results in a second late-stage clinical trial  the companies said on Monday.,topStory
GFI,Gold Fields Limited,20110815,UPDATE 2-Harmony Gold misses Q4 market forecast as costs bite , * Company sticks to 2 mln oz output target by 2015   (Adds CEO interview  analyst comment  details),topStory
GG,Goldcorp Inc,20110815,Go for gold and stay on course: AGF fund ,BANGALORE With gold prices up nearly 16 percent to record highs since Standard & Poor's downgraded U.S. credit  and growing fears of a double-dip recession  the precious metal could go on to hit $3 000 an ounce within 2-3 years  said a portfolio manager at AGF Precious Metals Fund.,topStory
GG,Goldcorp Inc,20110815,RPT-BAY STREET-Junior miners present big risk in bear market , * Analysts recommend established miners in current climate,normal
GS,Goldman Sachs Group Inc (The),20110815,"Boutique" banks triumph in Google's Motorola deal ,NEW YORK Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc.,topStory
GS,Goldman Sachs Group Inc (The),20110815,UPDATE 3-'Boutique' banks triumph in Google's Motorola deal , * Bankers could cumulatively pocket $67 million  (Adds ric for Motorola Solutions  paragraph 11),normal
GS,Goldman Sachs Group Inc (The),20110815,Allstate sues Goldman over mortgage debt losses ,NEW YORK Allstate Corp  on Monday sued Goldman Sachs Group Inc   accusing the Wall Street bank of causing losses by hiding the risks more than $123 million of mortgage securities it bought.,normal
GS,Goldman Sachs Group Inc (The),20110815,UPDATE 1-Allstate sues Goldman over mortgage debt losses , NEW YORK  Aug 15 Allstate Corp  on Monday sued Goldman Sachs Group Inc   accusing the Wall Street bank of causing losses by hiding the risks more than $123 million of mortgage securities it bought.,normal
GS,Goldman Sachs Group Inc (The),20110815,UPDATE 1-Wells Fargo hires Citadel investment bankers , * Move comes as Citadel sheds non-core operations  (Adds league tables  other employees hired),normal
GS,Goldman Sachs Group Inc (The),20110815,ASIA PRIVATE EQUITY WEEKLY NEWS  AUGUST 15  2011 , HONG KONG  August 15 News and developments in Asia private equity from Reuters News for the week ending August 12.,normal
PAC,Grupo Aeroportuario Del Pacifico SA de CV,20110815,Mexican airport operator rejects Brazil project , MEXICO CITY  Aug 15 Mexican airport operator Grupo Aeroportuario del Pacifico   said it will not take part in a Brazilian airport project because it does not believe it is viable.,topStory
