ALKS,Alkermes plc,20120906,BRIEF-Moody's raises Alkermes' CFR to B1 ,Sept 6 Alkermes Inc:  * Moody's rates alkermes' term loan b1; upgrades cfr to b1  * Rpt-moody's rates alkermes' term loan b1; upgrades cfr to b1,topStory
DAL,Delta Air Lines Inc,20120906,UPDATE 1-Delta sees solid 3rd-qtr profit  notes rising fuel cost ,Sept 6 Delta Air Lines Inc said on Thursday it expects a "solidly profitable" third quarter even as rising fuel prices pressure margins.,normal
DAL,Delta Air Lines Inc,20120906,Delta expects solid third-quarter profit  notes rising fuel ,Sept 6 U.S. carrier Delta Air Lines Inc  said on Thursday it expects a "solidly profitable" third quarter even as rising fuel prices pressure margins.,normal
DAL,Delta Air Lines Inc,20120906,BRIEF-Delta Air expects Q3 profit ,Sept 6 Delta Air Lines Inc :  * President Ed Bastian tells Deutsche Bank conference that Delta expects 'solidly profitable' September quarter despite rising fuel,normal
DB,Deutsche Bank AG,20120906,FERC takes aim at Deutsche Bank over power market manipulation ,NEW YORK Federal energy regulators have asked Deutsche Bank Energy Trading LLC to provide proof that it did not manipulate California energy markets or face a $1.5 million fine  the regulator said in an order issued on Wednesday.,topStory
DB,Deutsche Bank AG,20120906,FERC takes aim at Deutsche Bank over power market manipulation ,NEW YORK  Sept 6 Federal energy regulators have asked Deutsche Bank Energy Trading LLC to provide proof that it did not manipulate California energy markets or face a $1.5 million fine  the regulator said in an order issued on Wednesday.,normal
DB,Deutsche Bank AG,20120906,UPDATE 1-Indonesia picks banks for sovereign sukuk ,* Sukuk due before year-end - sources   (Adds comment  background),normal
DB,Deutsche Bank AG,20120906,DIARY-U.S. MEETINGS / DAY AHEAD ,THOMSON REUTERS  Corporate Meetings for US Companies Thursday  September 6  2012.       S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead        Non S&P 500 - Weekly               Non S&P 500 - Day Ahead             ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day        Meetings - Weekly                   S&P 500 Earnings - Monthly          Economic Indicators                  Dividends                           Daily earnings hits & misses         Federal Reserve ,normal
D,Dominion Energy Inc,20120906,TEXT-S&P says Dominion Resources sale plans won't affect ratings ,Sept 6 - Standard & Poor's Ratings Services said today that Dominion Resources Inc.'s (A-/Stable/A-2) plans to sell three of its merchant generation units has no immediate impact on current ratings. Dominion indicated that it plans to use the asset sale proceeds to offset debt financing needs and invest in its regulated utility operations. As a result  when completed  the transaction will somewhat reduce Dominion's consolidated business risk and support the company's focus on its regulated utili,topStory
D,Dominion Energy Inc,20120906,UPDATE 1-Dominion Resources to sell three merchant power plants ,* Selling one plant in Mass  two in Illinois     * Proceeds to go to regulated business     * Stock rises 1.5 percent       Sept 6 Power company Dominion said on Thursday it will sell three  merchant power stations that sell electricity on the open market and use the proceeds for its regulated business.     The company  which serves customers in Virginia and other states  said the 1 536-megawatt Brayton Point Power Station in Somerset  Massachusetts will be put up for sale.     Also ,normal
DCUD,Dominion Energy Inc,20120906,TEXT-S&P says Dominion Resources sale plans won't affect ratings ,Sept 6 - Standard & Poor's Ratings Services said today that Dominion Resources Inc.'s (A-/Stable/A-2) plans to sell three of its merchant generation units has no immediate impact on current ratings. Dominion indicated that it plans to use the asset sale proceeds to offset debt financing needs and invest in its regulated utility operations. As a result  when completed  the transaction will somewhat reduce Dominion's consolidated business risk and support the company's focus on its regulated utili,topStory
DCUD,Dominion Energy Inc,20120906,UPDATE 1-Dominion Resources to sell three merchant power plants ,* Selling one plant in Mass  two in Illinois     * Proceeds to go to regulated business     * Stock rises 1.5 percent       Sept 6 Power company Dominion said on Thursday it will sell three  merchant power stations that sell electricity on the open market and use the proceeds for its regulated business.     The company  which serves customers in Virginia and other states  said the 1 536-megawatt Brayton Point Power Station in Somerset  Massachusetts will be put up for sale.     Also ,normal
DRUA,Dominion Energy Inc,20120906,TEXT-S&P says Dominion Resources sale plans won't affect ratings ,Sept 6 - Standard & Poor's Ratings Services said today that Dominion Resources Inc.'s (A-/Stable/A-2) plans to sell three of its merchant generation units has no immediate impact on current ratings. Dominion indicated that it plans to use the asset sale proceeds to offset debt financing needs and invest in its regulated utility operations. As a result  when completed  the transaction will somewhat reduce Dominion's consolidated business risk and support the company's focus on its regulated utili,topStory
DRUA,Dominion Energy Inc,20120906,UPDATE 1-Dominion Resources to sell three merchant power plants ,* Selling one plant in Mass  two in Illinois     * Proceeds to go to regulated business     * Stock rises 1.5 percent       Sept 6 Power company Dominion said on Thursday it will sell three  merchant power stations that sell electricity on the open market and use the proceeds for its regulated business.     The company  which serves customers in Virginia and other states  said the 1 536-megawatt Brayton Point Power Station in Somerset  Massachusetts will be put up for sale.     Also ,normal
LLY,Eli Lilly and Company,20120906,Lilly's Alimta combination cancer therapy fails trial ,Sept 6 Eli Lilly and Co said a late-stage trial testing its lung cancer drug Alimta failed to meet the main study goal of improving overall survival of patients.,topStory
ENB,Enbridge Inc,20120906,Enbridge to invest up to C$600 mln to upgrade Toronto pipeline ,Sept 6 Enbridge Inc said it will invest up to C$600 million to expand its gas distribution system in the Greater Toronto Area to meet growing demand.,topStory
XOM,Exxon Mobil Corporation,20120906,UPDATE 1-Exxon CEO says Russia deal a model for the rest ,* ExxonMobil  Rosneft working in "challenging circumstances",topStory
XOM,Exxon Mobil Corporation,20120906,Analysis: Kurdish oil deals have Baghdad in a bind ,BAGHDAD When Iraq's Deputy Prime Minister Hussain al-Shahristani met Exxon Mobil executives in Baghdad two months ago  he could hardly control his emotions. His anger boiling over  the Iraqi oil chief threatened to kick the Americans out of the country.,normal
XOM,Exxon Mobil Corporation,20120906,REFILE-Exxon sees Kara Sea exploration drilling in 2014-15 ,VLADIVOSTOK  Russia   Sept 6 Exxon Mobil  CEO Rex Tillerson said on Thursday seismic studies at the Arctic Kara Sea oil exploration project with Russian oil major Rosneft were ahead of schedule and he expected  drilling to commence in 2014-15.,normal
FDX,FedEx Corporation,20120906,UTi Worldwide results calm investors after FedEx warning ,Logistics company UTi Worldwide Inc  reported weaker-than-expected earnings and revenue  but its shares rose as much as 11 percent on relief that the results were not even worse than feared after a profit warning from FedEx Corp .,topStory
FDX,FedEx Corporation,20120906,UPDATE 2-UTi Worldwide results calm investors after FedEx warning ,Sept 6 Logistics company UTi Worldwide Inc  reported weaker-than-expected earnings and revenue  but its shares rose as much as 11 percent on relief that the results were not even worse than feared after a profit warning from FedEx Corp.,normal
FLS,Flowserve Corporation,20120906,TEXT-Fitch rates Flowserve's proposed notes 'BBB-' ,Sept 6 - Fitch Ratings has assigned a 'BBB-' rating to Flowserve Corporation's (Flowserve) planned issuance of $500 million 10-year senior unsecured notes. Proceeds will be used to repay a $250 million bridge loan and for general corporate purposes. The Rating Outlook is Positive. A full ratings list appears at the end of this release.  Flowserve's new debt is consistent with the company's recently revised financial strategy under which the company aims to maintain leverage (debt to EBITDA) with,topStory
FLS,Flowserve Corporation,20120906,BRIEF - Moody's rates Flowserve notes Baa3 ,Sept 6 Moody's rates Flowserve notes Baa3 ,normal
F,Ford Motor Company,20120906,Ford revamps models in bid to halt European sales slide ,AMSTERDAM/DETROIT Ford Motor Co  showed its revamped European lineup on Thursday  including a new small sport-utility vehicle to challenge Nissan Motor Co's  Juke  as the automaker pushes to revive sales and curb mounting losses in the region.,topStory
F,Ford Motor Company,20120906,UPDATE 2-Ford revamps models in bid to halt European sales slide ,* Ford expects to lose more than $1 bln in Europe this year,normal
F,Ford Motor Company,20120906,CORRECTED-UPDATE 2-Brazil carmakers post record sales and output in August ,(Corrects last paragraph to say Ford's sales rose in August  not fell),normal
F,Ford Motor Company,20120906,Ford revamps models in bid to halt European sales slide ,AMSTERDAM Ford Motor Co  showed revamped versions of its key European models on Thursday  including a small sport-utility vehicle to challenge Nissan Motor Co's Juke   as it struggles to revive sales and curb mounting losses in the region.,normal
F,Ford Motor Company,20120906,Ford revamps key models in bid to halt European sales slide ,AMSTERDAM Ford Motor Co showed revamped versions of its key European models on Thursday  including a small sport-utility vehicle to challenge Nissan Motor Co's Juke   as it struggles to revive sales and curb mounting losses in the region.,normal
F,Ford Motor Company,20120906,Ford revamps key models in bid to halt European sales slide ,AMSTERDAM  Sept 6 Ford Motor Co showed revamped versions of its key European models on Thursday  including a small sport-utility vehicle to challenge Nissan Motor Co's Juke   as it struggles to revive sales and curb mounting losses in the region.,normal
F,Ford Motor Company,20120906,BRIEF-Ford Motor says will bring Mustang brand  Edge SUV to the European market ,DETROIT  Sept 6 Ford Motor Co :  * Says will bring mustang  edge suv to the European market,normal
F,Ford Motor Company,20120906,Ford says to export Indian-built engines to Europe ,NEW DELHI  Sept 6 Ford Motor Co plans to export Indian-built engines to Europe as it ramps up capacity in India  Gary Johnson  vice-president  manufacturing  Asia Pacific and Africa said on Thursday.,normal
GS,Goldman Sachs Group Inc (The),20120906,Court revives mortgage debt class-action vs Goldman ,NEW YORK A federal appeals court has revived a lawsuit accusing Goldman Sachs Group Inc of misleading investors about the risks associated with mortgage securities offerings.,topStory
GS,Goldman Sachs Group Inc (The),20120906,UPDATE 2-US court revives mortgage debt class-action vs Goldman ,NEW YORK  Sept 6 A federal appeals court has revived a lawsuit accusing Goldman Sachs Group Inc of misleading investors about the risks associated with mortgage securities offerings.,normal
GS,Goldman Sachs Group Inc (The),20120906,Goldman must face mortgage debt claims-US appeals court ,Sept 6 A federal appeals court in New York on Thursday revived a lawsuit accusing Goldman Sachs Group Inc  of misleading investors about the risks associated with 17 mortgage securities offerings.,normal
GS,Goldman Sachs Group Inc (The),20120906,BRIEF-U.S. appeals court revives some investor claims against Goldman ,Sept 6 Goldman Sachs Group Inc :  * U.S. appeals court revives some investor claims against Goldman Sachs Group,normal
GS,Goldman Sachs Group Inc (The),20120906,DIARY-U.S. MEETINGS / DAY AHEAD ,THOMSON REUTERS  Corporate Meetings for US Companies Thursday  September 6  2012.       S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead        Non S&P 500 - Weekly               Non S&P 500 - Day Ahead             ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day        Meetings - Weekly                   S&P 500 Earnings - Monthly          Economic Indicators                  Dividends                           Daily earnings hits & misses         Federal Reserve ,normal
GS,Goldman Sachs Group Inc (The),20120906,AIG  Goldman lead Gimme Credit list of top debt issuers ,Sept 6 Four years after it teetered on the brink of bankruptcy and had to be saved by a record-breaking government bailout  insurer AIG is now one of the most attractive issuers of investment-grade debt in the country  research firm Gimme Credit said on Thursday.,normal
GS,Goldman Sachs Group Inc (The),20120906,Coal  iron ore could fall more in next few months: Goldman Sachs ,SINGAPORE The risk of prices for commodities such as coal and iron ore falling will grow in the last few months of the year  Goldman Sachs  said on Thursday  with waning confidence in China's economy encouraging traders there to offload chunks of their stocks.,normal
HMC,Honda Motor Company Ltd,20120906,Honda invests $425 mln in UK's Swindon plant ,TOKYO  Sept 6 Japan's Honda Motor Co is investing 267 million pounds ($424.9 million) in building new models and engines at its Swindon plant in Britain  the automaker said on Thursday  in an effort to rebuild its ailing European business.,topStory
HMC,Honda Motor Company Ltd,20120906,UPDATE 1-India's Hero MotoCorp signs deal with European company ,NEW DELHI  Sept 6 Hero MotoCorp Ltd  the world's largest maker of two-wheeled vehicles  has signed an agreement with a European design and technology partner  Managing Director Pawan Munjal said  its third partner since its split from Japan's Honda Motor Co.,normal
HSBC,HSBC Holdings plc,20120906,Enstar to buy HSBC's North American closed-life insurance ops ,Enstar Group Ltd  said it would buy the U.S. and Canadian closed-life insurance operations of HSBC Finance  a unit of HSBC Holdings Plc   for a base price of $181 million.,topStory
HSBC,HSBC Holdings plc,20120906,Enstar to buy HSBC's North American closed-life insurance ops ,Sept 6 Enstar Group Ltd said it would buy the U.S. and Canadian closed-life insurance operations of HSBC Finance  a unit of HSBC Holdings Plc  for a base price of $181 million.,normal
HSEA,HSBC Holdings plc,20120906,Enstar to buy HSBC's North American closed-life insurance ops ,Enstar Group Ltd  said it would buy the U.S. and Canadian closed-life insurance operations of HSBC Finance  a unit of HSBC Holdings Plc   for a base price of $181 million.,topStory
HSEA,HSBC Holdings plc,20120906,Enstar to buy HSBC's North American closed-life insurance ops ,Sept 6 Enstar Group Ltd said it would buy the U.S. and Canadian closed-life insurance operations of HSBC Finance  a unit of HSBC Holdings Plc  for a base price of $181 million.,normal
HSEB,HSBC Holdings plc,20120906,Enstar to buy HSBC's North American closed-life insurance ops ,Enstar Group Ltd  said it would buy the U.S. and Canadian closed-life insurance operations of HSBC Finance  a unit of HSBC Holdings Plc   for a base price of $181 million.,topStory
HSEB,HSBC Holdings plc,20120906,Enstar to buy HSBC's North American closed-life insurance ops ,Sept 6 Enstar Group Ltd said it would buy the U.S. and Canadian closed-life insurance operations of HSBC Finance  a unit of HSBC Holdings Plc  for a base price of $181 million.,normal
HBM,Hudbay Minerals Inc,20120906,New Issue-HudBay Minerals Inc sells $500 mln in notes ,Sept 6 HudBay Minerals Inc on Thursday sold $500 million of senior notes in the 144a private placement market  said IFR  a Thomson Reuters service.     The size of the deal was increased from an originally planned $400 million.     Bank of America Merrill Lynch was the sole bookrunning manager for the sale.  BORROWER: HUDBAY MINERALS INC  AMT $500 MLN    COUPON 9.5 PCT     MATURITY    10/1/2020 TYPE SR NTS     ISS PRICE 100      FIRST PAY    4/1/2013 MOODY'S B3      YIELD 9.5 PCT    ,topStory
HBM,Hudbay Minerals Inc,20120906,TEXT-S&P rates HudBay Minerals proposed notes ,-- We are assigning our 'B' issue-level rating  and '3' recovery rating   to HudBay Minerals Inc.'s  proposed US$400 million senior unsecured notes.,normal
HBM,Hudbay Minerals Inc,20120906,BRIEF - Moody's rates Hudbay Minerals Inc notes B3 ,Sept 6 Moody's rates Hudbay Minerals Inc notes B3,normal
HII,Huntington Ingalls Industries Inc,20120906,Huntington CEO: Put politics aside in U.S. budget debate ,WASHINGTON  Sept 5 - The CEO of America's largest warship maker urged U.S. lawmakers and the defense industry to stop playing politics with military budgets and begin a serious debate about looming defense cuts.,topStory
INFY,Infosys Limited,20120906,Plan in place for struggling Infosys  but no quick returns ,BANGALORE  India Infosys Ltd  the company that symbolized India's rise as an outsourcing powerhouse but has struggled this year  will have to wait longer than expected for returns from a remodeled strategy.,topStory
JPM,J P Morgan Chase & Co,20120906,PRESS DIGEST - Financial Times - Sept 7 ,The European Central Bank agreed on Thursday to launch a new and potentially unlimited bond-buying programme to solve the euro zone crisis.,topStory
JPM,J P Morgan Chase & Co,20120906,Senate committee launches probe of JPM's "Whale" losses ,NEW YORK A U.S. Senate committee has launched a probe into JPMorgan Chase's "London Whale" trading losses  according to a source familiar with the investigation.,normal
JPM,J P Morgan Chase & Co,20120906,UPDATE 2-Senate committee launches probe of JPM's 'Whale' losses ,* Permanent Subcommittee on Investigations looking at CIO activities,normal
JPM,J P Morgan Chase & Co,20120906,Senate committee launches probe of JPM's 'Whale' losses ,NEW YORK  Sept 6 A Senate committee has launched a probe into JPMorgan Chase's "London Whale" trading losses  according to a source familiar with the investigation.,normal
JPM,J P Morgan Chase & Co,20120906,JPMorgan Chase names Craig Delany chief investment officer: memo ,JPMorgan Chase & Co  named senior mortgage executive Craig Delany to head its chief investment office more than three months after the discovery of a wayward derivatives trade in the division that caused at least $5.8 billion in losses.,normal
JPM,J P Morgan Chase & Co,20120906,Global growth eases as demand falls: JPMorgan ,LONDON Growth in the world's private sector economy eased in August as a modest expansion in services was coupled with stagnating demand for manufactured goods  a business survey showed on Thursday.,normal
JPM,J P Morgan Chase & Co,20120906,London broker Oriel sees opportunities for research team ,LONDON  Sept 6 The new chief executive of Oriel Securities  one of London's niche stockbroking and corporate finance advisory firms  wants to attract analysts and ramp-up its coverage of larger firms to plug gaps left by bulge-bracket rivals cutting back in Europe.,normal
KBH,KB Home,20120906,TEXT-Fitch revises KB Home's outlook to stable; affirms 'B+' IDR ,Sept 06 - Fitch Ratings has affirmed KB Home's (NYSE: KBH)  Issuer Default Rating (IDR) at 'B+' and senior unsecured rating at 'B+/RR4'. The  Rating Outlook has been revised to Stable from Negative. A complete list of  rating actions follows at the end of this release.,topStory
LVS,Las Vegas Sands Corp,20120906,Madrid odds on to win Las Vegas Sands mega-casino ,MADRID Las Vegas Sands' planned gambling complex in Spain will likely be built in Madrid after Barcelona failed in its bid to attract a project which will see the U.S. group invest up to 15 billion euros and create up to 250 000 jobs.,topStory
LVS,Las Vegas Sands Corp,20120906,Madrid odds on to win Las Vegas Sands mega-casino ,MADRID Las Vegas Sands'  planned gambling complex in Spain will likely be built in Madrid after Barcelona failed in its bid to attract a project which will see the U.S. group invest up to 15 billion euros ($19 billion) and create up to 250 000 jobs.,normal
LVS,Las Vegas Sands Corp,20120906,Madrid odds on to win Las Vegas Sands mega-casino ,MADRID  Sept 6 Las Vegas Sands' planned gambling complex in Spain will likely be built in Madrid after Barcelona failed in its bid to attract a project which will see the U.S. group invest up to 15 billion euros ($19 billion) and create up to 250 000 jobs.,normal
LYG,Lloyds Banking Group Plc,20120906,Lloyds CEO calls for radical change at UK banks ,* Says industry can't continue to lurch from crisis to crisis,topStory
LMT,Lockheed Martin Corporation,20120906,Pentagon officials likely to OK F-35 test plan on Friday-sources ,* Lockheed to make 3 versions for Air Force  Navy  Marines,topStory
MA,Mastercard Incorporated,20120906,MasterCard to buy consumer offers platform Truaxis ,MasterCard Inc  agreed on Thursday to buy Truaxis Inc  a provider of credit and debit card-linked offers through merchants and financial institutions  to help bolster its customer loyalty products.,topStory
MA,Mastercard Incorporated,20120906,MasterCard to buy consumer offers platform Truaxis ,MasterCard Inc  agreed on Thursday to buy Truaxis Inc  a provider of credit and debit card-linked offers through merchants and financial institutions  to help bolster its customer loyalty products.,normal
MA,Mastercard Incorporated,20120906,MasterCard to buy consumer offers platform Truaxis ,Sept 6 MasterCard Inc agreed on Thursday to buy Truaxis Inc  a provider of credit and debit card-linked offers through merchants and financial institutions  to help bolster its customer loyalty products.,normal
MA,Mastercard Incorporated,20120906,MasterCard takes step towards first Myanmar credit card ,MasterCard Inc has reached an agreement with a bank in Myanmar to issue its first branded cards in the country  which  emerging from isolation after years of military rule  has an antiquated banking system and a largely cash economy.,normal
MA,Mastercard Incorporated,20120906,MasterCard takes step towards first Myanmar credit card ,MasterCard Inc has reached an agreement with a bank in Myanmar to issue its first branded cards in the country  which  emerging from isolation after years of military rule  has an antiquated banking system and a largely cash economy.,normal
MA,Mastercard Incorporated,20120906,MasterCard takes step towards first Myanmar credit card ,Sept 6 MasterCard Inc has reached an agreement with a bank in Myanmar to issue its first branded cards in the country  which  emerging from isolation after years of military rule  has an antiquated banking system and a largely cash economy.,normal
MCO,Moody&#39;s Corporation,20120906,BRIEF-Moody's assigns A3 rating to North Shore - Long Island Jewish's (NY) $135 Million Of Series 2012B Taxable Bonds; Outlook is stable ,Sept 7 Moody's assigns A3 rating to North Shore - Long Island Jewish's (NY) $135 Million Of Series 2012B Taxable Bonds; Outlook is stable,topStory
MCO,Moody&#39;s Corporation,20120906,BRIEF-Moody's assigns A1 rating to City of Sherwood  OR Full Faith & Credit Refunding Obligations (Limited Tax G.O Bonds)  Series 2012 ,Sept 7 Moody's assigns A1 rating to City of Sherwood  OR Full Faith & Credit Refunding Obligations (Limited Tax G.O Bonds)  Series 2012,normal
MCO,Moody&#39;s Corporation,20120906,BRIEF-Moody's assigns Aa3 rating to Conroe (City of) TX Water and Sewer Enterprise's $21.025 million Water and Sewer System Revenue Bonds  Series 2012; Also affirms Aa3 on outstanding parity revenue debt ,Sept 7 Moody's assigns Aa3 rating to Conroe (City of) TX Water and Sewer Enterprise's $21.025 million Water and Sewer System Revenue Bonds  Series 2012; Also affirms Aa3 on outstanding parity revenue debt,normal
MCO,Moody&#39;s Corporation,20120906,BRIEF-Moody's assigns Aa2 rating to the City of Conroe's (TX) $9.2 million Certificates of Obligation  Series 2012; Also affirms Aa2 rating on outstanding parity debt ,Sept 7 Moody's assigns Aa2 rating to the City of Conroe's (TX) $9.2 million Certificates of Obligation  Series 2012; Also affirms Aa2 rating on outstanding parity debt,normal
MCO,Moody&#39;s Corporation,20120906,BRIEF-Moody's: Supervalu's rating  outlook are unaffected by closure announcement ,Sept 6 SUPERVALU Inc :  * Moody's says supervalu's b3 cfr and negative outlook are unaffected by store,normal
MCO,Moody&#39;s Corporation,20120906,BRIEF - Moody's says Mexico's water companies face significant challenges ,Sept 6 Moody's says Mexico's water companies face significant challenges   (Caryn Trokie  New York Ratings Unit),normal
MCO,Moody&#39;s Corporation,20120906,BRIEF-Moody's: no negative rating impact on Da Vinci Synthetic plc ,Sept 6 Da Vinci Synthetic Plc:  * Moody's: no negative rating impact on Da Vinci Synthetic plc following intesa,normal
MCO,Moody&#39;s Corporation,20120906,BRIEF-Moody's assigns (P)Aaa to Zephyr Home Loans FCT's mortgage covered bonds ,* Moody's assigns (P)Aaa to Zephyr Home Loans FCT's mortgage covered bonds,normal
MCO,Moody&#39;s Corporation,20120906,BRIEF-Moody's changes MNC Sky Vision`s outlook to positive ,* Moody's changes B2 corporate family and senior unsecured bond ratings.,normal
MCO,Moody&#39;s Corporation,20120906,BRIEF-Moody's: Third phase of Emissions Trading Scheme brings manageable risks for European building materials companies ,Sept 6 Moody's: Third phase of Emissions Trading Scheme brings manageable risks for European building materials companies,normal
MS,Morgan Stanley,20120906,Morgan Stanley latest bank to lose traders to merchant firm ,NEW YORK Three Morgan Stanley  gasoline traders in Europe are set to join Swiss commodity trader Mercuria  a source said on Thursday  the latest Wall Street bank to lose traders to aggressive merchants.,topStory
MS,Morgan Stanley,20120906,Morgan Stanley latest US bank to lose traders to merchant firm ,NEW YORK  Sept 6 Three Morgan Stanley  gasoline traders in Europe are set to join Swiss commodity trader Mercuria  a source said on Thursday  the latest Wall Street bank to lose traders to aggressive merchants.,normal
NAV,Navistar International Corporation,20120906,BRIEF-Navistar exec says 500 employees left under voluntary buyout plan in Q3  expects 200 to be laid off in Q4 ,Sept 6 Navistar International Corp :  * Exec says 500 employees left under voluntary buyout plan in Q3  expects 200,topStory
NAV,Navistar International Corporation,20120906,UPDATE 3-Navistar reports profit on tax benefit  plans job cuts ,* Loss before items widens to $100 million from year-ago $54 million,normal
NAV,Navistar International Corporation,20120906,Navistar reports profit on tax benefit  plans job cuts ,Navistar International Corp  reported a quarterly profit on Thursday after a $196 million tax benefit offset the high costs of its unsuccessful program to develop a new style of diesel engine.,normal
NAV,Navistar International Corporation,20120906,Navistar reports quarterly profit on tax benefit ,Sept 6 Navistar International Corp  reported an $84 million quarterly profit on Thursday after a $196 million tax benefit offset the high costs of its unsuccessful program to develop a new style of diesel engine.,normal
NEE,NextEra Energy Inc,20120906,NextEra Energy to sell $650 mln equity units ,Sept 6 The largest U.S. renewable energy operator  NextEra Energy Inc  said it will sell $650 million worth of equity units to Goldman Sachs  Barclays PLC  and Citigroup Inc.,topStory
NMR,Nomura Holdings Inc ADR,20120906,Nomura's U.S. stock traders get a jolt ,NEW YORK Nomura Holdings' decision to scale back its equity trading business halts its ambitious U.S. growth plans and creates a Manhattan real-estate conundrum for Japan's biggest brokerage.,topStory
NMR,Nomura Holdings Inc ADR,20120906,Nomura tries new equities tack in industry upheaval ,LONDON  Sept 6 Japan's Nomura is touting the independence of its trading platform Instinet  to distinguish itself from other investment banks  as it joins them in shrinking its equities business to help cut $1 billion in costs.,normal
NMR,Nomura Holdings Inc ADR,20120906,Europe  equities bear brunt of Nomura's $1 billion cost cuts ,TOKYO Nomura Holdings Inc   Japan's biggest brokerage  will make cuts in its equities and investment banking businesses as it looks to chop $1 billion in costs  with its loss-making European operations taking the biggest hit.,normal
NMR,Nomura Holdings Inc ADR,20120906,UPDATE 3-Europe  equities bear brunt of Nomura's $1 bln cost cuts ,* Equities execution to migrate to Instinet electronic unit,normal
NMR,Nomura Holdings Inc ADR,20120906,Europe  equities bear brunt of Nomura's $1 billion cost cuts ,TOKYO Nomura Holdings Inc  Japan's biggest brokerage  said it will make cuts in its equities and investment banking businesses as it looks to chop $1 billion in costs  mainly from its ailing overseas operations  cooling its global ambitions.,normal
NMR,Nomura Holdings Inc ADR,20120906,Nomura to consolidate equities  make biggest cuts in Europe ,TOKYO  Sept 6 Nomura Holdings Inc  Japan's biggest brokerage  said it will make cuts in its equities and investment banking businesses as it looks to chop $1 billion in costs mainly from its ailing overseas operations  denting its global ambitions.,normal
NOC,Northrop Grumman Corporation,20120906,Pentagon lists 66 countries as eligible to buy US drones ,* Congress  State Dept have yet to agree to Pentagon plans,topStory
BTU,Peabody Energy Corporation,20120906,UPDATE 2-Coal miner Peabody cuts capex range; bullish long-term ,* Narrows 2012 capex to $1 bln-$1.1 bln from $1 bln-$1.2 bln,topStory
BTU,Peabody Energy Corporation,20120906,Peabody shelves Australian mine sale as buyers desert resources ,SYDNEY Peabody Energy Corp  has deferred the $500 million sale of an Australian mine after a near year-long process  sources said  joining deals worth almost $15 billion that have been pulled or delayed as weaker Chinese demand drives prices lower.,normal
BTU,Peabody Energy Corporation,20120906,UPDATE 3-Peabody shelves Australian mine sale as buyers desert resources ,* Deals worth about $15 bln pulled so far this yr - bankers  lawyers,normal
BTU,Peabody Energy Corporation,20120906,Peabody shelves $500 mln Australian coal mine sale - sources ,SYDNEY  Sept 6 Peabody Energy Corp has deferred the $500 million sale of an Australian mine after a near year-long process  sources said  joining deals worth almost $15 billion that have been pulled or delayed as weaker Chinese demand drives prices lower.,normal
PXD,Pioneer Natural Resources Company,20120906,UPDATE 1-Pioneer Natural to sell Barnett Shale assets ,Sept 6 Oil and gas producer Pioneer Natural Resources Co plans to sell its acreage in the Barnett shale field in Texas to raise capital for its more lucrative assets and cut down debt.,topStory
PXD,Pioneer Natural Resources Company,20120906,Pioneer Natural to sell Barnett Shale assets ,Sept 6 Oil and gas producer Pioneer Natural Resources Co said it was looking at selling its properties in the Barnett shale field in Texas to raise capital for its higher-return assets and cut down debt.,normal
PRA,ProAssurance Corporation,20120906,TEXT-Fitch affirms ProAssurance's IFS at 'A' ,Sept 6 - Fitch Ratings has affirmed ProAssurance Corporation's (PRA) Issuer Default Rating (IDR) at 'BBB+'. Fitch has also affirmed the 'A' Insurer Financial Strength (IFS) ratings of PRA's primary insurance operating companies (listed below). The Rating Outlook for all ratings is Stable.  Fitch's rating actions consider the solid capital position of PRA's operating subsidiaries  as well as their consistent profitability  financial and operating flexibility  and experienced management team. Part,topStory
PG,Procter & Gamble Company (The),20120906,BRIEF-Procter & Gamble CFO says no change to FY 2013 guidance ,CHICAGO  Sept 6 Procter & Gamble Co :  * CFO says no change to FY 2013 guidance  * CFO says no change to Q1 guidance  * Sees FY core EPS $3.80-$4.00  Q1 core EPS $0.91-$0.97  * Thomson Reuters I/B/E/S FY 2013 earnings per share view $3.90  * Thomson Reuters I/B/E/S Q1 earnings per share view $0.96  * CFO sees strong sales growth in developing markets in FY 2013  * CFO sees profit in all but one of its developing markets in FY 2013,topStory
PUK,Prudential Public Limited Company,20120906,TEXT-Fitch affirms Prudential Plc; outlook stable ,Sept 06 -  Fitch Ratings has affirmed Prudential Plc's  (Prudential) Long-term Issuer Default Rating (IDR) at 'A+' and senior unsecured  debt at 'A'. The agency has also affirmed Prudential Assurance Company Ltd's  (PAC) Insurer Financial Strength (IFS) rating at 'AA'. At the same time  Fitch  has affirmed Prudential's US subsidiaries Jackson National Life Insurance  Company and Jackson National Life Insurance Company of New York's (collectively   JNL) IFS ratings at 'AA'. The Outlooks on all of,topStory
PSA,Public Storage,20120906,French President Hollande's partner sues glossy magazines ,PARIS Valerie Trierweiler  the partner of French President Francois Hollande  is suing three glossy magazines for breach of privacy after they published photographs of the presidential couple in bathing suits  her lawyer said on Thursday.,topStory
