AMZN,Amazoncom Inc,20150409,Amazon sues to block alleged fake reviews on its website ,April 9 Amazon.com Inc has sued four websites to stop them from selling fake  positive product reviews.,topStory
HSEB,HSBC Holdings plc,20150409,HSBC deposit is half of alleged French tax fraud - source ,PARIS  April 9 The 1 billion euro ($1.07 billion) deposit French magistrates have imposed on HSBC Holdings in a tax offence case represents nearly half of the value of the bank's alleged tax fraud  a source close to the matter said on Thursday.,normal
HSEB,HSBC Holdings plc,20150409,France sets 1 bln eur bail and charges HSBC over Swiss tax scandal ,LONDON  April 9 French magistrates have placed HSBC Holdings Plc under formal criminal investigation over alleged past tax-related offences at its Swiss private bank and imposed 1 billion euro  ($1.08 billion) bail on Europe's biggest bank.,normal
HSEB,HSBC Holdings plc,20150409,BRIEF-HSBC says French Magistrates starts criminal investigation into co's Swiss private bank ,* On 8 April 2015  HSBC Holdings Plc was informed that it has been placed under formal criminal investigation by French Magistrates,normal
LUK,Leucadia National Corporation,20150409,RPT-UPDATE 1-Jefferies to sell most of Bache futures business to SocGen ,April 9 Investment bank Jefferies Group LLC   owned by Leucadia National Corp  said it will sell most of its Bache unit's futures business to Societe Generale.,topStory
LUK,Leucadia National Corporation,20150409,Jefferies to sell most of Bache futures business to Societe Generale ,April 9 Investment bank Jefferies Group LLC   owned by Leucadia National Corp  said it will sell most of Bache unit's futures business to Societe Generale .,normal
MON,Monsanto Company,20150409,RPT-Chinese citizens sue government over transparency on Monsanto herbicide ,BEIJING  April 8 Three Chinese citizens are taking China's Ministry of Agriculture to court in a bid to make public a toxicology report supporting the approval of Monsanto's popular weedkiller  Roundup  27 years ago.,topStory
MS,Morgan Stanley,20150409,ON THE MOVE-Raymond James gets 2 brokers from Morgan Stanley ,April 9 Raymond James & Associates has gained two brokers from the industry's biggest player  Morgan Stanley   the rapidly growing broker-dealer in Florida announced Thursday.,topStory
NMR,Nomura Holdings Inc ADR,20150409,Nomura blasts U.S. agency at mortgage bond trial's close ,NEW YORK A lawyer for Nomura Holdings Inc  argued on Thursday that a U.S. regulator relied on "voodoo science" to pursue claims that the bank made false statements in selling $2 billion in mortgage-backed securities to Fannie Mae and Freddie Mac.,topStory
NMR,Nomura Holdings Inc ADR,20150409,Nomura blasts U.S. agency at mortgage bond trial's close ,NEW YORK A lawyer for Nomura Holdings Inc argued on Thursday that a U.S. regulator relied on "voodoo science" to pursue claims that the bank made false statements in selling $2 billion in mortgage-backed securities to Fannie Mae and Freddie Mac.,normal
NMR,Nomura Holdings Inc ADR,20150409,UPDATE 1-Nomura blasts U.S. agency at mortgage bond trial's close ,NEW YORK  April 9 A lawyer for Nomura Holdings Inc argued on Thursday that a U.S. regulator relied on "voodoo science" to pursue claims that the bank made false statements in selling $2 billion in mortgage-backed securities to Fannie Mae and Freddie Mac.,normal
NMR,Nomura Holdings Inc ADR,20150409,Nomura blasts U.S. agency's case as $1 bln mortgage bond trial closes ,NEW YORK  April 9 A lawyer for Nomura Holdings Inc argued Thursday that a U.S. regulator relied on "voodoo science" in suing the bank for making false statements in selling $2 billion in mortgage-backed securities to Fannie Mae and Freddie Mac.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150409,Brazil's Rousseff says Petrobras has cleaned up corruption ,BRASILIA  April 9 State-run oil company Petrobras has purged corrupt managers and put a graft scandal behind it  while hitting record output levels from off-shore deposits  Brazil's President Dilma Rousseff said on Thursday.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20150409,Brazil's Petrobras says does not have date to publish results ,RIO DE JANEIRO  April 9 Brazil's state-run oil company Petroleo Brasileiro SA said on Thursday it does not yet have a date to publish audited third and fourth quarter results  delayed due to a corruption scandal.,normal
PG,Procter & Gamble Company (The),20150409,Fitch: Block P&G Beauty Divestment Unlikely to Interest Rivals ,(The following statement was released by the rating agency) Link to Fitch Ratings' Report: P&G Beauty Division Divestment â€“ Block Sale to  Investment-Grade Peer Unlikely http://www.fitchratings.com/creditdesk/reports/report_frame.cfm?rpt_id=864430 MILAN/LONDON  April 09 (Fitch) Procter & Gamble's reported plan to divest a  large chunk of its USD20bn beauty division is unlikely to attract interest from  major competitors such as L'Oreal  Henkel  Unilever  Colgate and Kimberly Clark  if P&G want,topStory
RTN,Raytheon Company,20150409,BRIEF-Kongsberg and Raytheon form teaming agreement for Naval Strike Missile ,* Raytheon and Kongsberg have formed a teaming agreement for Naval Strike Missile (NSM),topStory
RELX,RELX PLC,20150409,Correct: Fitch Downgrades Reed Elsevier to 'BBB+'; Outlook Stable ,(The following statement was released by the rating agency) LONDON  April 09 (Fitch) This announcement corrects the version published on 2  April 2015 to include the Elsevier Finance SA senior unsecured notes issued by  ELM BV as well as by Aquarius + Investments PLC. Fitch Ratings has downgraded Reed Elsevier PLC's and Reed Elsevier NV's  (together  Reed) Long-term Issuer Default Ratings (IDR) to 'BBB+' from 'A-'. The  Outlook is Stable. A full list of rating actions is available below. Reed's ,topStory
STO,Statoil ASA,20150409,Statoil makes Gulf of Mexico oil discovery ,OSLO  April 9 Norwegian oil and gas firm Statoil  made an oil discovery in the Yeti prospect in the U.S. Gulf of Mexico  about 15 kilometres south of the Big Foot field and 11 kilometres from the Cascade field  it said on Thursday.,topStory
TM,Toyota Motor Corp Ltd Ord,20150409,Toyota to start Tokyo trial of electric three-wheeler in green mobility push ,TOKYO Tokyoites will get a chance to zip around town on Toyota Motor Corp's three-wheeled electric car-motorbike from Friday  in a trial aimed at crafting a global business model to reduce gridlock and pollution. | Video ,topStory
TM,Toyota Motor Corp Ltd Ord,20150409,Toyota to start Tokyo trial of car-cum-motorbike in green mobility push ,TOKYO  April 9 Tokyoites will get a chance to zip around town on Toyota Motor Corp's three-wheeled electric car-cum-motorbike from Friday  in a trial aimed at crafting a global business model to reduce gridlock and pollution.,normal
WPC,WP Carey Inc,20150409,BRIEF-WP Group plans to list on Vienna stock exchange from April 10 ,* Says plans to list on  April 10  Source text for Eikon:  Further company coverage:,topStory
WFC,Wells Fargo & Company,20150409,GE close to selling part or all of its real estate holdings - WSJ ,April 9 General Electric Co is close to selling part or all of its real estate holdings  the Wall Street Journal reported  citing people familiar with the matter.,normal
WFC,Wells Fargo & Company,20150409,Special Report: How Wall Street captured Washington's effort to rein in banks ,NEW YORK In the aftermath of the 2008 financial crisis  Keith Higgins was certain: Banks weren’t to blame.,normal
WFC,Wells Fargo & Company,20150409,SPECIAL REPORT-How Wall Street captured Washington's effort to rein in banks ,NEW YORK  April 9 In the aftermath of the 2008 financial crisis  Keith Higgins was certain: Banks weren't to blame.,normal
WIT,Wipro Limited,20150409,BRIEF-GK Software and Wipro partner for implementing SAP store management applications by GK ,* GK Software and Wipro partner for implementing SAP store management applications by GK  Source text for Eikon:  Further company coverage:    (Gdynia Newsroom),topStory
