AMCN,AirMedia Group Inc,20150407,REFILE-BRIEF-Shenzhen Liantronics to acquire 5 pct stake in AirMedia ,* Says to acquire 5 percent stake in AirMedia group for 150 million yuan ($24.21 million),topStory
TM,Toyota Motor Corp Ltd Ord,20150407,Hess is mirroring Toyota manufacturing process to slash well costs ,DENVER Oil producer Hess Corp has turned to a manufacturing process developed by automaker Toyota Motor Corp to cut costs and boost production as crude oil prices lag.,topStory
TM,Toyota Motor Corp Ltd Ord,20150407,CORRECTED (OFFICIAL)-Hess is mirroring Toyota manufacturing process to slash well costs ,DENVER  April 2 Oil producer Hess Corp  has turned to a manufacturing process developed by automaker Toyota Motor Corp to cut costs and boost production as crude oil prices lag.,normal
TM,Toyota Motor Corp Ltd Ord,20150407,Australia new vehicle sales jump to March record -VFACTS ,SYDNEY  April 7 Sales of new vehicles in Australia surged to the strongest March result on record as demand for sports utilities remained red-hot  evidence that low fuel prices and falling interest rates were supporting consumer spending.,normal
TRP,TransCanada Corporation,20150407,TransCanada applies Keystone's lessons to Energy East pipeline ,CALGARY  Alberta After six years battling bitter opposition to its Keystone XL pipeline project in the United States  TransCanada Corp has learned where and when to pick its fights  to consult early and often - and to retreat when prudent.,topStory
TRP,TransCanada Corporation,20150407,TransCanada applies Keystone's lessons to Energy East pipeline ,CALGARY  Alberta  April 7 After six years battling bitter opposition to its Keystone XL pipeline project in the United States  TransCanada Corp has learned where and when to pick its fights.,normal
USB,US Bancorp,20150407,MOVES-Barclays  BofA Merrill Lynch  U.S. Bank  Standard Chartered ,April 7 The following financial services industry appointments were announced on Tuesday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
USB,US Bancorp,20150407,MOVES-U.S. Bank appoints Brad Scott to lead high-net-worth client team in Cincinnati ,April 7 U.S. Bank  the fifth largest U.S. commercial bank  moved Brad Scott to lead its team advising high-net-worth clients in Cincinnati  Ohio from the same position in Kansas City.,normal
UPS,United Parcel Service Inc,20150407,Deals of the day- Mergers and acquisitions ,April 7 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Tuesday:,topStory
UPS,United Parcel Service Inc,20150407,FedEx to buy TNT for $4.8 billion to take on rivals in Europe ,AMSTERDAM FedEx Corp  is to buy Dutch package delivery firm TNT Express  for an agreed 4.4 billion euros ($4.8 billion)  stepping up the challenge to rivals United Parcel Service  and Deutsche Post  in Europe. | Video ,normal
UPS,United Parcel Service Inc,20150407,In TNT  FedEx may get last major package target UPS once sought ,CHICAGO FedEx Corp's $4.8 billion bid Tuesday for TNT Express took the world's last large potential package delivery acquisition target off the table  marking a victory in FedEx's battle to gain market share from rival United Parcel Service Inc.,normal
UPS,United Parcel Service Inc,20150407,In TNT  FedEx may get last major package target UPS once sought ,CHICAGO  April 7 FedEx Corp's $4.8 billion bid Tuesday for TNT Express took the world's last large potential package delivery acquisition target off the table  marking a victory in FedEx's battle to gain market share from rival United Parcel Service Inc.,normal
UPS,United Parcel Service Inc,20150407,UPDATE 7-FedEx to buy TNT for $4.8 bln to take on rivals in Europe ,* GRAPHIC: http://link.reuters.com/rub54w   (Adds quotes from FedEx executives from analyst call),normal
UPS,United Parcel Service Inc,20150407,REFILE-TNT Express chairman "certain" EU will approve FedEx deal ,AMSTERDAM  April 7 TNT Express  Chairman Antony Burgmans said on Tuesday he is highly confident that the FedEx offer to buy TNT Express will not meet the same fate as a bid from UPS which was blocked by European regulators in 2013.,normal
WTW,Weight Watchers International Inc,20150407,MEDIA- Weilos has been acquired by Weight Watchers - TechCrunch ,-- Note: Reuters has not verified this story and does not vouch for its accuracy,topStory
