AXAS,Abraxas Petroleum Corporation,20170120,BRIEF-Abraxas prices 25 mln share offering at $2.40 per share ,* Abraxas Petroleum announces pricing of upsized common stock offering,topStory
BMY,Bristol-Myers Squibb Company,20170120,Merck  Bristol-Myers agree to settle Keytruda patent suit ,Merck & Co said it agreed to enter into a settlement and license agreement with Bristol-Myers Squibb Co  and Ono Pharmaceutical Co Ltd to resolve all global patent-infringement litigation related to its cancer drug  Keytruda.,topStory
BMY,Bristol-Myers Squibb Company,20170120,Merck  Bristol-Myers agree to settle Keytruda patent suit ,Merck & Co said it agreed to enter into a settlement and license agreement with Bristol-Myers Squibb Co and Ono Pharmaceutical Co Ltd to resolve all global patent-infringement litigation related to its cancer drug  Keytruda.,normal
BMY,Bristol-Myers Squibb Company,20170120,UPDATE 1-Merck  Bristol-Myers agree to settle Keytruda patent suit ,Jan 20 Merck & Co said it agreed to enter into a settlement and license agreement with Bristol-Myers Squibb Co and Ono Pharmaceutical Co Ltd to resolve all global patent-infringement litigation related to its cancer drug  Keytruda.,normal
BMY,Bristol-Myers Squibb Company,20170120,Bristol-Myers lung cancer delay slams shares  keeps Merck in lead ,New YORK Bristol-Myers Squibb Co  shares fell 11 percent on Friday following Thursday's announcement that it would not seek accelerated approval of its immunotherapy drug combination in first-line lung cancer  further solidifying Merck & Co Inc's  leading position in the burgeoning immuno-oncolgy field.,normal
BMY,Bristol-Myers Squibb Company,20170120,UPDATE 1-Bristol-Myers lung cancer delay slams shares  keeps Merck in lead ,New YORK  Jan 20 Bristol-Myers Squibb Co  shares fell 11 percent on Friday following Thursday's announcement that it would not seek accelerated approval of its immunotherapy drug combination in first-line lung cancer  further solidifying Merck & Co Inc's leading position in the burgeoning immuno-oncolgy field.,normal
BMY,Bristol-Myers Squibb Company,20170120,Merck  Bristol-Myers agree to settle Keytruda patent suit ,Jan 20 Merck & Co said it agreed to enter into a settlement and license agreement with Bristol-Myers Squibb Co and Ono Pharmaceutical Co Ltd to resolve a patent litigation related to its cancer drug  Keytruda.,normal
BMY,Bristol-Myers Squibb Company,20170120,BRIEF-Bristol-Myers squibb and Ono pharmaceutical enters license agreement with Merck ,* Bristol-Myers Squibb and Ono Pharmaceutical Company enter settlement and license agreement with merck to resolve PD-1 antibody patent litigation,normal
BMY,Bristol-Myers Squibb Company,20170120,Bristol won't seek faster Opdivo/Yervoy lung cancer approval ,Bristol-Myers Squibb Co on Thursday said it has decided not to seek accelerated U.S. approval for a combination of its two immunotherapy drugs as an initial treatment for lung cancer.,normal
BMY,Bristol-Myers Squibb Company,20170120,UPDATE 2-Bristol won't seek faster Opdivo/Yervoy lung cancer approval ,Jan 19 Bristol-Myers Squibb Co on Thursday said it has decided not to seek accelerated U.S. approval for a combination of its two immunotherapy drugs as an initial treatment for lung cancer.,normal
BT,BT Group plc,20170120,UK's BT to raise broadband prices in April ,LONDON  Jan 20 Britain's biggest telecoms group BT will raise its broadband prices by an inflation-busting 5 or 6 percent in April  as well as charge more for calls and some of its TV packages.,topStory
CAJ,Canon Inc,20170120,Canon considering investment in Toshiba's chip business: Kyodo ,TOKYO Japan's Canon Inc  is considering investing in Toshiba Corp's  chip business  Kyodo news agency reported on Friday.,topStory
CAJ,Canon Inc,20170120,Canon considering investment in Toshiba's chip business - Kyodo ,TOKYO  Jan 20 Japan's Canon Inc is considering investing in Toshiba Corp's chip business  Kyodo news agency reported on Friday.,normal
CHK,Chesapeake Energy Corporation,20170120,BRIEF-Chesapeake Energy reinstates payment of quarterly preferred stock dividends ,* Chesapeake Energy Corporation reinstates payment of quarterly preferred stock dividends  Source text for Eikon:  Further company coverage:,topStory
CHK,Chesapeake Energy Corporation,20170120,BRIEF-Chesapeake Energy says entered into privately negotiated purchase and exchange agreements ,* Chesapeake Energy - as of January 19  2017  entered into privately negotiated purchase and exchange agreements - sec filing,normal
CVX,Chevron Corporation,20170120,Canada court rejects attempt to enforce Ecuador Chevron judgment ,Jan 20 A Canadian court has rejected an attempt by Ecuadorian communities to enforce a judgment against Chevron Corp  they obtained in their home country  saying the company's local subsidiary liable for the parent  the oil major said on Friday.,topStory
C,Citigroup Inc,20170120,Morgan Stanley  Citi plan Brexit job moves: sources ,LONDON/FRANKFURT U.S. banks Morgan Stanley  and Citigroup  have identified many of the roles that will need to be moved from Britain following its exit from the European Union  sources involved in the processes told Reuters.,topStory
C,Citigroup Inc,20170120,Morgan Stanley  Citi plan Brexit job moves - sources ,LONDON/FRANKFURT Jan 20 U.S. banks Morgan Stanley and Citigroup have identified many of the roles that will need to be moved from Britain following its exit from the European Union  sources involved in the processes told Reuters.,normal
C,Citigroup Inc,20170120,Citi sees 10 percent net new money growth near term in Asia wealth business ,HONG KONG Citigroup said a focus on rich young Asians and new products has helped accelerate net new money growth at its Asia-Pacific consumer wealth business in 2016 to about 10 percent  and a similar annual growth is expected over the next few years.,normal
C,Citigroup Inc,20170120,Citi sees 10 pct net new money growth near term in Asia wealth business ,* Citi's Asia wealth biz added up to 12 pct new customers in 2016,normal
CCV,Comcast Corporation,20170120,Outgoing FCC chair warns against overturning net neutrality ,WASHINGTON  Jan 20 Outgoing U.S. Federal Communications Commission Chairman Tom Wheeler warned Republicans against dismantling the Obama administration's landmark "net neutrality" protections that bar internet service providers from slowing consumer access to web content.,normal
CNNX,Cone Midstream Partners LP,20170120,BRIEF-Cone Midstream increases quarterly cash distribution ,* Cone Midstream Partners Lp - declaration of a cash distribution of $0.2724 per unit with respect to Q4 of 2016,topStory
CS,Credit Suisse Group,20170120,BRIEF-Berry Plastics Group enters into agreement with Credit Suisse Ag  Cayman Islands Branch and Citibank ,* Entered into incremental assumption agreement with Credit Suisse Ag  Cayman Islands Branch  and CitiBank  N.A. - SEC filing,topStory
FCAU,Fiat Chrysler Automobiles NV,20170120,BRIEF-UK's FCA says HSBC voluntarily pays 4 mln stg redress ,* Fca- hsbc voluntarily agrees to provide approximately £4 million redress for historical debt collection,topStory
FCF,First Commonwealth Financial Corporation,20170120,US STOCKS-Wall St ends higher as Trump takes office ,NEW YORK  Jan 20 U.S. stocks closed higher on Friday in a modest but broad-based advance as Donald Trump was sworn in as U.S. President  marking the first time in more than 50 years that a new commander-in-chief has been welcomed by a rising equity market on his first day in office.,normal
F,Ford Motor Company,20170120,Ford to record pre-tax remeasurement loss of $3 billion in 2016 ,Ford Motor Co  said on Friday it would record a pre-tax remeasurement loss of about $3 billion related to its pension plans and other post-retirement employee benefits plans.,topStory
F,Ford Motor Company,20170120,Ford to record pre-tax remeasurement loss of $3 bln in 2016 ,Jan 20 Ford Motor Co said on Friday it would record a pre-tax remeasurement loss of about $3 billion related to its pension plans and other post-retirement employee benefits plans.,normal
F,Ford Motor Company,20170120,BRIEF-Ford expects to record a pre-tax remeasurement loss of about $3.0 bln ,* Ford -for year ended December 31  2016  expect to record a pre-tax remeasurement loss of approximately $3.0 billion related to our pension plans and opeb plans,normal
FCX,Freeport-McMoran Inc,20170120,RPT-UPDATE 1-Freeport seeks guarantees from Indonesia amid mining shake-up ,JAKARTA  Jan 20 The Indonesian unit of Freeport-Mcmoran Inc is seeking fiscal and legal guarantees from the government over mining rules issued last week  a spokesman for the copper mining giant said late on Thursday.,topStory
FCX,Freeport-McMoran Inc,20170120,UPDATE 1-Freeport seeks guarantees from Indonesia amid mining shake-up ,* Miners looking to restart metal ore exports   (Recasts; adds comment  detail),normal
GEH,General Electric Capital Corporation,20170120,GE looks for sharp cut in corporate tax rate under Trump ,General Electric Co  is seeking a sharp cut in corporate tax rates under President Donald Trump but is bracing for U.S. sales of medical equipment to suffer if Congress delays  changing U.S. healthcare laws.,topStory
GEH,General Electric Capital Corporation,20170120,UPDATE 4-GE looks for sharp cut in corporate tax rate under Trump ,Jan 20 General Electric Co is seeking a sharp cut in corporate tax rates under President Donald Trump but is bracing for U.S. sales of medical equipment to suffer if Congress delays  changing U.S. healthcare laws.,normal
GEH,General Electric Capital Corporation,20170120,BRIEF-GE reports quarterly continuing operations EPS $0.39 ,* Q4 earnings per share view $0.46  revenue view $33.63 billion -- Thomson Reuters I/B/E/S,normal
GEH,General Electric Capital Corporation,20170120,GE profit rises 35.7 percent ,Jan 20 General Electric Co reported on Friday a 35.7 percent rise in quarterly profit  helped by strength in its power and  renewable energy businesses.,normal
GEH,General Electric Capital Corporation,20170120,BRIEF-General Electric Co Q4 results presentation ,Please click on the link below for General Electric Co's Q4 earnings presentation:  Source text: (http://invent.ge/2jTTH0h),normal
GEH,General Electric Capital Corporation,20170120,BRIEF-General Electric Co Q4 results press release ,Please click on the link below for General Electric Co's Q4 earnings press release:  Source text: http://invent.ge/2k7RuNJ,normal
GEH,General Electric Capital Corporation,20170120,Wells Fargo to merge international business with wholesale banking ,Wells Fargo & Co   the third-largest U.S. bank by assets  said on Thursday it would merge its international business with its wholesale banking unit that serves corporate clients.,normal
GEK,General Electric Capital Corporation,20170120,GE looks for sharp cut in corporate tax rate under Trump ,General Electric Co  is seeking a sharp cut in corporate tax rates under President Donald Trump but is bracing for U.S. sales of medical equipment to suffer if Congress delays  changing U.S. healthcare laws.,topStory
GEK,General Electric Capital Corporation,20170120,UPDATE 4-GE looks for sharp cut in corporate tax rate under Trump ,Jan 20 General Electric Co is seeking a sharp cut in corporate tax rates under President Donald Trump but is bracing for U.S. sales of medical equipment to suffer if Congress delays  changing U.S. healthcare laws.,normal
GEK,General Electric Capital Corporation,20170120,BRIEF-GE reports quarterly continuing operations EPS $0.39 ,* Q4 earnings per share view $0.46  revenue view $33.63 billion -- Thomson Reuters I/B/E/S,normal
GEK,General Electric Capital Corporation,20170120,GE profit rises 35.7 percent ,Jan 20 General Electric Co reported on Friday a 35.7 percent rise in quarterly profit  helped by strength in its power and  renewable energy businesses.,normal
GEK,General Electric Capital Corporation,20170120,BRIEF-General Electric Co Q4 results presentation ,Please click on the link below for General Electric Co's Q4 earnings presentation:  Source text: (http://invent.ge/2jTTH0h),normal
GEK,General Electric Capital Corporation,20170120,BRIEF-General Electric Co Q4 results press release ,Please click on the link below for General Electric Co's Q4 earnings press release:  Source text: http://invent.ge/2k7RuNJ,normal
GEK,General Electric Capital Corporation,20170120,Wells Fargo to merge international business with wholesale banking ,Wells Fargo & Co   the third-largest U.S. bank by assets  said on Thursday it would merge its international business with its wholesale banking unit that serves corporate clients.,normal
GE,General Electric Company,20170120,GE looks for sharp cut in corporate tax rate under Trump ,General Electric Co  is seeking a sharp cut in corporate tax rates under President Donald Trump but is bracing for U.S. sales of medical equipment to suffer if Congress delays  changing U.S. healthcare laws.,topStory
GE,General Electric Company,20170120,UPDATE 4-GE looks for sharp cut in corporate tax rate under Trump ,Jan 20 General Electric Co is seeking a sharp cut in corporate tax rates under President Donald Trump but is bracing for U.S. sales of medical equipment to suffer if Congress delays  changing U.S. healthcare laws.,normal
GE,General Electric Company,20170120,BRIEF-GE reports quarterly continuing operations EPS $0.39 ,* Q4 earnings per share view $0.46  revenue view $33.63 billion -- Thomson Reuters I/B/E/S,normal
GE,General Electric Company,20170120,GE profit rises 35.7 percent ,Jan 20 General Electric Co reported on Friday a 35.7 percent rise in quarterly profit  helped by strength in its power and  renewable energy businesses.,normal
GE,General Electric Company,20170120,BRIEF-General Electric Co Q4 results presentation ,Please click on the link below for General Electric Co's Q4 earnings presentation:  Source text: (http://invent.ge/2jTTH0h),normal
GE,General Electric Company,20170120,BRIEF-General Electric Co Q4 results press release ,Please click on the link below for General Electric Co's Q4 earnings press release:  Source text: http://invent.ge/2k7RuNJ,normal
GE,General Electric Company,20170120,Wells Fargo to merge international business with wholesale banking ,Wells Fargo & Co   the third-largest U.S. bank by assets  said on Thursday it would merge its international business with its wholesale banking unit that serves corporate clients.,normal
GEB,General Electric Company,20170120,GE looks for sharp cut in corporate tax rate under Trump ,General Electric Co  is seeking a sharp cut in corporate tax rates under President Donald Trump but is bracing for U.S. sales of medical equipment to suffer if Congress delays  changing U.S. healthcare laws.,topStory
GEB,General Electric Company,20170120,UPDATE 4-GE looks for sharp cut in corporate tax rate under Trump ,Jan 20 General Electric Co is seeking a sharp cut in corporate tax rates under President Donald Trump but is bracing for U.S. sales of medical equipment to suffer if Congress delays  changing U.S. healthcare laws.,normal
GEB,General Electric Company,20170120,BRIEF-GE reports quarterly continuing operations EPS $0.39 ,* Q4 earnings per share view $0.46  revenue view $33.63 billion -- Thomson Reuters I/B/E/S,normal
GEB,General Electric Company,20170120,GE profit rises 35.7 percent ,Jan 20 General Electric Co reported on Friday a 35.7 percent rise in quarterly profit  helped by strength in its power and  renewable energy businesses.,normal
GEB,General Electric Company,20170120,BRIEF-General Electric Co Q4 results presentation ,Please click on the link below for General Electric Co's Q4 earnings presentation:  Source text: (http://invent.ge/2jTTH0h),normal
GEB,General Electric Company,20170120,BRIEF-General Electric Co Q4 results press release ,Please click on the link below for General Electric Co's Q4 earnings press release:  Source text: http://invent.ge/2k7RuNJ,normal
GEB,General Electric Company,20170120,Wells Fargo to merge international business with wholesale banking ,Wells Fargo & Co   the third-largest U.S. bank by assets  said on Thursday it would merge its international business with its wholesale banking unit that serves corporate clients.,normal
GS,Goldman Sachs Group Inc (The),20170120,BRIEF-Goldman Sachs says Sarah Smith to become global head of compliance ,* Goldman Sachs Group -  effective as of March 1  Sarah Smith  current controller  chief accounting officer will become EVP and global head of compliance,topStory
GS,Goldman Sachs Group Inc (The),20170120,TrailStone buys Cargill's power and gas group - sources ,HOUSTON  Jan 20 Commodities trader and investor TrailStone Group has purchased Cargill Inc's gas and power trading group  three sources familiar with the deal said this week.,normal
GS,Goldman Sachs Group Inc (The),20170120,Goldman Sachs rejects Indonesian businessman's $1.1 billion claim over share trade ,JAKARTA Goldman Sachs has rejected allegations by an Indonesian businessman who is seeking $1.1 billion in damages from the U.S. bank for making what he called "unlawful" trades in the shares of a property firm.,normal
GS,Goldman Sachs Group Inc (The),20170120,Goldman Sachs rejects Indonesian businessman's $1.1 bln claim over share trade ,* Indonesia executive sues Goldman over "unlawful" transaction,normal
GRAM,Grana y Montero SAA,20170120,UPDATE 2-Odebrecht group ready to return $5 bln pipeline contract to Peru ,LIMA  Jan 20 A consortium controlled by Brazilian builder Odebrecht S.A. will miss a financing deadline on Monday for a natural gas pipeline project in Peru and awaits government notification that it will lose the $5 billion contract  the company said on Friday.,topStory
GTN,Gray Television Inc,20170120,BRIEF-Gray announces proposed refinancing of senior credit facility ,* Gray announces proposed refinancing of senior credit facility; updates guidance for 4th quarter 2016,topStory
HLF,Herbalife LTD,20170120,U.S. investigating Herbalife over foreign bribery in China ,The U.S. government is investigating dietary supplement maker Herbalife over whether it violated foreign bribery laws while conducting business in China  the company revealed in a regulatory filing on Friday.,topStory
HLF,Herbalife LTD,20170120,U.S. investigating Herbalife over foreign bribery in China ,The U.S. government is investigating dietary supplement maker Herbalife  over whether it violated foreign bribery laws while conducting business in China  the company revealed in a regulatory filing on Friday.,normal
HLF,Herbalife LTD,20170120,UPDATE 2-U.S. investigating Herbalife over foreign bribery in China ,Jan 20 The U.S. government is investigating dietary supplement maker Herbalife over whether it violated foreign bribery laws while conducting business in China  the company revealed in a regulatory filing on Friday.,normal
HLF,Herbalife LTD,20170120,Herbalife says fourth-quarter sales to be lower than expected ,Jan 20 Dietary supplements maker Herbalife Ltd  said on Friday its fourth-quarter sales would be below its expectations  hurt by a strong dollar  and that volumes would be near the low-end of its previous forecast.,normal
HLF,Herbalife LTD,20170120,BRIEF-Herbalife sees Q4 volume to be towards low end of guidance ,* Says expects Q4 volume to be toward low end of guidance provided on Nov. 1  2016,normal
HON,Honeywell International Inc,20170120,BRIEF-Honeywell files lawsuit against Code Corp ,* Honeywell files lawsuit against Code Corporation claiming widespread patent infringement,topStory
HSBC,HSBC Holdings plc,20170120,Exclusive: HSBC cutting around 100 senior banking jobs globally - sources ,LONDON HSBC has begun cutting around 100 senior jobs in its investment banking division worldwide this week  according to sources with direct knowledge of the matter.,topStory
HSEA,HSBC Holdings plc,20170120,Exclusive: HSBC cutting around 100 senior banking jobs globally - sources ,LONDON HSBC has begun cutting around 100 senior jobs in its investment banking division worldwide this week  according to sources with direct knowledge of the matter.,topStory
HSEB,HSBC Holdings plc,20170120,Exclusive: HSBC cutting around 100 senior banking jobs globally - sources ,LONDON HSBC has begun cutting around 100 senior jobs in its investment banking division worldwide this week  according to sources with direct knowledge of the matter.,topStory
IBM,International Business Machines Corporation,20170120,Fitch: IBM's Ratings Unaffected by Finance Business Reorganization ,(The following statement was released by the rating agency) CHICAGO  January 20 (Fitch) The ratings for International Business Machines  Corporation (IBM)  including its 'A+/F1' Long- and Short-Term Issuer Default  Ratings (IDRs)  are unaffected by the company's reorganization of its financing  business  according to Fitch Ratings. Fitch believes IBM's core industrial and  financing businesses remain co-dependent and that the financing business enables  higher marginal sales than would third-par,topStory
ITCB,Ita? CorpBanca,20170120,Itaú Unibanco postpones acquisition of Colombia's CorpBanca ,SAO PAULO Itaú Unibanco Holdings SA   Brazil's largest private sector lender  said on Friday it has reached an agreement to postpone to January 2022 the acquisition of shares of Colombia's CorpBanca.,topStory
ITCB,Ita? CorpBanca,20170120,Itaú Unibanco postpones acquisition of Colombia's CorpBanca ,SAO PAULO  Jan 20 Itaú Unibanco Holdings SA   Brazil's largest private sector lender  said on Friday it has reached an agreement to postpone to January 2022 the acquisition of shares of Colombia's CorpBanca.,normal
ITUB,Itau Unibanco Banco Holding SA,20170120,Itaú Unibanco postpones acquisition of Colombia's CorpBanca ,SAO PAULO Itaú Unibanco Holdings SA   Brazil's largest private sector lender  said on Friday it has reached an agreement to postpone to January 2022 the acquisition of shares of Colombia's CorpBanca.,topStory
ITUB,Itau Unibanco Banco Holding SA,20170120,Itaú Unibanco postpones acquisition of Colombia's CorpBanca ,SAO PAULO  Jan 20 Itaú Unibanco Holdings SA   Brazil's largest private sector lender  said on Friday it has reached an agreement to postpone to January 2022 the acquisition of shares of Colombia's CorpBanca.,normal
JPM,J P Morgan Chase & Co,20170120,BRIEF-Schweitzer-Mauduit enters into interest rate swap deal with JPMorgan Chase ,* Schweitzer-Mauduit International Inc - Entered into interest rate swap transaction with JPMorgan Chase for 3-year term on notional amount of $315 million  Source: (http://bit.ly/2jyd5Qp) Further company coverage:,topStory
JCP,JC Penney Company Inc Holding Company,20170120,U.S. department stores steady profitability boat even as sales slide ,CHICAGO  Jan 20 U.S. department store chains  hit by slowing sales for more than two years  have used layoffs  store closings and cutbacks to maintain one aspect of stability: profit margins.,normal
JNJ,Johnson & Johnson,20170120,INSIGHT-Sanofi's M&A misses frustrate some investors in drugmaker ,* Investors growing impatient after it fails to land acquisitions,normal
KSU,Kansas City Southern,20170120,Mexican peso's slump hits Kansas City Southern profit ,CHICAGO Kansas City Southern  on Friday reported a lower quarterly net profit that missed Wall Street estimates by a wide margin as a historic drop in the Mexican peso after the election of President-elect Donald Trump affected the regional U.S. railroad's operations in Mexico.,topStory
KSU,Kansas City Southern,20170120,UPDATE 3-Mexican peso's slump hits Kansas City Southern profit ,CHICAGO  Jan 20 Kansas City Southern on Friday reported a lower quarterly net profit that missed Wall Street estimates by a wide margin as a historic drop in the Mexican peso after the election of President-elect Donald Trump affected the regional U.S. railroad's operations in Mexico.,normal
KSU,Kansas City Southern,20170120,Kansas City Southern profit falls on weak Mexican peso ,CHICAGO  Jan 20 Regional U.S. railroad Kansas City Southern on Friday reported a lower quarterly net profit  which the company blamed on the weakness of the Mexican peso versus the U.S. dollar.,normal
LVS,Las Vegas Sands Corp,20170120,Las Vegas Sands pays $7 million to end U.S. criminal bribery case ,Las Vegas Sands Corp agreed to pay a $6.96 million criminal penalty to end a U.S. Department of Justice probe into whether it violated a federal anti-bribery law by making payments to a consultant to help it do business in China and Macau.,topStory
LVS,Las Vegas Sands Corp,20170120,UPDATE 2-Las Vegas Sands pays $7 mln to end U.S. criminal bribery case ,Jan 19 Las Vegas Sands Corp agreed to pay a $6.96 million criminal penalty to end a U.S. Department of Justice probe into whether it violated a federal anti-bribery law by making payments to a consultant to help it do business in China and Macau.,normal
LVS,Las Vegas Sands Corp,20170120,Las Vegas Sands pays $7 mln to end U.S. criminal bribery case ,Las Vegas Sands Corp agreed to pay a $6.96 million criminal penalty to end a U.S. Department of Justice probe into whether it violated a federal anti-bribery law by making payments to a consultant to help it do business in China and Macau.,normal
LVS,Las Vegas Sands Corp,20170120,Las Vegas Sands pays $7 mln to end US criminal bribery case ,Jan 19 Las Vegas Sands Corp agreed to pay a $6.96 million criminal penalty to end a U.S. Department of Justice probe into whether it violated a federal anti-bribery law by paying a consultant to help it do business in China and Macau.,normal
M,Macy&#39;s Inc,20170120,U.S. department stores steady profitability boat even as sales slide ,CHICAGO  Jan 20 U.S. department store chains  hit by slowing sales for more than two years  have used layoffs  store closings and cutbacks to maintain one aspect of stability: profit margins.,normal
MRK,Merck & Company Inc,20170120,Merck  Bristol-Myers agree to settle Keytruda patent suit ,Merck & Co said it agreed to enter into a settlement and license agreement with Bristol-Myers Squibb Co  and Ono Pharmaceutical Co Ltd to resolve all global patent-infringement litigation related to its cancer drug  Keytruda.,topStory
MRK,Merck & Company Inc,20170120,Merck  Bristol-Myers agree to settle Keytruda patent suit ,Merck & Co said it agreed to enter into a settlement and license agreement with Bristol-Myers Squibb Co and Ono Pharmaceutical Co Ltd to resolve all global patent-infringement litigation related to its cancer drug  Keytruda.,normal
MRK,Merck & Company Inc,20170120,UPDATE 1-Merck  Bristol-Myers agree to settle Keytruda patent suit ,Jan 20 Merck & Co said it agreed to enter into a settlement and license agreement with Bristol-Myers Squibb Co and Ono Pharmaceutical Co Ltd to resolve all global patent-infringement litigation related to its cancer drug  Keytruda.,normal
MRK,Merck & Company Inc,20170120,Bristol-Myers lung cancer delay slams shares  keeps Merck in lead ,New YORK Bristol-Myers Squibb Co  shares fell 11 percent on Friday following Thursday's announcement that it would not seek accelerated approval of its immunotherapy drug combination in first-line lung cancer  further solidifying Merck & Co Inc's  leading position in the burgeoning immuno-oncolgy field.,normal
MRK,Merck & Company Inc,20170120,UPDATE 1-Bristol-Myers lung cancer delay slams shares  keeps Merck in lead ,New YORK  Jan 20 Bristol-Myers Squibb Co  shares fell 11 percent on Friday following Thursday's announcement that it would not seek accelerated approval of its immunotherapy drug combination in first-line lung cancer  further solidifying Merck & Co Inc's leading position in the burgeoning immuno-oncolgy field.,normal
MRK,Merck & Company Inc,20170120,US STOCKS-Wall St ends higher as Trump takes office ,NEW YORK  Jan 20 U.S. stocks closed higher on Friday in a modest but broad-based advance as Donald Trump was sworn in as U.S. President  marking the first time in more than 50 years that a new commander-in-chief has been welcomed by a rising equity market on his first day in office.,normal
MRK,Merck & Company Inc,20170120,Merck  Bristol-Myers agree to settle Keytruda patent suit ,Jan 20 Merck & Co said it agreed to enter into a settlement and license agreement with Bristol-Myers Squibb Co and Ono Pharmaceutical Co Ltd to resolve a patent litigation related to its cancer drug  Keytruda.,normal
MRK,Merck & Company Inc,20170120,BRIEF-Merck announces license agreement resolving Keytruda patent litigation ,* Merck announces settlement and license agreement resolving Keytruda (pembrolizumab) patent litigation,normal
MS,Morgan Stanley,20170120,Morgan Stanley CEO James Gorman's 2016 pay up 7 pct to $22.5 million ,Morgan Stanley  Chief Executive James Gorman's overall pay rose 7 percent in 2016 as the Wall Street bank's stock soared and it edged closer to hitting a key profitability target.,topStory
MS,Morgan Stanley,20170120,UPDATE 1-Morgan Stanley CEO James Gorman's 2016 pay up 7 pct to $22.5 mln ,Jan 20 Morgan Stanley Chief Executive James Gorman's overall pay rose 7 percent in 2016 as the Wall Street bank's stock soared and it edged closer to hitting a key profitability target.,normal
MS,Morgan Stanley,20170120,Morgan Stanley CEO James Gorman sees pay increase 7 percent to $22.5m ,Jan 20 Morgan Stanley Chief Executive Officer James Gorman's overall pay rose 7 percent in 2016 to $22.5 million  according to a securities filing.,normal
MS,Morgan Stanley,20170120,Morgan Stanley  Citi plan Brexit job moves - sources ,LONDON/FRANKFURT Jan 20 U.S. banks Morgan Stanley and Citigroup have identified many of the roles that will need to be moved from Britain following its exit from the European Union  sources involved in the processes told Reuters.,normal
MS,Morgan Stanley,20170120,Democrats ask U.S. brokerages if they support delay to fiduciary rule ,NEW YORK One of the strongest proponents of the Democrats on financial regulation demanded on Thursday that big brokerages come clean about whether they would support delaying a new rule by the U.S. Department of Labor if President-elect Donald Trump's administration makes a move to do so.,normal
NFG,National Fuel Gas Company,20170120,BRIEF-National Fuel Gas Co - CEO Ronald Tanski's FY 2016 total compensation $7.14 mln ,* National Fuel Gas Co - CEO Ronald Tanski's FY 2016 total compensation $7.14 million versus $6.72 million in FY 2015  Source text : http://bit.ly/2k8RH3p Further company coverage:,topStory
NKE,Nike Inc,20170120,BRIEF-Perry Ellis International enters into distribution agreements for Nike Swim in Latin America ,* Perry Ellis international enters into distribution agreements for Nike Swim in Latin America,topStory
NRG,NRG Energy Inc,20170120,BRIEF-NRG Energy Inc announces it will reprice its $1.9 billion term loan B due June 2023 ,* Nrg Energy Inc - announces it will reprice its $1.9 billion term loan B due June 2023,topStory
IX,Orix Corp Ads,20170120,RBS sells $600 million of shipping loans  Orix among buyers: sources ,LONDON/TOKYO Royal Bank of Scotland  has concluded agreements to sell at least $600 million worth of shipping loans from its portfolio as part of efforts to exit the sector  sources with direct knowledge of the deal told Reuters on Friday.,topStory
IX,Orix Corp Ads,20170120,UPDATE 1-RBS sells $600 million of shipping loans  Orix among buyers - sources ,LONDON/TOKYO  Jan 20 Royal Bank of Scotland  has concluded agreements to sell at least $600 million worth of shipping loans from its portfolio as part of efforts to exit the sector  sources with direct knowledge of the deal told Reuters on Friday.,normal
IX,Orix Corp Ads,20170120,Orix agrees to buy $290 mln of RBS shipping loans -sources ,TOKYO  Jan 20 Japanese financial services firm Orix Corp has agreed to buy $290 million worth of shipping loans from Royal Bank of Scotland  sources with direct knowledge of the deal told Reuters on Friday.,normal
PBT,Permian Basin Royalty Trust,20170120,BRIEF-PERMIAN BASIN ROYALTY TRUST ANNOUNCES JANUARY CASH DISTRIBUTION ,* DECLARED A JANUARY CASH DISTRIBUTION TO HOLDERS OF ITS UNITS OF BENEFICIAL INTEREST OF $0.048012 PER UNIT,topStory
PFE,Pfizer Inc,20170120,INSIGHT-Sanofi's M&A misses frustrate some investors in drugmaker ,* Investors growing impatient after it fails to land acquisitions,normal
PJC,Piper Jaffray Companies,20170120,UPDATE 1-U.S. drillers add the most oil rigs since April 2013 -Baker Hughes ,(Adds rigs in the Permian and Cana Woodford basins in paragraphs 5-6  total oil and gas rig count in paragraph 12)     Jan 20 U.S. energy companies this week added the most oil rigs in nearly four years  extending an eight-month recovery as drillers take advantage of a deal by OPEC to cut supplies that has boosted prices over $50 a barrel since early December.     Drillers added 29 oil rigs in the week to Jan. 20  bringing the total count up to 551  the most since November 2015  e,normal
PJC,Piper Jaffray Companies,20170120,U.S. drillers add the most oil rigs since April 2013 -Baker Hughes ,Jan 20 U.S. energy companies this week added the most oil rigs in nearly four years  extending an eight-month recovery as drillers take advantage of a deal by OPEC to cut supplies that has boosted prices over $50 a barrel since early December.     Drillers added 29 oil rigs in the week to Jan. 20  bringing the total count up to 551  the most since November 2015  energy services firm Baker Hughes Inc said on Friday.      During the same week a year ago  there wer,normal
PPG,PPG Industries Inc,20170120,BRIEF-Ppg industries-in connection with morales's appointment as cfo  his monthly salary will be increased to $41 667 ,* PPG Industries-in connection with Morales'S appointment as CFO  his monthly salary will be increased to $41 667 and will be eligible for target cash bonus under incentive compensation plan of $450 000  Source text : http://bit.ly/2kbmPDr Further company coverage:,topStory
RF,Regions Financial Corporation,20170120,BRIEF-Regions Financial Q4 earnings per share $0.23 ,* Regions Financial Corp qtrly basel III common equity tier 1 ratio (non-gaap) 11.0% versus 10.7% last year,topStory
